function.	oral_13
K00368	10.84
K00370	2.32
K00371	2.32
K00372	0.5
K00373	2.32
K00374	2.32
K00375	17.43
K00376	26.41
K00380	50.62
K00381	3
K00382	137.97
K00383	104.59
K00384	544.85
K00385	1.64
K00387	0
K00389	0.25
K00390	6.07
K00392	1.38
K00394	0.86
K00395	0.86
K00404	164.06
K00405	147.08
K00406	152.72
K00407	139.62
K00411	165.05
K00412	165.05
K00413	164.96
K00425	170.32
K00426	170.32
K00427	28.5
K00428	286.69
K00432	104.75
K00433	3.86
K00435	0
K00436	0.7
K00437	0
K00441	0
K00446	2
K00448	0
K00449	0
K00450	0.53
K00451	1
K00452	0.6
K00453	0.6
K00455	0.5
K00456	0
K00457	1
K00459	174.37
K00466	0
K00467	0
K00469	0.27
K00471	0
K00472	0
K00476	0
K00477	0
K00479	0
K00480	0.5
K00481	0.5
K00483	0.5
K00484	3.68
K00486	0.6
K00491	0
K00493	0
K00496	0
K00499	0
K00500	1
K00505	0
K00507	0.9
K00508	9.2
K00510	8
K00517	0.5
K00520	1.74
K00523	2.5
K00525	297.03
K00526	299.78
K00527	152.37
K00528	23.16
K00529	0.5
K00531	0.09
K00532	2.75
K00533	0.86
K00534	1.36
K00537	171.34
K00543	0
K00547	70.16
K00548	25.74
K00549	254.62
K00554	280.95
K00556	2.6
K00557	167.24
K00558	301.89
K00560	117.62
K00561	60.14
K00563	93.1
K00564	96.92
K00566	441.21
K00567	280.31
K00568	4.18
K00569	0.27
K00570	0
K00571	185.13
K00573	168.52
K00574	149.54
K00575	174.79
K00584	0.2
K00588	2.91
K00590	0.2
K00595	9.15
K00596	0
K00598	0.2
K00600	282.38
K00602	283.05
K00603	2.17
K00604	348.8
K00605	30.88
K00606	124.24
K00608	0.48
K00609	276.89
K00610	5.92
K00611	272.31
K00612	0
K00613	0.2
K00615	462.24
K00616	200.93
K00619	29.02
K00620	46.3
K00621	0
K00625	94.98
K00626	99.26
K00627	100.68
K00631	5.67
K00632	3.25
K00633	7.23
K00634	2.75
K00635	0
K00638	0.2
K00639	12.57
K00640	286.32
K00641	44.3
K00643	0
K00645	269.19
K00646	0
K00647	14.54
K00648	413.89
K00651	139.34
K00652	167.08
K00655	276.08
K00656	186
K00657	197.35
K00658	25.01
K00661	97.84
K00662	213.63
K00663	0
K00666	23.28
K00672	0
K00673	0
K00674	247.73
K00675	0.4
K00677	174.31
K00680	27.22
K00681	31.12
K00683	0
K00684	160.65
K00685	152.54
K00686	0
K00687	87.2
K00688	177.85
K00689	9.64
K00690	67.18
K00691	18.23
K00692	0.8
K00694	1.17
K00696	0
K00697	8.25
K00700	115.65
K00702	0
K00703	103.57
K00705	164.72
K00709	0
K00712	1.25
K00720	1
K00721	20.53
K00728	0
K00737	0
K00745	0.2
K00748	173.56
K00752	2.11
K00754	20.04
K00756	92.23
K00757	14.11
K00758	13.37
K00759	281.7
K00760	111.88
K00761	279.12
K00762	281.29
K00763	269.29
K00764	280.79
K00765	188.03
K00766	28.37
K00767	20.84
K00768	17.38
K00769	105.05
K00772	4.56
K00773	280.16
K00782	154.15
K00783	264.76
K00784	98.45
K00785	4.42
K00786	11.22
K00788	377.61
K00789	290.96
K00790	371.23
K00791	282.23
K00793	191.29
K00794	191.38
K00795	58.16
K00796	273.87
K00797	69.16
K00798	25.03
K00799	4.44
K00800	280.95
K00801	0
K00803	0.73
K00805	174.89
K00806	283.49
K00808	0
K00809	3.16
K00812	171.52
K00813	4.67
K00817	271.93
K00818	130.39
K00819	3.16
K00820	278.46
K00821	10.97
K00822	0.5
K00823	1.71
K00824	31.59
K00826	284.74
K00830	0
K00831	257.49
K00832	5.16
K00833	168.94
K00835	2
K00836	2.17
K00839	0
K00840	0
K00841	88.99
K00842	1.71
K00844	4.36
K00845	123.65
K00847	106.8
K00848	4.91
K00849	109.28
K00850	126.8
K00851	26.88
K00852	35.97
K00853	3.36
K00854	22.66
K00855	0.5
K00856	0
K00857	101.69
K00858	280.95
K00859	281.44
K00860	164.3
K00862	0
K00863	79.05
K00864	116.2
K00865	123.41
K00867	105.18
K00868	169.98
K00869	92.23
K00870	0.75
K00872	269.89
K00873	290.62
K00874	99.13
K00876	116.98
K00878	37.18
K00879	2.82
K00880	6.05
K00881	0.5
K00882	169.16
K00883	0
K00884	2.67
K00885	2.67
K00886	18.46
K00887	89.39
K00891	278.45
K00892	0
K00895	8.82
K00897	2
K00899	1.74
K00901	171.52
K00906	0.5
K00912	160.29
K00917	140.24
K00918	0
K00919	208.81
K00924	2.51
K00925	281.88
K00926	92.43
K00927	282.95
K00928	278.64
K00929	2.48
K00930	185.3
K00931	268.73
K00932	0
K00936	37.33
K00937	184.62
K00938	89.07
K00939	284.34
K00940	264.56
K00941	198.21
K00942	280.3
K00943	276.64
K00945	116.38
K00946	184.57
K00947	0
K00948	361.65
K00949	97.49
K00950	250.06
K00951	283
K00954	277.81
K00955	7.37
K00956	6.35
K00957	8.36
K00958	162.36
K00962	280.83
K00963	281.39
K00965	113.63
K00966	8.75
K00968	0.76
K00969	278.64
K00970	25.71
K00971	33.97
K00972	0
K00973	139.8
K00974	266.05
K00975	196.19
K00978	13.17
K00979	179.23
K00980	8.43
K00981	293.04
K00982	18.49
K00983	97.7
K00984	0
K00986	0.4
K00988	0
K00989	20.8
K00990	174.4
K00991	38.46
K00992	2.5
K00993	0.53
K00995	302
K00996	13.56
K00997	271.22
K00998	2.67
K01000	280.95
K01002	0.92
K01003	0
K01004	4.28
K01006	32.52
K01007	5.6
K01008	171.36
K01011	20.79
K01012	199.52
K01023	150.11
K01026	2.79
K01027	0
K01028	1.75
K01029	1.95
K01031	0
K01032	0
K01034	6.77
K01035	6.77
K01039	0.91
K01040	0.91
K01042	169.56
K01046	0.95
K01048	2.64
K01051	0.47
K01053	1.1
K01055	0
K01056	289.2
K01057	14.11
K01058	166.24
K01060	13.06
K01061	1.27
K01066	5.48
K01067	0.4
K01069	8.71
K01070	14.71
K01071	89.19
K01073	0
K01075	0.83
K01077	3.92
K01078	0
K01079	255.44
K01081	85.83
K01082	174.28
K01083	2.33
K01085	1.72
K01086	0.5
K01087	8.25
K01089	139.41
K01090	108.16
K01091	451.24
K01092	236.05
K01093	0
K01095	168.29
K01096	2.67
K01101	29.97
K01104	332.3
K01113	0.52
K01114	0.5
K01117	0
K01118	69.3
K01119	76.33
K01120	0
K01121	0.75
K01126	129.11
K01129	25.46
K01130	0.79
K01133	0
K01134	0
K01135	0
K01136	0.16
K01137	0
K01138	0.7
K01139	94.24
K01141	3.17
K01142	297.37
K01144	2.27
K01146	0
K01147	8.17
K01150	34.38
K01151	41.88
K01153	355.14
K01154	420.56
K01155	13.71
K01156	111.92
K01158	0
K01159	191.25
K01160	0.9
K01163	32.45
K01165	0
K01166	2.67
K01167	0.5
K01169	0
K01173	138.75
K01174	0.5
K01175	2.67
K01176	37.11
K01178	0
K01179	8.5
K01181	1.61
K01182	19.26
K01183	1
K01184	0
K01185	4.1
K01186	33.99
K01187	34.07
K01188	0
K01190	41.31
K01191	71.95
K01192	2.63
K01193	159.67
K01194	0.33
K01195	63.65
K01197	3.47
K01198	4.94
K01200	97.15
K01201	3.26
K01205	0
K01206	16.83
K01207	233.06
K01208	1.49
K01209	3.51
K01210	0
K01212	0.25
K01215	90.33
K01216	0
K01218	1.53
K01219	0
K01220	77.09
K01222	74.55
K01223	392.15
K01224	1.73
K01226	85.4
K01227	8.24
K01232	6.87
K01233	0
K01235	0.47
K01236	4.21
K01239	21.17
K01241	8.75
K01243	178.57
K01246	120.27
K01247	3.25
K01250	0.03
K01251	11.61
K01252	0
K01253	0
K01255	184.75
K01256	44.18
K01258	128.43
K01259	12.5
K01261	89.19
K01262	274.04
K01263	0
K01264	0
K01265	297.2
K01266	0.95
K01267	16.56
K01269	0.75
K01270	174.23
K01271	100.56
K01273	3.76
K01274	67.63
K01277	0.75
K01278	7.82
K01281	77.78
K01283	0
K01284	20.68
K01286	8.97
K01295	3.6
K01297	6.27
K01299	1.53
K01301	0.27
K01303	1.02
K01304	91.09
K01305	12.42
K01308	0
K01318	0
K01322	18.93
K01338	184.67
K01342	0.5
K01347	6.38
K01354	16.17
K01355	0
K01356	47.88
K01358	300.74
K01361	69.04
K01372	100.2
K01387	0
K01390	6.44
K01392	0
K01399	0
K01400	0
K01401	0
K01406	0
K01407	1.18
K01409	283.14
K01414	5.18
K01415	0
K01417	0
K01419	182.51
K01420	227.61
K01421	104.93
K01424	294.84
K01425	2.15
K01426	93.38
K01427	0
K01428	11.2
K01429	10.38
K01430	10.38
K01432	0
K01433	170.07
K01434	1.04
K01436	37.13
K01438	4.26
K01439	272.39
K01440	0
K01442	3.23
K01443	109.37
K01444	2.62
K01446	5.63
K01447	5.9
K01448	273.01
K01449	2.3
K01451	100.17
K01452	0
K01453	10.33
K01455	0
K01457	0.59
K01458	0
K01460	0
K01461	0
K01462	372.33
K01464	4.55
K01465	418.41
K01466	0
K01467	77.8
K01468	6.17
K01469	0
K01470	1.37
K01471	0
K01473	0
K01474	0
K01476	0.83
K01477	0
K01478	75.64
K01479	2.65
K01480	7.73
K01482	0.2
K01483	0.2
K01484	0
K01485	12.74
K01486	22.54
K01487	1.22
K01488	81.63
K01489	114.51
K01491	280.95
K01492	0.86
K01493	100.2
K01494	181.25
K01495	263.37
K01496	14.1
K01497	148.49
K01499	0
K01501	107.98
K01502	0.33
K01505	77.36
K01507	246.31
K01512	104.36
K01515	113.77
K01518	0.2
K01520	114.51
K01521	0
K01523	14.43
K01524	373.67
K01525	5.17
K01531	16.07
K01533	224.38
K01534	121.53
K01535	0
K01537	94.9600000000001
K01545	0
K01546	142.61
K01547	88.06
K01548	72.64
K01551	4.04
K01555	3
K01556	0.6
K01560	16.76
K01561	0.09
K01563	0
K01567	0.9
K01568	0.25
K01569	0
K01571	61.49
K01572	17.65
K01573	4.29
K01574	0
K01575	97.84
K01576	0
K01577	0
K01578	0
K01579	125
K01580	1.12
K01581	5.11
K01582	60.8
K01583	3.3
K01584	0.66
K01585	169.51
K01586	282.14
K01588	280.59
K01589	108.66
K01590	0.16
K01591	279.59
K01593	0
K01594	0
K01595	92.18
K01596	20.29
K01597	92.23
K01598	79.53
K01599	194.92
K01601	0.5
K01602	0
K01607	130.08
K01608	0
K01609	193.05
K01610	184.19
K01611	4.16
K01613	336.06
K01615	3.63
K01616	8.25
K01617	0
K01619	126.2
K01620	71.53
K01621	6.15
K01622	0
K01623	5.66
K01624	284.61
K01625	110.71
K01626	329.49
K01627	173.56
K01628	43.31
K01629	0.62
K01630	6.42
K01631	0
K01633	167.81
K01635	143.02
K01637	0.5
K01638	0.5
K01639	22.23
K01640	4
K01641	89.4
K01643	5.94
K01644	25.7
K01646	5.94
K01647	245.98
K01649	301.26
K01652	285.3
K01653	258.9
K01654	53.34
K01655	0
K01657	190.14
K01658	85.83
K01659	3.1
K01661	21.65
K01662	196.59
K01664	141.05
K01665	33.11
K01666	2.01
K01667	5.55
K01668	1.75
K01669	15.91
K01671	0
K01673	278.28
K01674	4.51
K01676	5.16
K01677	7.32
K01678	7.32
K01679	204.87
K01681	86.9
K01682	164.25
K01683	0
K01684	0.2
K01685	19.01
K01686	80.75
K01687	260.48
K01689	282.15
K01690	2.5
K01692	9.5
K01693	46.87
K01695	190.47
K01696	275.67
K01697	12.36
K01698	183.01
K01699	0.7
K01703	248.89
K01704	251.19
K01706	0.4
K01707	0
K01708	0.2
K01709	11.13
K01710	250.64
K01711	102.56
K01712	4.57
K01713	0.86
K01714	459.15
K01715	5.47
K01716	2.67
K01719	174.13
K01720	0.54
K01721	0
K01724	0.77
K01725	0.5
K01727	9.86
K01728	0.25
K01729	0
K01730	0
K01733	289.25
K01734	19.45
K01735	276.64
K01736	280.95
K01737	181.33
K01738	291.25
K01739	79.29
K01740	182.42
K01744	212.42
K01745	22.16
K01746	1.13
K01749	182.94
K01750	28.16
K01751	2.97
K01752	335.9
K01753	3.13
K01754	276.3
K01755	269.04
K01756	428.01
K01758	0.2
K01759	168.14
K01760	173.39
K01761	4.47
K01766	2.67
K01768	14.64
K01770	26.35
K01771	0
K01772	344.9
K01775	284.54
K01776	281.08
K01777	0.35
K01778	183.15
K01779	189.88
K01781	0
K01782	0
K01783	295.75
K01784	353.11
K01785	110.51
K01787	2.41
K01788	105.4
K01790	223.8
K01791	28.31
K01792	12.35
K01795	0
K01796	0
K01799	0.33
K01800	0
K01801	0
K01802	167.11
K01803	297.95
K01804	3.28
K01805	12.76
K01807	95.63
K01808	197.98
K01809	118.12
K01810	282.95
K01811	1.48
K01812	78.41
K01813	0.97
K01814	177.23
K01815	1.63
K01816	1.54
K01817	259.87
K01818	6.47
K01819	158.77
K01820	0.33
K01821	341.67
K01823	100.56
K01825	0
K01826	0.5
K01829	0.73
K01834	113.22
K01835	117.66
K01838	19.7
K01839	94.13
K01840	40.34
K01841	9.14
K01843	5.85
K01844	0.75
K01845	184.43
K01846	4.57
K01847	23.22
K01848	2.11
K01849	2.11
K01850	0
K01851	0
K01854	116.41
K01856	0
K01857	15.5
K01858	11.83
K01866	281.35
K01867	280.95
K01868	280.95
K01869	281.45
K01870	281.45
K01872	284.89
K01873	281.28
K01874	280.95
K01875	281.3
K01876	282.62
K01878	259.94
K01879	259.94
K01880	21.01
K01881	281.3
K01883	280.95
K01884	2.08
K01885	375.51
K01886	14.88
K01887	281.15
K01889	280.95
K01890	280.95
K01892	280.95
K01893	101.2
K01894	12.83
K01895	145.18
K01896	0
K01897	95.62
K01902	180.65
K01903	170.32
K01905	0
K01906	8.5
K01907	0
K01908	0.59
K01910	8.77
K01911	21.65
K01912	10.75
K01914	81.98
K01915	299.8
K01916	271.9
K01918	134.55
K01919	86.74
K01920	2.9
K01921	282.91
K01922	79.53
K01923	285.07
K01924	281.81
K01925	281.15
K01926	98.4
K01928	298.69
K01929	280.95
K01933	280.59
K01934	129.53
K01935	179.03
K01937	266.73
K01938	124.84
K01939	270.62
K01940	268.88
K01941	0
K01945	280.59
K01947	2
K01950	7.24
K01951	294.77
K01952	649.71
K01953	52.09
K01955	282.84
K01956	279.41
K01958	21.85
K01959	162.37
K01960	163.13
K01961	353.11
K01962	265.32
K01963	273.72
K01965	0.5
K01966	25
K01968	0.5
K01969	0.5
K01971	1.66
K01972	280.95
K01974	0
K01975	1.61
K01989	235.49
K01990	1062.01
K01991	7.17
K01992	926.69
K01993	34.87
K01994	0.11
K01995	256.06
K01996	255.79
K01997	256.51
K01998	256.26
K01999	395.31
K02000	20.68
K02001	1.58
K02002	24.65
K02003	1053.19
K02004	1048.02
K02005	90.09
K02006	34.45
K02007	34.45
K02008	34.45
K02009	30.37
K02010	183.2
K02011	198.71
K02012	210.3
K02013	649.21
K02014	350.85
K02015	818.2
K02016	597.67
K02017	169.73
K02018	200.18
K02019	39.83
K02020	204.32
K02021	0
K02022	0.5
K02024	0
K02025	153.28
K02026	148.08
K02027	156.01
K02028	692.19
K02029	893.5
K02030	967.64
K02031	187.74
K02032	281.21
K02033	305.37
K02034	313.8
K02035	428.09
K02036	347.93
K02037	269.65
K02038	269.65
K02039	119.28
K02040	275
K02041	5.27
K02042	9.29
K02043	0.5
K02044	7.77
K02045	2.96
K02046	2.96
K02047	2.96
K02048	3.82
K02049	65.8
K02050	73.74
K02051	76.87
K02052	210.71
K02053	153.34
K02054	167.84
K02055	157.57
K02056	116.18
K02057	222.91
K02058	15.77
K02062	7.94
K02063	10.44
K02064	10.77
K02065	176.52
K02066	177.02
K02067	177.02
K02068	16.87
K02069	18.42
K02071	281.92
K02072	270.79
K02073	733.27
K02074	2.95
K02075	2.95
K02076	11.69
K02077	12.29
K02078	501.26
K02079	0
K02080	0.27
K02081	1.23
K02082	72.16
K02083	2.54
K02086	90.05
K02099	0.7
K02100	0.86
K02103	1.29
K02106	2.14
K02107	2.72
K02108	278.96
K02109	357.06
K02110	279.16
K02111	279.21
K02112	278.96
K02113	110.74
K02114	278.46
K02115	278.96
K02116	4.42
K02117	24.97
K02118	24.97
K02119	19.34
K02120	25.47
K02121	17.78
K02122	21.97
K02123	24.97
K02124	24.97
K02160	264.14
K02164	0
K02167	0
K02168	19.57
K02169	158.57
K02170	2
K02171	1.3
K02172	1.3
K02173	2.85
K02182	0.33
K02188	4.7
K02189	4.7
K02190	4.68
K02191	3.62
K02192	0.97
K02193	5.28
K02194	5.28
K02195	4.53
K02196	3.17
K02197	4.53
K02198	4.53
K02199	5.84
K02200	6.34
K02203	2.97
K02204	3.25
K02205	0
K02217	154.18
K02221	273.73
K02224	15.95
K02225	0
K02226	6.31
K02227	15.7
K02228	8
K02229	8
K02230	10.08
K02231	15.88
K02232	15.95
K02233	16.94
K02234	0
K02236	87.81
K02237	277.05
K02238	222.17
K02240	90.65
K02241	6.39
K02242	252.79
K02243	89.3
K02244	89.19
K02245	86.41
K02246	78.03
K02248	89.99
K02250	0
K02251	0.75
K02255	0
K02258	0.5
K02259	11.35
K02274	11.35
K02275	11.35
K02276	13.95
K02277	1.49
K02278	1.38
K02279	3.89
K02280	2.54
K02281	0
K02282	3.4
K02283	22.48
K02291	6.18
K02297	0
K02298	0
K02299	0
K02300	0
K02302	10.29
K02303	1.03
K02304	4.4
K02305	0.75
K02313	281.2
K02314	292.91
K02315	3.43
K02316	282.2
K02317	0
K02334	160.5
K02335	281.9
K02336	2
K02337	284.27
K02338	192.42
K02339	5.17
K02340	280.95
K02341	207.2
K02342	247.17
K02343	283.95
K02344	2.67
K02345	0
K02346	136.45
K02347	0
K02348	99.87
K02351	0
K02352	0
K02355	293.69
K02356	280.95
K02357	280.95
K02358	286.59
K02361	12.16
K02362	0
K02363	0
K02364	0
K02371	97.7
K02372	269.24
K02377	115.53
K02379	142.04
K02380	3.92
K02381	0
K02383	3
K02385	8.12
K02386	93.27
K02387	170.05
K02388	170.05
K02389	169.92
K02390	247.2
K02391	0.5
K02392	337.71
K02393	163.09
K02394	163.09
K02395	4.99
K02396	170.05
K02397	169.92
K02398	6.73
K02399	0
K02400	172.05
K02401	180.06
K02402	0.5
K02403	0.5
K02404	167.46
K02405	170.04
K02406	503.02
K02407	170.05
K02408	170.05
K02409	170.05
K02410	173.05
K02411	155.09
K02412	170.05
K02413	8.62
K02414	3.91
K02415	170.07
K02416	170.05
K02417	331.63
K02418	8.29
K02419	170.05
K02420	170.05
K02421	169.7
K02422	170.4
K02423	0.5
K02424	196.69
K02425	0
K02426	6.59
K02427	8.17
K02428	271.06
K02429	82.51
K02430	2.17
K02431	7.67
K02433	274.52
K02434	276.52
K02435	274.27
K02436	0.8
K02437	43.43
K02438	26.12
K02439	2.67
K02440	249.45
K02441	1.74
K02443	1.49
K02444	15.38
K02445	30.33
K02446	12.8
K02448	0
K02450	0
K02451	0
K02452	0.5
K02453	172.67
K02454	167.61
K02455	164.98
K02456	232.25
K02457	0.5
K02458	0.5
K02459	0.5
K02460	0.5
K02461	0.5
K02462	0.5
K02463	0.5
K02464	87.36
K02466	0.5
K02467	0
K02468	0.5
K02469	286.97
K02470	287.17
K02471	18.99
K02472	8.3
K02473	1.7
K02474	31.24
K02475	7.01
K02476	7.01
K02477	9.14
K02478	4.63
K02479	0.75
K02480	2
K02481	116.61
K02482	26.62
K02483	468.81
K02484	559.53
K02485	0
K02486	0
K02487	1.18
K02488	0
K02490	0.75
K02492	184.52
K02493	280.95
K02494	5.17
K02495	466.96
K02496	5.17
K02497	0
K02498	5.17
K02499	18.65
K02500	329.52
K02501	329.77
K02502	8.44
K02503	266.66
K02504	2.67
K02505	2.67
K02506	2.67
K02507	2.67
K02508	0.5
K02509	3.25
K02510	0.9
K02511	0
K02517	191.04
K02518	280.95
K02519	281.2
K02520	280.95
K02521	2.67
K02523	174.45
K02525	0.2
K02526	3.94
K02527	172.31
K02528	283.7
K02529	332.36
K02530	78.3
K02531	67.95
K02532	2.06
K02533	5.5
K02535	169.65
K02536	177.05
K02538	0.97
K02548	25.89
K02549	17.74
K02550	0
K02551	21.65
K02552	9.49
K02553	3.47
K02554	2
K02556	181.23
K02557	349.26
K02558	8.33
K02560	2.67
K02562	0.5
K02563	281.2
K02564	112.62
K02565	0.5
K02566	139.13
K02567	165.04
K02568	165.04
K02569	28.97
K02570	55.18
K02571	0.5
K02572	29.08
K02573	191.02
K02574	192.16
K02575	3.15
K02584	7.65
K02585	3.76
K02586	6.24
K02587	3.58
K02588	9.55
K02589	2.2
K02590	2.2
K02591	5.24
K02592	2.09
K02593	0.09
K02594	1.59
K02595	0.09
K02596	0.18
K02597	0.09
K02598	3.36
K02600	280.95
K02601	284.15
K02609	0
K02610	0
K02611	0
K02612	0
K02613	3
K02614	77.5
K02615	0
K02616	0
K02617	0
K02618	0.27
K02619	39.78
K02621	101.38
K02622	101.38
K02623	0
K02624	0.25
K02625	0.52
K02626	0
K02635	0
K02636	0.75
K02647	6.72
K02650	4.24
K02651	2.54
K02652	9.93
K02653	10.01
K02654	176.88
K02655	4.5
K02656	5.17
K02657	0.5
K02658	0.5
K02659	0.5
K02660	0.5
K02661	0
K02662	3.22
K02663	3.8
K02664	3.25
K02665	2.5
K02666	6.34
K02667	0.75
K02668	0.75
K02669	58.82
K02670	5
K02671	2.5
K02672	2.5
K02673	2.5
K02674	2.77
K02676	2.5
K02679	2.67
K02680	2.67
K02681	2.67
K02682	2.67
K02686	3.42
K02687	264.52
K02688	1.3
K02742	2.67
K02744	13.3
K02745	10.18
K02746	10.18
K02747	10.06
K02750	3.7
K02753	0
K02755	1
K02756	0
K02757	115.24
K02759	169.48
K02760	191.56
K02761	211.9
K02763	0.86
K02765	4.21
K02768	7.22
K02769	3.19
K02770	121.57
K02771	0.5
K02773	33.69
K02774	33.69
K02775	33.58
K02777	30.92
K02778	0
K02779	152.6
K02781	15.57
K02782	0
K02783	8.08
K02784	5.42
K02786	74.24
K02788	77.29
K02791	17.24
K02793	83.63
K02794	189.25
K02795	177.56
K02796	174.64
K02798	7.08
K02800	11.44
K02802	0.92
K02803	5.79
K02804	14.5
K02805	1.47
K02806	20.69
K02808	0
K02810	100.95
K02812	0
K02813	0
K02814	0.86
K02815	0
K02819	84.75
K02821	87.35
K02822	160.94
K02823	80.71
K02824	119.65
K02825	113.21
K02826	0
K02827	0
K02828	0
K02829	0
K02834	146.63
K02835	280.95
K02836	280.45
K02837	108.97
K02838	280.95
K02839	2.2
K02840	0
K02841	160.25
K02843	173.81
K02844	20.15
K02846	0
K02847	3.02
K02848	0
K02849	19.65
K02850	1.5
K02851	104.12
K02852	1.18
K02853	1.18
K02854	0
K02855	0
K02856	0.33
K02858	1.59
K02859	12.16
K02860	280.95
K02862	0
K02863	280.95
K02864	280.95
K02867	280.95
K02871	280.95
K02874	280.95
K02876	279.2
K02878	279.2
K02879	280.95
K02881	280.95
K02884	280.95
K02886	280.95
K02887	280.95
K02888	280.95
K02890	280.95
K02892	280.95
K02895	280.95
K02897	199.97
K02899	280.95
K02902	283.96
K02904	280.95
K02906	280.95
K02907	118.58
K02909	287.64
K02911	271.28
K02913	354.41
K02914	269.89
K02916	280.95
K02919	133.19
K02926	280.95
K02927	0
K02931	280.95
K02933	280.95
K02935	280.95
K02939	280.95
K02945	279.75
K02946	280.45
K02948	279.2
K02950	280.95
K02952	280.95
K02954	353.79
K02956	280.95
K02959	280.95
K02961	280.95
K02963	280.95
K02965	280.95
K02967	280.95
K02968	280.95
K02970	266.68
K02972	0
K02982	280.95
K02986	280.95
K02988	280.95
K02990	280.95
K02992	280.95
K02994	280.95
K02996	280.95
K03040	281.45
K03043	270.62
K03046	270.62
K03048	91.41
K03060	142.59
K03070	296.62
K03071	5.67
K03072	187.06
K03073	185.39
K03074	187.06
K03075	244.58
K03076	287.82
K03077	1.21
K03078	2.18
K03079	0.2
K03086	295.46
K03087	8.25
K03088	186.3
K03089	5.17
K03090	0.82
K03091	14.64
K03092	186.01
K03093	0.89
K03095	88.39
K03098	138.18
K03100	433.26
K03101	287.24
K03106	280.95
K03110	281.15
K03111	419.22
K03112	0
K03113	6.43
K03116	188.98
K03117	117.69
K03118	183.7
K03119	0
K03146	0.5
K03147	169.43
K03148	163.37
K03149	177.91
K03150	169.69
