function.	air_9
K00349	14.35
K00350	14.35
K00351	14.35
K00354	0
K00355	30.11
K00356	12.49
K00360	1
K00362	342.15
K00363	342.12
K00364	370.92
K00365	1.83
K00366	1.7
K00367	3
K00368	81.18
K00370	372.28
K00371	373.37
K00372	15.89
K00373	158.86
K00374	373.37
K00375	573.74
K00376	10.87
K00380	352.3
K00381	125.39
K00382	1349.7
K00383	99.97
K00384	1271.33
K00385	0.5
K00387	0
K00389	146.84
K00390	270.7
K00392	150.56
K00394	0.5
K00395	0.5
K00404	19.54
K00405	18.46
K00406	45.69
K00407	17.54
K00410	1.13
K00411	19.17
K00412	18.17
K00413	17.84
K00423	3
K00425	476.02
K00426	546.58
K00427	2.49
K00428	72.77
K00432	788.91
K00433	23.98
K00435	0
K00436	3.21
K00441	0
K00446	37.87
K00448	133.67
K00449	138.12
K00450	128.48
K00451	28.66
K00452	8.88
K00453	18.89
K00455	3.54
K00456	0
K00457	161.26
K00459	579.66
K00462	0.5
K00464	0
K00466	0.7
K00467	2.5
K00471	0
K00472	8.07
K00476	0.17
K00477	1.46
K00479	11.01
K00480	143.65
K00481	132.84
K00483	2.09
K00484	10.96
K00486	8.68
K00491	320.11
K00493	1
K00496	11.7
K00499	0.4
K00500	16.96
K00504	0
K00505	2
K00507	11.71
K00508	85.21
K00510	193.97
K00514	0
K00517	50.93
K00518	1
K00520	122.32
K00523	8.97
K00525	641.45
K00526	689.93
K00527	437.15
K00528	351.75
K00529	59.32
K00531	0
K00532	0
K00533	0
K00534	0
K00537	605.34
K00543	0
K00544	0.83
K00547	345.51
K00548	233.42
K00549	699.85
K00554	606.33
K00556	14.91
K00557	13.78
K00558	102.45
K00560	602.67
K00561	4.58
K00563	232.6
K00564	272.75
K00566	606.33
K00567	605.59
K00568	32.6
K00569	1.16
K00570	5.4
K00571	400.95
K00573	56.58
K00574	370.09
K00575	34.41
K00577	0
K00584	0
K00587	0
K00588	3
K00590	0
K00594	1.33
K00595	180.91
K00596	1.08
K00598	16.31
K00600	608.36
K00602	604.83
K00603	0.2
K00604	615.2
K00605	438.66
K00606	452.32
K00608	0
K00609	599.67
K00610	6.38
K00611	768.03
K00612	4.48
K00613	0.2
K00615	678.45
K00616	583.24
K00619	3.99
K00620	459.24
K00621	0
K00624	1.35
K00625	368.63
K00626	1006.69
K00627	530.8
K00631	11.05
K00632	255.36
K00633	1.78
K00634	90.62
K00635	1
K00638	10.66
K00639	362.72
K00640	627
K00641	689.64
K00643	13.23
K00645	415.75
K00646	0
K00647	51.3
K00648	488.47
K00651	45.05
K00652	332.31
K00655	638.73
K00656	461.62
K00657	124.74
K00658	584.91
K00661	220.72
K00662	2
K00663	3.33
K00666	707.14
K00672	0.7
K00673	7.97
K00674	665.23
K00675	14.02
K00677	43.73
K00680	755.88
K00681	496.28
K00683	116.87
K00684	36.78
K00685	15.44
K00686	0
K00687	248.88
K00688	454.29
K00689	13.99
K00690	17.93
K00691	15.44
K00692	4
K00693	3
K00694	8.97
K00695	0
K00696	0.2
K00697	207.77
K00698	0
K00700	268.16
K00701	0
K00702	1
K00703	90.9
K00705	259.95
K00709	0
K00712	617.37
K00713	0
K00720	0.4
K00721	244.55
K00728	0
K00737	0
K00745	0
K00748	43.73
K00752	5.86
K00754	387.75
K00756	352.26
K00757	32.02
K00758	70.96
K00759	599.49
K00760	602.84
K00761	606.61
K00762	597.34
K00763	591.8
K00764	604.33
K00765	480.48
K00766	584.48
K00767	223.78
K00768	218.11
K00769	15.05
K00772	5.52
K00773	604.33
K00782	104.59
K00783	405.25
K00784	400.42
K00785	7.43
K00786	5.54
K00788	590.84
K00789	608.79
K00790	971.93
K00791	606.33
K00793	579.75
K00794	585
K00795	29.69
K00796	779.68
K00797	67.73
K00798	209.24
K00799	150.92
K00800	605.16
K00801	0.33
K00803	7.56
K00805	530.26
K00806	607.53
K00808	1.2
K00809	22.17
K00812	63.27
K00813	13.45
K00817	1078.49
K00818	240.74
K00819	483.15
K00820	619.55
K00821	26.9
K00822	10.49
K00823	312.36
K00824	334.1
K00826	640.96
K00830	6.11
K00831	261.87
K00832	18.7
K00833	459.02
K00835	4.02
K00836	16.25
K00839	5.75
K00840	1.24
K00841	375.54
K00842	0.67
K00844	1
K00845	793.28
K00847	407.45
K00848	15.57
K00849	290.58
K00850	588.84
K00851	660.39
K00852	745.87
K00853	248.42
K00854	255.01
K00855	3.94
K00856	5.21
K00857	407.09
K00858	607.33
K00859	606.33
K00860	101.01
K00862	2
K00863	27.09
K00864	590.06
K00865	925.600000000001
K00867	248.54
K00868	697.09
K00869	368.66
K00870	0
K00872	583.41
K00873	743.19
K00874	153.62
K00875	3
K00876	418.05
K00878	495.11
K00879	2.93
K00880	6.52
K00881	1.77
K00882	690.75
K00883	14.17
K00884	7.11
K00885	5.98
K00886	199.29
K00887	148.54
K00891	595.42
K00892	0.24
K00895	1.33
K00897	16.64
K00899	1.33
K00901	251.55
K00906	4.19
K00912	43.98
K00917	357.05
K00918	0
K00919	561.5
K00924	23.42
K00925	588.78
K00926	529.25
K00927	606.33
K00928	917.180000000001
K00929	19.2
K00930	478.19
K00931	275.26
K00932	0.24
K00936	358.21
K00937	159.67
K00938	353.99
K00939	608.33
K00940	597.25
K00941	422.8
K00942	606.33
K00943	589.33
K00945	601.07
K00946	242.27
K00947	0
K00948	649.35
K00949	377.39
K00950	574.38
K00951	608.96
K00952	0
K00954	606.33
K00955	14.57
K00956	169.35
K00957	183.71
K00958	92.91
K00960	0
K00962	606.33
K00963	646.34
K00965	147.33
K00966	196.05
K00968	1
K00969	811.85
K00970	225.9
K00971	31.03
K00972	212.85
K00973	286.64
K00974	382.93
K00975	302.42
K00978	1.28
K00979	43.74
K00980	352.37
K00981	614.79
K00982	225.26
K00983	11.34
K00984	0.13
K00986	4
K00988	0
K00989	224.98
K00990	216.56
K00991	668.59
K00992	21.04
K00995	803.04
K00996	8.27
K00997	576.66
K00998	8.85
K00999	0
K01000	607.33
K01002	6.32
K01003	1.2
K01004	4.7
K01006	147.31
K01007	75.84
K01008	28.84
K01011	576.2
K01012	616.53
K01014	0
K01015	0.33
K01023	1.52
K01026	6.2
K01027	3
K01028	291.16
K01029	175.3
K01031	12.63
K01032	14.13
K01034	20.49
K01035	20.49
K01039	4.49
K01040	3.49
K01042	28.47
K01046	865.9
K01048	17.18
K01051	25.74
K01053	30.77
K01055	145.36
K01056	796.88
K01057	233.86
K01058	11.18
K01060	17.03
K01061	45.55
K01066	177.55
K01067	6.25
K01069	155.87
K01070	24.98
K01071	42.28
K01073	1.5
K01075	8.83
K01077	502.23
K01078	3.85
K01079	259.06
K01081	193.94
K01082	221.75
K01083	22.49
K01085	1.76
K01086	0.5
K01087	211.46
K01089	24.19
K01090	523.32
K01091	553.82
K01092	1021.33
K01093	7.74
K01095	21.86
K01096	8.98
K01101	25.69
K01104	1525.2
K01113	190.29
K01114	317.85
K01115	0
K01117	0
K01118	364.82
K01119	35.91
K01120	3
K01121	0
K01126	1829.62
K01128	0
K01129	242.95
K01130	154.97
K01133	3.52
K01135	0
K01137	0
K01138	7.63
K01139	110.96
K01141	11.3
K01142	515.92
K01143	0
K01144	13.54
K01146	0.24
K01147	15.66
K01150	0.44
K01151	326.71
K01153	706.44
K01154	753.8
K01155	21.66
K01156	112.14
K01158	0
K01159	244.07
K01160	39.57
K01163	0.5
K01166	16.44
K01167	2.25
K01169	0.24
K01173	18.75
K01174	552.33
K01175	8.85
K01176	79.95
K01178	1.5
K01179	21.44
K01181	21.65
K01182	2
K01183	227.8
K01184	1.5
K01185	12.32
K01186	104.49
K01187	366.77
K01190	67.16
K01191	13.88
K01192	13.99
K01193	749.11
K01194	18.64
K01195	23.67
K01197	0.2
K01198	11.36
K01200	74.84
K01201	26.5
K01205	8.16
K01206	55.69
K01207	256.36
K01208	116.87
K01209	33.31
K01210	1
K01212	0
K01215	24.38
K01216	0
K01218	12
K01219	0
K01220	362.11
K01222	5.39
K01223	590.33
K01224	20.98
K01226	341.78
K01227	18.83
K01230	0
K01232	1.09
K01233	16.35
K01235	4.49
K01236	138.46
K01239	852.98
K01240	0
K01241	204.04
K01243	544.96
K01246	736.71
K01247	23.62
K01250	221.09
K01251	217.14
K01252	11.19
K01253	1
K01255	582.02
K01256	305.56
K01258	704.45
K01259	408.64
K01261	355.14
K01262	430.25
K01263	0
K01264	0
K01265	831.67
K01266	8.16
K01267	196.9
K01269	0
K01270	28.83
K01271	514.26
K01273	26.02
K01274	230.84
K01277	4.34
K01278	43.83
K01281	38.03
K01283	8
K01284	235.25
K01286	149.52
K01295	26.9
K01297	42.63
K01299	2.33
K01301	0
K01303	2.5
K01304	353.09
K01305	1.94
K01308	0
K01318	457.38
K01322	313.48
K01325	0
K01338	52.89
K01342	0
K01347	10.65
K01350	0
K01354	227.21
K01355	0.11
K01356	563.66
K01358	818.04
K01361	7.6
K01372	138.72
K01387	0
K01389	0.83
K01390	10
K01392	2
K01399	0
K01400	0
K01401	246.55
K01406	4.7
K01407	3.56
K01409	623.33
K01414	18.19
K01415	3
K01416	1
K01417	0.34
K01419	345.9
K01420	191.12
K01421	582.42
K01424	647.7
K01425	164.09
K01426	137.31
K01427	4.95
K01428	502.43
K01429	497.99
K01430	498.99
K01432	2.29
K01433	163.88
K01434	18.42
K01436	307.86
K01437	0
K01438	144.64
K01439	947.640000000001
K01442	397.31
K01443	567.85
K01444	18.5
K01446	217.83
K01447	26.29
K01448	595.22
K01449	0
K01451	293.01
K01452	0
K01453	6.33
K01455	33.29
K01457	9.65
K01458	3.29
K01459	2
K01460	2.32
K01461	1.88
K01462	1183.99
K01464	9.57
K01465	623.76
K01466	9.09
K01467	39.84
K01468	291.01
K01469	5.21
K01470	100.63
K01471	1
K01473	53.45
K01474	53.45
K01476	256.96
K01477	6.65
K01478	364.44
K01479	298.42
K01480	28.92
K01482	2.2
K01483	8.76
K01484	7.77
K01485	22.82
K01486	7.78
K01487	18.8
K01488	97.6
K01489	453.52
K01491	610.33
K01492	0.5
K01493	376.73
K01494	244.08
K01495	266.39
K01496	215.58
K01497	29.32
K01499	0.7
K01501	11.72
K01502	1.5
K01505	7.54
K01507	263.76
K01512	566.7
K01515	581.18
K01518	0.2
K01520	501.69
K01521	1.32
K01523	217.23
K01524	573.99
K01525	17.86
K01531	31.25
K01533	260.51
K01534	195.22
K01535	0
K01537	56.43
K01539	0
K01545	0.9
K01546	324.12
K01547	324.12
K01548	324.12
K01551	32.91
K01555	30.41
K01556	16.64
K01560	252.7
K01561	6.62
K01563	5.83
K01567	0
K01568	0
K01569	1
K01571	51.3
K01572	8.37
K01573	7.37
K01574	4.33
K01575	681.85
K01576	3.48
K01577	1.81
K01578	8.11
K01579	415.15
K01580	6.71
K01581	86.09
K01582	215.74
K01583	10
K01584	6.81
K01585	24.64
K01586	994.520000000001
K01588	604.33
K01589	601.91
K01590	1.17
K01591	596.34
K01593	2
K01594	0
K01595	263.02
K01596	203.09
K01597	368.66
K01598	36.03
K01599	570.18
K01601	4.46
K01602	3.5
K01607	266
K01608	3.39
K01609	577.27
K01610	372.8
K01611	14.26
K01613	43.31
K01615	0.5
K01616	194.05
K01617	3.78
K01619	866.32
K01620	354.28
K01621	10.68
K01622	0
K01623	333.44
K01624	603.05
K01625	182.22
K01626	438.62
K01627	44.06
K01628	18.01
K01629	3.24
K01630	5.2
K01631	12.37
K01633	572.1
K01635	463.75
K01637	187.12
K01638	162.77
K01639	469.66
K01640	76.04
K01641	366.65
K01643	6.51
K01644	248.77
K01646	6.51
K01647	694.75
K01649	809.81
K01652	995.91
K01653	364.41
K01654	10.91
K01655	0
K01657	580.87
K01658	784.66
K01659	181.74
K01661	543.46
K01662	251.16
K01664	127.94
K01665	361.42
K01666	63.45
K01667	17.21
K01668	3.75
K01669	470.58
K01671	0.24
K01673	349.95
K01674	9.92
K01676	28.35
K01677	0.96
K01678	0.88
K01679	569.62
K01681	591.91
K01682	28.45
K01683	0
K01684	141.18
K01685	21.81
K01686	41.69
K01687	613.38
K01689	609.24
K01690	17.32
K01692	160.07
K01693	453.51
K01695	584.75
K01696	606.91
K01697	75.32
K01698	561.01
K01699	0.13
K01702	4.5
K01703	577.28
K01704	587.66
K01706	4.74
K01707	35.2
K01708	2.57
K01709	1.28
K01710	334.92
K01711	12.86
K01712	292.38
K01713	2.08
K01714	918.51
K01715	40.62
K01716	19.82
K01719	389.41
K01720	179.65
K01721	3.16
K01724	150.45
K01725	2.42
K01727	227.22
K01728	6.08
K01729	5.2
K01730	2
K01732	0
K01733	605.16
K01734	22.89
K01735	607.91
K01736	605.5
K01737	461.92
K01738	893.48
K01739	519.58
K01740	351.52
K01744	264.05
K01745	304.76
K01746	0.5
K01749	562.68
K01750	588.74
K01751	2.2
K01752	1031.94
K01753	6.42
K01754	937.9
K01755	581.51
K01756	611.46
K01758	8.2
K01759	104.14
K01760	371.09
K01761	16.84
K01766	8.43
K01768	156.97
K01769	0
K01770	226.14
K01771	223.51
K01772	583.28
K01775	1000.44
K01776	603.37
K01777	1.83
K01778	243.56
K01779	20.04
K01781	1
K01782	22.81
K01783	613.71
K01784	1098.75
K01785	470.4
K01787	0
K01788	516.37
K01790	264.01
K01791	869.940000000001
K01792	182.01
K01795	0.2
K01796	13.15
K01799	13.62
K01800	8.11
K01801	13.38
K01802	221.1
K01803	623.89
K01804	11.9
K01805	17.38
K01807	386.95
K01808	227.46
K01809	868.58
K01810	609.96
K01811	6.74
K01812	160.57
K01813	3.91
K01814	407.03
K01815	17.4
K01816	262.59
K01817	586.07
K01818	12.93
K01819	713.16
K01820	8.33
K01821	377.18
K01822	0
K01823	574.69
K01825	1.44
K01826	18.08
K01829	12
K01834	928.24
K01835	578.37
K01838	15.68
K01839	360.03
K01840	464.59
K01841	1.88
K01843	7.7
K01844	1
K01845	871.92
K01846	0.13
K01847	395.98
K01848	2.02
K01849	1
K01851	0
K01854	221.44
K01856	129.63
K01857	251.66
K01858	192.85
K01865	0.2
K01866	612.66
K01867	608.06
K01868	679.89
K01869	609.67
K01870	607.33
K01872	606.33
K01873	607.33
K01874	607.83
K01875	606.33
K01876	621.31
K01878	71.67
K01879	72.34
K01880	534.66
K01881	607.33
K01883	606.33
K01884	0.5
K01885	447.01
K01886	34.03
K01887	622.67
K01889	606.67
K01890	606.33
K01892	606.5
K01893	386.33
K01894	20.28
K01895	692.19
K01896	0
K01897	895.67
K01902	493.13
K01903	493.13
K01904	0
K01905	0.08
K01906	286.76
K01907	4.2
K01908	13.68
K01909	0
K01910	9.17
K01911	542.97
K01912	69.95
K01914	28.04
K01915	837.44
K01916	581.9
K01918	625.59
K01919	60.36
K01920	21.49
K01921	624.82
K01922	36.03
K01923	606
K01924	611.33
K01925	606.33
K01926	365.39
K01928	295.5
K01929	605.37
K01933	606.16
K01934	389.6
K01935	516.23
K01937	542.62
K01938	444.05
K01939	619.33
K01940	579.6
K01941	6.2
K01945	603.66
K01947	4.6
K01950	21.94
K01951	805.65
K01952	1567.39
K01953	270.07
K01955	604.66
K01956	602.83
K01958	526.23
K01959	0.2
K01960	0.2
K01961	734.820000000001
K01962	407.95
K01963	580.41
K01965	19.62
K01966	437.13
K01968	15.24
K01969	23.53
K01971	37.69
K01972	607.77
K01974	1.86
K01975	135.99
K01989	200.86
K01990	5011.17
K01991	73.7
K01992	4093.69
K01993	38.48
K01994	0
K01995	90.59
K01996	94.09
K01997	97.09
K01998	90.89
K01999	111.06
K02000	33.57
K02001	21.29
K02002	71.72
K02003	2218.47
K02004	1800.26
K02005	347.93
K02006	10.4
K02007	11.4
K02008	10.4
K02009	6.13
K02010	281.17
K02011	319.61
K02012	557.85
K02013	2827.49
K02014	349.48
K02015	5141.15
K02016	4480.17
K02017	347.8
K02018	491.99
K02019	17.52
K02020	497.43
K02021	293.37
K02022	13.56
K02024	3.59
K02025	275.08
K02026	276.32
K02027	299.12
K02028	966.36
K02029	426.01
K02030	1227.64
K02031	541.99
K02032	1806.34
K02033	1453.35
K02034	1523.89
K02035	1954.28
K02036	635.16
K02037	598.97
K02038	599.16
K02039	604.96
K02040	628.75
K02041	375.56
K02042	714.58
K02043	3.32
K02044	464.45
K02045	21.77
K02046	21.52
K02047	21.52
K02048	26.71
K02049	397.77
K02050	319.22
K02051	341.76
K02052	65.63
K02053	33.05
K02054	34.59
K02055	45.94
K02056	256.46
K02057	315.56
K02058	203.09
K02062	7.98
K02063	12.58
K02064	12.58
K02065	62.44
K02066	62.69
K02067	64.19
K02068	327.81
K02069	334.04
K02071	901.27
K02072	901.27
K02073	1132.41
K02074	201.27
K02075	198.77
K02076	325.36
K02077	239.03
K02078	676.35
K02079	0.24
K02080	0.24
K02081	5.95
K02082	118.48
K02083	6.61
K02086	361.39
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	2.87
K02100	4.77
K02103	3.33
K02106	8.67
K02107	14.65
K02108	599.74
K02109	610.77
K02110	600.24
K02111	599.74
K02112	599.74
K02113	373.87
K02114	600.24
K02115	599.74
K02116	133.33
K02117	30.48
K02118	30.48
K02119	25.73
K02120	30.48
K02121	19.65
K02122	30.48
K02123	30.48
K02124	30.48
K02160	732.060000000001
K02164	3.2
K02167	4.44
K02168	212.99
K02169	26.85
K02170	10.92
K02171	216.85
K02172	216.85
K02173	0.24
K02182	2.9
K02188	2.63
K02189	10.61
K02190	2.13
K02191	1.63
K02192	16.08
K02193	20.29
K02194	23.29
K02195	23.29
K02196	14.79
K02197	23.29
K02198	24.37
K02199	28.91
K02200	37.72
K02203	1.2
K02204	19.04
K02205	0.2
K02217	553.91
K02221	582.71
K02224	65.22
K02225	9.23
K02226	22.03
K02227	65.97
K02228	61.59
K02229	166.91
K02230	61.89
K02231	186.19
K02232	65.72
K02233	193.19
K02234	7.48
K02236	361.39
K02237	582.2
K02238	645.65
K02239	0
K02240	362.06
K02241	0
K02242	362.06
K02243	361.39
K02244	361.39
K02245	360.68
K02246	342.64
K02247	0
K02248	38.53
K02249	0
K02250	319.11
K02251	0
K02253	0
K02254	0
K02255	0.24
K02258	13.48
K02259	538.44
K02274	236.08
K02275	227.52
K02276	234.95
K02277	0.08
K02278	17.76
K02279	26.35
K02280	27.23
K02281	10.03
K02282	25.77
K02283	224.6
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	26.32
K02292	0
K02293	0
K02294	0
K02297	17.26
K02298	229.78
K02299	248.48
K02300	229.78
K02302	66.34
K02303	593.89
K02304	328.94
K02305	3.54
K02313	606.33
K02314	615.69
K02315	36.89
K02316	609.33
K02317	0.24
K02334	34.8
K02335	609.66
K02336	0.44
K02337	739.06
K02338	606.33
K02339	28.89
K02340	606.33
K02341	606.33
K02342	1270.1
K02343	612.33
K02344	8.85
K02345	0.24
K02346	620.43
K02347	322.11
K02348	131.43
K02351	9.82
K02352	301.74
K02355	623.44
K02356	607.57
K02357	606.33
K02358	623.86
K02361	219.91
K02362	0.44
K02363	10.19
K02364	3.24
K02371	99.56
K02372	404.37
K02377	12.52
K02379	508.08
K02380	11.26
K02381	1.24
K02383	0
K02385	1
K02386	14.08
K02387	17.08
K02388	18.08
K02389	17.08
K02390	20.08
K02391	16.08
K02392	16.33
K02393	16.08
K02394	19.08
K02395	4.98
K02396	17.08
K02397	13.88
K02398	4.18
K02399	2.6
K02400	17.32
K02401	16.88
K02402	2.45
K02403	2.45
K02404	3.41
K02405	11.18
K02406	33.83
K02407	5.18
K02408	17.08
K02409	17.08
K02410	17.08
K02411	13.88
K02412	17.08
K02413	5.15
K02414	4.05
K02415	17.28
K02416	16.88
K02417	25.78
K02418	9.48
K02419	17.08
K02420	17.08
K02421	17.08
K02422	5.18
K02423	2.95
K02424	347.22
K02425	0.24
K02426	38.23
K02427	28.89
K02428	785.5
K02429	66.26
K02430	2.06
K02431	13.26
K02433	655.85
K02434	581.81
K02435	581.81
K02436	0.11
K02437	441.2
K02438	218.08
K02439	8.18
K02440	476.23
K02441	4.86
K02442	1
K02443	319.6
K02444	54.19
K02445	403.86
K02446	203.78
K02448	3.2
K02450	0.02
K02451	0
K02452	4.27
K02453	10.04
K02454	13.47
K02455	9.62
K02456	12.44
K02457	4.54
K02458	7.74
K02459	5.74
K02460	7.54
K02461	5.54
K02462	5.52
K02463	4.16
K02464	0.02
K02465	0
K02466	2.54
K02467	1.11
K02468	2.54
K02469	609.49
K02470	610.68
K02471	19.38
K02472	319.15
K02473	8.05
K02474	24.17
K02475	123.77
K02476	128.47
K02477	50.9
K02478	3.19
K02479	2
K02480	2.63
K02481	3.33
K02482	1.2
K02483	395.97
K02484	430.56
K02485	1.24
K02486	0.5
K02487	1.36
K02488	7.7
K02490	0
K02491	0
K02492	551.28
K02493	608.19
K02494	17.86
K02495	658.14
K02496	15.49
K02497	106.26
K02498	23.69
K02499	323.94
K02500	479.48
K02501	479.48
K02502	22.53
K02503	411.29
K02504	7.98
K02505	8.48
K02506	7.96
K02507	8.48
K02508	2.04
K02509	42.3
K02510	79.44
K02511	0.09
K02517	250.62
K02518	611.57
K02519	606.33
K02520	606.33
K02521	5.98
K02523	46.56
K02525	2.33
K02526	33.59
K02527	45.81
K02528	606.33
K02529	1410.38
K02530	355.68
K02531	44.02
K02532	85.47
K02533	18.08
K02535	26.06
K02536	60.74
K02538	289.78
K02545	213.85
K02547	212.85
K02548	547.04
K02549	526.79
K02550	0.11
K02551	542.63
K02552	330.91
K02553	142.04
K02554	46.22
K02556	18.69
K02557	48.81
K02558	35.66
K02560	7.98
K02562	4.71
K02563	607.33
K02564	576.77
K02565	3.99
K02566	189.82
K02567	9.86
K02568	9.86
K02569	9.86
K02570	9.86
K02571	3.88
K02572	5.98
K02573	9.98
K02574	9.98
K02575	72.13
K02584	2.02
K02585	1
K02586	1
K02587	1.5
K02588	2
K02589	0
K02590	0
K02591	1
K02592	1
K02593	1
K02594	0
K02595	1
K02596	1
K02597	1
K02598	0.74
K02600	605.66
K02601	606.33
K02609	56.92
K02610	56.92
K02611	56.92
K02612	56.92
K02613	74.59
K02614	70.26
K02615	0.09
K02616	7.25
K02617	11.79
K02618	49.71
K02619	330.47
K02621	407.95
K02622	407.95
K02623	5.28
K02624	139.64
K02625	1.2
K02626	0
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	21.17
K02650	21.59
K02651	42.05
K02652	10.22
K02653	10.22
K02654	180.16
K02655	17.17
K02656	15.79
K02657	3.65
K02658	4.45
K02659	3.45
K02660	3.45
K02661	0.2
K02662	8.27
K02663	8.05
K02664	8.05
K02665	8.05
K02666	8.55
K02667	4.3
K02668	4.3
K02669	9.79
K02670	14.8
K02671	10.45
K02672	10.95
K02673	7.95
K02674	22.95
K02676	8.05
K02679	7.85
K02680	7.98
K02681	7.98
K02682	7.98
K02686	11.06
K02687	408.25
K02688	2.95
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	8.18
K02744	32.59
K02745	14.61
K02746	14.61
K02747	14.61
K02750	375.37
K02753	0.24
K02755	214.51
K02756	0
K02757	374.62
K02759	107.78
K02760	108.91
K02761	140.24
K02763	0
K02765	549.46
K02768	0.73
K02769	0.35
K02770	912.5
K02771	1.5
K02773	259.35
K02774	258.35
K02775	250.43
K02777	370.22
K02778	0
K02779	59.44
K02781	9.25
K02783	11
K02784	10.52
K02786	353.78
K02788	367.78
K02791	292.53
K02793	140.86
K02794	198.04
K02795	198.04
K02796	179.93
K02798	253.45
K02799	1
K02800	286.85
K02802	0.83
K02803	0.75
K02804	359.23
K02805	3.98
K02806	27.89
K02810	799.72
K02812	0.15
K02813	0.15
K02814	0.15
K02815	0.15
K02819	339.12
K02821	412.61
K02822	411.76
K02823	52.2
K02824	375.34
K02825	583.85
K02826	106.26
