function.	GI_5
K01201	2.23
K01205	4.18
K01206	25.08
K01207	35.09
K01208	0
K01209	32.21
K01210	0
K01212	0
K01215	0.02
K01216	0
K01218	13.68
K01219	0
K01220	0.02
K01222	2.7
K01223	8.78
K01224	22.47
K01226	1.82
K01227	0
K01232	3.37
K01233	0.02
K01235	8.7
K01236	19.33
K01239	0.31
K01241	21.5
K01243	23.29
K01246	28.48
K01247	30.33
K01250	0
K01251	32.79
K01252	0
K01253	0
K01255	19.46
K01256	20
K01258	26.96
K01259	19.63
K01261	0
K01262	59.92
K01263	0
K01264	0
K01265	44.16
K01266	19.33
K01267	5.48
K01269	0
K01270	12.8
K01271	1.25
K01273	18.18
K01274	0
K01277	3.67
K01278	5.84
K01281	0
K01283	0
K01284	7.34
K01286	22.34
K01295	26
K01297	35.91
K01299	0.67
K01301	0
K01303	0
K01304	0.81
K01305	1.18
K01308	13.58
K01318	0
K01322	1.5
K01338	62.68
K01342	0
K01347	0
K01354	1.5
K01355	0
K01356	35.23
K01358	50.65
K01361	0.61
K01372	2.17
K01387	0.52
K01390	0
K01392	0
K01399	0
K01400	0
K01401	0
K01406	0
K01407	0
K01409	38.1
K01414	20.67
K01415	0
K01417	0
K01419	19.33
K01420	21.81
K01421	22.64
K01424	34.32
K01425	4.77
K01426	93.3
K01427	0
K01428	4.75
K01429	4
K01430	5.17
K01432	23.33
K01433	19.33
K01434	19.33
K01436	1.24
K01438	45
K01439	21.09
K01440	0
K01442	19.74
K01443	27.43
K01444	0
K01446	0
K01447	20.24
K01448	77.46
K01449	28.97
K01451	86.11
K01452	0
K01453	0
K01455	12.66
K01457	2.67
K01458	20.66
K01460	0
K01461	12.66
K01462	61.37
K01464	6.79
K01465	53.85
K01466	0.5
K01467	3.34
K01468	24.33
K01469	19.33
K01470	10.82
K01471	0
K01473	71.98
K01474	66.64
K01476	20
K01477	0
K01478	2.15
K01479	27.99
K01480	40.35
K01482	0
K01483	0
K01484	0
K01485	13.39
K01486	2.42
K01487	1.19
K01488	16.42
K01489	18.37
K01491	37.85
K01492	0.67
K01493	18.64
K01494	29.3
K01495	17.9
K01496	30
K01497	0
K01499	0
K01501	31.99
K01502	0
K01505	0
K01507	29.41
K01512	24.85
K01515	37.34
K01518	0
K01520	33.95
K01521	4
K01523	21
K01524	27.59
K01525	19.33
K01531	15.52
K01533	7.67
K01534	37.02
K01535	0
K01537	32.81
K01545	0
K01546	21.65
K01547	21.65
K01548	21.65
K01551	1.53
K01555	23.33
K01556	15.33
K01560	14.88
K01561	31.99
K01563	0
K01567	18.76
K01568	0
K01569	0.21
K01571	14.62
K01572	29.34
K01573	2.17
K01574	4.91
K01575	0
K01576	0
K01577	0
K01578	19.33
K01579	22.54
K01580	16.49
K01581	0
K01582	8.44
K01583	8.45
K01584	23.33
K01585	4.46
K01586	38.89
K01588	37.85
K01589	19.33
K01590	0.78
K01591	37.85
K01593	0
K01594	0
K01595	19.44
K01596	28.45
K01597	0
K01598	0.79
K01599	29.65
K01601	16.66
K01602	0
K01607	71.37
K01608	0
K01609	36.5
K01610	7.69
K01611	10.31
K01613	25.79
K01615	0
K01616	0
K01617	12.66
K01619	14.01
K01620	34.96
K01621	4.5
K01622	0
K01623	0.69
K01624	38.2
K01625	36.69
K01626	43.62
K01627	22.17
K01628	32
K01629	0.02
K01630	19.33
K01631	4
K01633	31.33
K01635	0
K01637	15.33
K01638	19.33
K01639	4.62
K01640	68.66
K01641	0
K01643	0.02
K01644	87.33
K01646	0.02
K01647	74.45
K01649	52.86
K01652	209.3
K01653	42.02
K01654	0.61
K01655	0
K01657	35.83
K01658	37.08
K01659	19.33
K01661	3.51
K01662	43.24
K01664	1.32
K01665	24.99
K01666	1.71
K01667	3.79
K01668	0
K01669	4
K01671	0
K01673	38.56
K01674	0
K01676	30.34
K01677	33.4
K01678	26.73
K01679	20.83
K01681	84.91
K01682	19.33
K01683	4
K01684	16.69
K01685	20.87
K01686	16.8
K01687	122.44
K01689	42.77
K01690	0
K01692	116.64
K01693	33.87
K01695	35.95
K01696	37.2
K01697	0
K01698	25.6
K01699	0
K01703	100.19
K01704	112.85
K01706	0
K01707	6.67
K01708	6.67
K01709	9.12
K01710	43.42
K01711	18.29
K01712	7.67
K01713	4
K01714	145.56
K01715	36.12
K01716	0
K01719	23
K01720	23.33
K01721	0
K01724	19.33
K01725	2.67
K01727	0
K01728	6.69
K01729	0
K01730	8.33
K01733	37.86
K01734	28.34
K01735	38.73
K01736	37.85
K01737	25.67
K01738	24.9
K01739	9.71
K01740	71.37
K01744	3.44
K01745	7.67
K01746	0
K01749	21.85
K01750	53.54
K01751	14.26
K01752	34.87
K01753	23.33
K01754	96.38
K01755	61.18
K01756	41.85
K01758	0
K01759	50.6
K01760	73.44
K01761	1.13
K01766	0
K01768	0
K01770	37.85
K01771	0.69
K01772	20.83
K01775	38.97
K01776	17.87
K01777	0
K01778	37.6
K01779	45.7
K01781	0
K01782	15.33
K01783	39.12
K01784	59.94
K01785	24.3
K01787	11.17
K01788	1.11
K01790	31.27
K01791	18.66
K01792	0.67
K01795	0
K01796	15.33
K01799	49.32
K01800	19.33
K01801	35.99
K01802	2.96
K01803	37.85
K01804	13.62
K01805	10.64
K01807	21.23
K01808	20.04
K01809	34.97
K01810	47.18
K01811	10.86
K01812	15.98
K01813	9.85
K01814	37.54
K01815	11.04
K01816	23.33
K01817	36.03
K01818	2.95
K01819	1.04
K01820	0
K01821	9.35
K01823	0.02
K01825	0
K01826	16.66
K01829	1.5
K01834	31.44
K01835	23.17
K01838	1.34
K01839	14.22
K01840	3.67
K01841	14.12
K01843	18
K01844	0
K01845	25.39
K01846	0
K01847	8.68
K01848	0
K01849	0
K01850	0
K01851	0
K01854	7.96
K01856	15.33
K01857	10.67
K01858	0
K01866	39.47
K01867	37.85
K01868	46.82
K01869	37.85
K01870	37.85
K01872	39.62
K01873	37.85
K01874	47.2
K01875	38.06
K01876	46.42
K01878	19.33
K01879	19.33
K01880	18.52
K01881	46.39
K01883	37.85
K01884	0
K01885	37.85
K01886	27.55
K01887	37.85
K01889	37.85
K01890	37.85
K01892	39.04
K01893	18.52
K01894	20
K01895	68.14
K01896	0
K01897	119.22
K01902	22.17
K01903	22.17
K01905	0.2
K01906	0
K01907	0
K01908	19.33
K01910	0.02
K01911	3.51
K01912	76.11
K01914	25.47
K01915	82.24
K01916	0.25
K01918	29.21
K01919	20.87
K01920	19.33
K01921	46.96
K01922	0.79
K01923	37.85
K01924	37.18
K01925	37.85
K01926	18.1
K01928	18.56
K01929	19.19
K01933	37.85
K01934	22.19
K01935	11.47
K01937	37.85
K01938	17.02
K01939	37.87
K01940	37.85
K01941	2.67
K01945	37.85
K01947	0
K01950	37.6
K01951	57.85
K01952	39.19
K01953	73.28
K01955	51.96
K01956	37.97
K01958	1.62
K01959	0.12
K01960	5.01
K01961	51.51
K01962	21.31
K01963	25.06
K01965	0
K01966	3.51
K01968	19.33
K01969	19.33
K01971	36.23
K01972	37.85
K01974	0
K01975	27.99
K01989	27.79
K01990	196.9
K01991	44.5
K01992	209.81
K01993	27.7
K01994	0
K01995	202.44
K01996	202.44
K01997	202.44
K01998	202.46
K01999	202.46
K02000	16.67
K02001	16.67
K02002	32
K02003	134.74
K02004	108.41
K02005	25.6
K02006	3.17
K02007	3.38
K02008	3.38
K02009	1.85
K02010	96.3
K02011	96.3
K02012	84.17
K02013	73.91
K02014	203.17
K02015	85.08
K02016	72.99
K02017	20.98
K02018	21.97
K02019	19.83
K02020	32.64
K02021	0
K02022	0.79
K02024	0
K02025	121.06
K02026	121.49
K02027	98.23
K02028	152.27
K02029	225.11
K02030	214.27
K02031	179.92
K02032	218.18
K02033	217.95
K02034	217.95
K02035	231.27
K02036	38.48
K02037	37.81
K02038	37.81
K02039	38.29
K02040	38.59
K02041	20.02
K02042	36.04
K02043	4
K02044	20.02
K02045	20.24
K02046	23.99
K02047	23.99
K02048	30.43
K02049	206.37
K02050	187.01
K02051	186.54
K02052	82.76
K02053	88.97
K02054	62.3
K02055	82.32
K02056	40.97
K02057	56.9
K02058	10.44
K02062	0
K02063	0
K02064	0
K02065	43
K02066	43
K02067	43
K02068	1.88
K02069	5.88
K02071	34.25
K02072	34.92
K02073	73.58
K02074	19.33
K02075	19.33
K02076	0
K02077	20.67
K02078	59.61
K02079	0
K02080	0
K02081	0
K02082	0.83
K02083	0.5
K02086	0
K02099	9.6
K02100	0
K02103	20.82
K02106	15.55
K02107	9.37
K02108	31.77
K02109	31.77
K02110	31.77
K02111	31.77
K02112	31.77
K02113	31.77
K02114	31.77
K02115	31.77
K02116	20.32
K02117	21.62
K02118	21.62
K02119	17.95
K02120	21.62
K02121	21.62
K02122	17.95
K02123	21.62
K02124	21.62
K02160	21.85
K02164	0
K02167	0
K02168	12.66
K02169	34.83
K02170	13.33
K02171	4.65
K02172	1.6
K02173	0.04
K02182	16.66
K02188	6.27
K02189	5.6
K02190	6.35
K02191	1.73
K02192	20.18
K02193	2.67
K02194	2.67
K02195	2.67
K02196	0
K02197	2.67
K02198	15.45
K02199	15.33
K02200	5.34
K02203	4
K02204	19.33
K02205	0
K02217	5.47
K02221	28.73
K02224	7.66
K02225	0
K02226	7.9
K02227	8.69
K02228	0
K02229	0
K02230	1.34
K02231	8.44
K02232	8.27
K02233	8.44
K02234	0
K02236	0
K02237	33.51
K02238	50.82
K02240	0
K02241	9.19
K02242	1.98
K02243	0
K02244	0
K02245	0
K02246	0
K02248	0
K02250	0
K02251	0
K02255	0
K02258	0
K02259	19.33
K02274	42.66
K02275	27.33
K02276	19.33
K02277	0
K02278	19.2
K02279	22.12
K02280	34.66
K02281	0
K02282	15.33
K02283	59.3
K02291	20
K02297	34.66
K02298	34.66
K02299	34.66
K02300	34.66
K02302	19.33
K02303	19.33
K02304	1.85
K02305	0
K02313	37.85
K02314	41.73
K02315	28.01
K02316	38.77
K02317	0
K02334	42.71
K02335	37.87
K02336	0
K02337	39.3
K02338	37.85
K02339	19.33
K02340	37.85
K02341	37.85
K02342	45.23
K02343	37.85
K02344	0
K02345	0
K02346	45.71
K02347	0
K02348	0.41
K02351	19.33
K02352	0
K02355	74.38
K02356	37.85
K02357	37.85
K02358	71.68
K02361	2.17
K02362	0
K02363	0
K02364	0
K02371	15.96
K02372	33.63
K02377	18.29
K02379	19.35
K02380	0
K02381	0
K02383	0
K02385	10.07
K02386	19.33
K02387	33.15
K02388	33.15
K02389	33.15
K02390	33.85
K02391	19.33
K02392	46.97
K02393	19.33
K02394	19.33
K02395	31.53
K02396	45.35
K02397	33.15
K02398	33.15
K02399	19.33
K02400	33.15
K02401	31.53
K02402	19.33
K02403	19.33
K02404	33.15
K02405	33.15
K02406	48.22
K02407	36.9
K02408	33.15
K02409	33.15
K02410	33.15
K02411	33.15
K02412	33.15
K02413	33.15
K02414	33.15
K02415	20.95
K02416	33.15
K02417	33.15
K02418	24.82
K02419	33.15
K02420	33.15
K02421	31.53
K02422	36.9
K02423	19.33
K02424	20
K02425	0
K02426	4.34
K02427	19.33
K02428	42.86
K02429	8.12
K02430	0
K02431	10.73
K02433	121.64
K02434	35.66
K02435	35.66
K02436	0
K02437	32.21
K02438	31.6
K02439	0
K02440	2.04
K02441	0
K02443	10.09
K02444	20.57
K02445	0.54
K02446	0.88
K02448	0
K02450	0
K02451	0
K02452	6.67
K02453	20.67
K02454	20
K02455	19.33
K02456	6.67
K02457	6.67
K02458	6.67
K02459	6.67
K02460	6.67
K02461	6.67
K02462	6.67
K02463	6.67
K02464	0
K02466	0
K02467	0
K02468	0
K02469	50.55
K02470	50.55
K02471	6.67
K02472	1.46
K02473	24.83
K02474	51.45
K02475	0.24
K02476	0.24
K02477	2.44
K02478	1.59
K02479	0
K02480	12.66
K02481	2.84
K02482	0
K02483	67.37
K02484	13.55
K02485	0
K02486	0
K02487	2.67
K02488	0
K02490	0
K02492	21.64
K02493	37.2
K02494	19.33
K02495	68.82
K02496	19.33
K02497	0
K02498	19.33
K02499	11.1
K02500	46.56
K02501	37.56
K02502	33.2
K02503	53.18
K02504	0
K02505	0
K02506	0
K02507	0
K02508	0
K02509	31.99
K02510	39.99
K02511	0
K02517	43
K02518	56.51
K02519	37.85
K02520	38.64
K02521	0
K02523	24.36
K02525	0.04
K02526	4.89
K02527	22.17
K02528	37.85
K02529	171.14
K02530	0.52
K02531	0
K02532	0.71
K02533	19.33
K02535	19.33
K02536	23.71
K02538	0
K02548	5.05
K02549	1.34
K02550	0
K02551	3.51
K02552	1.34
K02553	0
K02554	12.66
K02556	41.02
K02557	50.6
K02558	20
K02560	0
K02562	0
K02563	37.85
K02564	37.57
K02565	0
K02566	0
K02567	15.33
K02568	15.33
K02569	15.33
K02570	15.33
K02571	12.66
K02572	0
K02573	0
K02574	0
K02575	5.47
K02584	0.67
K02585	9.39
K02586	16.47
K02587	2.23
K02588	22.42
K02589	2.31
K02590	2.31
K02591	16.47
K02592	0
K02593	0
K02594	3.36
K02595	0
K02596	0.25
K02597	0
K02598	1.87
K02600	37.85
K02601	46.42
K02609	19.33
K02610	19.33
K02611	19.33
K02612	19.33
K02613	19.33
K02614	32.59
K02615	0
K02616	19.33
K02617	0
K02618	0
K02619	24.99
K02621	25.4
K02622	25.4
K02623	4
K02624	51.32
K02625	0
K02626	0
K02635	0
K02636	0
K02647	17.05
K02650	12.98
K02651	16
K02652	13.31
K02653	16.93
K02654	47.21
K02655	0
K02656	0
K02657	0
K02658	0.25
K02659	0
K02660	0
K02661	0
K02662	10.22
K02663	10.72
K02664	1.64
K02665	0
K02666	0
K02667	0
K02668	0
K02669	15.52
K02670	0
K02671	0
K02672	0
K02673	0
K02674	0
K02676	0
K02679	0
K02680	0
K02681	0
K02682	0
K02686	19.33
K02687	38.66
K02688	19.33
K02742	0
K02744	1.72
K02745	1.2
K02746	1.2
K02747	1.2
K02750	2.24
K02753	0.02
K02755	0
K02756	0
K02757	7.55
K02759	5.05
K02760	3.93
K02761	4.42
K02763	1.1
K02765	1.75
K02768	0.67
K02769	0
K02770	6.26
K02771	0
K02773	1.92
K02774	1.92
K02775	1.92
K02777	4.9
K02778	0
K02779	1.23
K02781	1.1
K02782	0.2
K02783	2.2
K02784	0
K02786	0.02
K02788	0.02
K02791	0.46
K02793	3.48
K02794	6.19
K02795	4.02
K02796	3.65
K02798	0.71
K02800	0.71
K02802	0
K02803	0
K02804	1.15
K02805	5.01
K02806	20.67
K02808	0
K02810	2.04
K02812	0
K02813	0
K02814	0.67
K02815	0.67
K02819	1.64
K02821	20.72
K02822	1.37
K02823	16.35
K02824	16.29
K02825	2.73
K02826	0
K02827	0
K02828	0
K02829	0
K02834	37.85
K02835	37.85
K02836	37.85
K02837	35.68
K02838	37.85
K02839	0.67
K02840	0
K02841	19.33
K02843	19.33
K02844	12.66
K02846	0
K02847	19.33
K02848	0
K02849	0
K02850	0
K02851	9.33
K02852	0
K02853	0
K02854	0.12
K02855	0.12
K02856	1.5
K02858	20.09
K02859	0
K02860	37.18
K02862	0
K02863	37.85
K02864	37.85
K02867	37.85
K02871	37.85
K02874	37.85
K02876	37.85
K02878	37.85
K02879	37.85
K02881	37.85
K02884	37.85
K02886	37.85
K02887	37.85
K02888	37.85
K02890	37.85
K02892	37.85
K02895	37.85
K02897	43.66
K02899	37.85
K02902	37.85
K02904	37.85
K02906	37.85
K02907	37.18
K02909	37.85
K02911	37.85
K02913	37.74
K02914	37.85
K02916	37.18
K02919	32.74
K02926	37.85
K02927	0
K02931	37.85
K02933	37.85
K02935	37.85
K02939	37.85
K02945	32.48
K02946	37.85
K02948	37.85
K02950	37.85
K02952	37.85
K02954	37.85
K02956	37.85
K02959	37.85
K02961	37.85
K02963	37.85
K02965	37.85
K02967	37.85
K02968	37.85
K02970	37.87
K02972	0
K02982	37.85
K02986	38.73
K02988	37.85
K02990	37.85
K02992	37.85
K02994	37.85
K02996	37.85
K03040	37.85
K03043	37.85
K03046	37.85
K03048	0
K03060	34.18
K03070	37.97
K03071	20
K03072	29.56
K03073	37.18
K03074	29.56
K03075	37.85
K03076	37.85
K03077	2.39
K03078	0
K03079	0.83
K03086	38.65
K03087	0
K03088	316.71
K03089	19.33
K03090	8.45
K03091	73.39
K03092	44.73
K03093	2.22
K03095	0
K03098	21.5
K03100	61.69
K03101	37.85
K03106	37.85
K03110	37.85
K03111	67.07
K03112	0
K03113	3.67
K03116	26.35
K03117	20
K03118	28.36
K03119	64.66
K03146	1.5
K03147	36.15
K03148	1.02
K03149	26.34
K03150	20.63
K03151	13.77
K03152	17.78
K03153	0
K03154	26.78
K03168	37.18
K03169	38.18
K03177	37.85
K03179	21.5
K03181	19.33
K03182	21.45
K03183	25.24
K03184	0
K03185	19.33
K03186	25.45
K03187	0
K03188	4
K03189	4
K03190	4
K03191	0
K03192	4
K03194	2.67
K03195	0
K03196	0
K03197	0
K03198	2.67
K03199	2.67
K03200	2.67
K03201	2.67
K03202	0
K03203	0
K03204	0
K03205	8.24
K03207	4
K03208	4
K03210	37.96
K03212	0
K03214	0
K03215	41.85
K03216	34.18
K03217	37.85
K03218	37.85
K03219	4
K03220	4
K03221	0
K03222	4
K03223	4
K03224	4
K03225	0
K03226	4
K03227	4
K03228	4
K03229	4
K03230	4
K03269	23
K03270	23
K03271	20.2
K03272	0.67
K03273	21.34
