function.	skin_17
K00859	190.86
K00860	59.91
K00862	1
K00863	16.24
K00864	187.58
K00865	349.55
K00867	18.1
K00868	199.82
K00869	157.45
K00870	0
K00872	161.5
K00873	189.62
K00874	80.66
K00875	1
K00876	191.35
K00878	174.31
K00879	0.22
K00880	2.01
K00881	0
K00882	167.02
K00883	2.2
K00884	0.3
K00885	0.3
K00886	11
K00887	59.32
K00891	178.11
K00892	0
K00895	21.84
K00897	1
K00899	1
K00901	115.2
K00906	1.78
K00912	14.17
K00917	155.87
K00918	0
K00919	186.72
K00924	19.45
K00925	191.24
K00926	236.69
K00927	189.86
K00928	348.9
K00929	21.04
K00930	152.76
K00931	35.98
K00932	0
K00936	23.8
K00937	85.5
K00938	157.45
K00939	189.86
K00940	181.12
K00941	187.7
K00942	189.86
K00943	176.69
K00945	191.11
K00946	23.92
K00947	0
K00948	210.85
K00949	176.78
K00950	190.22
K00951	201.95
K00952	0.25
K00954	189.86
K00955	1.86
K00956	21.76
K00957	27.29
K00958	50.96
K00960	0
K00962	190.02
K00963	198.18
K00965	16.77
K00966	0.66
K00968	2
K00969	289.7
K00970	21.14
K00971	39.09
K00972	101.19
K00973	47.16
K00974	167.02
K00975	39.46
K00978	6.22
K00979	13.92
K00980	157.38
K00981	193.56
K00982	14.08
K00983	9.75
K00984	1.83
K00986	7.44
K00988	0
K00989	16.17
K00990	3.08
K00991	247.82
K00992	2.78
K00995	192.78
K00996	0.14
K00997	174.77
K00998	0.5
K00999	0
K01000	190.02
K01002	3.75
K01003	0.2
K01004	1.2
K01006	85.67
K01007	3.21
K01008	6.29
K01011	19.07
K01012	187.03
K01014	0
K01015	0
K01023	0
K01026	1.21
K01027	0
K01028	6.69
K01029	6.66
K01031	3.91
K01032	3.91
K01034	4.99
K01035	4.99
K01039	2.2
K01040	2.2
K01042	5.22
K01046	244.79
K01048	3.48
K01051	11.16
K01053	2.36
K01055	6.11
K01056	189.86
K01057	19.34
K01058	1.25
K01060	5.34
K01061	5.94
K01066	18.14
K01067	0.25
K01069	4.08
K01070	4.06
K01071	6.8
K01073	0
K01075	3.78
K01077	199.32
K01078	0
K01079	20.82
K01081	15.63
K01082	11
K01083	0.2
K01085	0
K01086	0
K01087	11.25
K01089	9.14
K01090	177.19
K01091	205.86
K01092	283.04
K01093	0
K01095	4.23
K01096	0.3
K01101	5.8
K01104	620.17
K01113	0.95
K01114	129
K01115	0
K01117	0
K01118	155.84
K01119	39.73
K01120	0
K01121	0
K01126	727.46
K01128	0
K01129	31.76
K01130	13.14
K01133	2.68
K01135	1
K01137	0
K01138	1.55
K01139	0.83
K01141	0.75
K01142	43.07
K01143	0
K01144	10.84
K01146	0
K01147	1.88
K01150	0.53
K01151	174.78
K01153	278.15
K01154	306.27
K01155	10.17
K01156	6.01
K01158	0
K01159	28.26
K01160	0
K01163	13.91
K01166	1.3
K01167	0.25
K01169	0
K01173	18.44
K01174	254.43
K01175	0.3
K01176	16.53
K01178	0
K01179	15.82
K01181	8.47
K01182	2.9
K01183	106.34
K01184	0
K01185	2.39
K01186	20.04
K01187	231.35
K01190	111.82
K01191	7.17
K01192	11.34
K01193	191.15
K01194	0
K01195	25.94
K01197	9.16
K01198	2.59
K01200	17.97
K01201	5.6
K01205	14.36
K01206	54.7
K01207	44.11
K01208	0
K01209	31.56
K01210	1.5
K01212	1
K01215	5.24
K01216	0.17
K01218	12.59
K01219	0
K01220	152.99
K01222	5.09
K01223	203.7
K01224	11.21
K01226	157.58
K01227	1.55
K01230	0
K01232	5.85
K01233	0.4
K01235	6.81
K01236	1.53
K01239	158.26
K01240	0
K01241	12.62
K01243	177.08
K01246	179.27
K01247	6.35
K01250	101.19
K01251	7.27
K01252	3
K01253	0
K01255	155.39
K01256	27.07
K01258	326.87
K01259	117.55
K01261	157.85
K01262	208.27
K01263	0
K01264	0
K01265	220.48
K01266	2.33
K01267	16.03
K01269	0
K01270	30.39
K01271	163.91
K01273	9.78
K01274	100.52
K01277	10.84
K01278	25.68
K01281	6.8
K01283	0
K01284	37.68
K01286	14.35
K01295	2.61
K01297	8.13
K01299	4
K01301	0
K01303	0
K01304	155.61
K01305	1.28
K01308	2.86
K01318	220.11
K01322	3.02
K01325	0
K01338	25.64
K01342	1
K01347	0.32
K01350	0
K01354	0.2
K01355	0
K01356	191.08
K01358	205.65
K01361	3.97
K01372	48.39
K01387	1.3
K01389	0
K01390	1.33
K01392	0
K01399	0
K01400	0
K01401	121.92
K01406	1.4
K01407	0.3
K01409	209.54
K01414	2.08
K01415	0
K01416	0
K01417	0
K01419	152.63
K01420	21.25
K01421	177.67
K01424	196.66
K01425	11.73
K01426	13.16
K01427	0
K01428	151.55
K01429	151.35
K01430	151.55
K01432	1.58
K01433	12.09
K01434	3.45
K01436	101.85
K01437	0
K01438	62.16
K01439	377.06
K01442	196.41
K01443	185.16
K01444	0.58
K01446	100.95
K01447	19.35
K01448	206.08
K01449	7.2
K01451	36.24
K01452	0
K01453	0.7
K01455	24.23
K01457	1.45
K01458	2.08
K01459	0
K01460	0
K01461	1.33
K01462	356.65
K01464	5.11
K01465	192.42
K01466	1.91
K01467	8
K01468	135.31
K01469	1.58
K01470	10.01
K01471	0
K01473	9.57
K01474	9.57
K01476	131.6
K01477	0.2
K01478	156.84
K01479	128.57
K01480	9.42
K01482	0
K01483	1.78
K01484	0.2
K01485	1.73
K01486	7.98
K01487	3.73
K01488	26.28
K01489	177.61
K01491	192.19
K01492	7.84
K01493	187.11
K01494	4.34
K01495	32.93
K01496	19.35
K01497	1.2
K01499	0
K01501	3.69
K01502	0
K01505	0.2
K01507	27.24
K01512	173.01
K01515	184.74
K01518	0
K01520	129.08
K01521	0
K01523	17.91
K01524	80
K01525	2.08
K01531	10.95
K01533	69.91
K01534	41.24
K01535	0
K01537	31.89
K01539	0
K01545	0.2
K01546	133.91
K01547	133.91
K01548	133.91
K01551	31.19
K01555	2.78
K01556	2.58
K01560	108.21
K01561	2.25
K01563	0
K01567	4.23
K01568	0
K01569	1
K01571	8.59
K01572	33.25
K01573	9.14
K01574	4.33
K01575	285.94
K01576	0.25
K01577	0
K01578	2.58
K01579	138.42
K01580	20.1
K01581	26.43
K01582	100.19
K01583	1.99
K01584	1.83
K01585	10.3
K01586	315.91
K01588	189.11
K01589	170.53
K01590	1.77
K01591	189.86
K01593	0
K01594	0
K01595	10.46
K01596	2.24
K01597	157.45
K01598	8.3
K01599	175.9
K01601	2.33
K01602	1
K01607	43.46
K01608	0.45
K01609	178.27
K01610	167.8
K01611	3.12
K01613	16.02
K01615	0
K01616	0
K01617	1
K01619	276.62
K01620	166.48
K01621	15.41
K01622	0
K01623	163.3
K01624	194.93
K01625	85.75
K01626	30.45
K01627	13.92
K01628	9.92
K01629	9.29
K01630	1.91
K01631	2.2
K01633	181.68
K01635	181.88
K01637	2.78
K01638	3.78
K01639	149.73
K01640	7.52
K01641	157.45
K01643	1.76
K01644	22.01
K01646	1.76
K01647	193.73
K01649	295.2
K01652	373.38
K01653	83.68
K01654	7.91
K01655	0
K01657	178.57
K01658	271.26
K01659	2.78
K01661	170.69
K01662	41.1
K01664	62.84
K01665	164.55
K01666	3
K01667	2.82
K01668	0
K01669	164.67
K01671	0
K01673	27.21
K01674	0.81
K01676	13.62
K01677	6.34
K01678	6.34
K01679	167.08
K01681	187.1
K01682	3.08
K01683	1
K01684	49.88
K01685	7.36
K01686	40.12
K01687	194.98
K01689	206.06
K01690	1.45
K01692	23.35
K01693	126.17
K01695	178.57
K01696	179.99
K01697	0
K01698	167.01
K01699	11
K01702	0
K01703	183.31
K01704	184.64
K01706	0.9
K01707	0.45
K01708	1.45
K01709	6.22
K01710	44.86
K01711	18.7
K01712	135.91
K01713	0.2
K01714	205.06
K01715	9.83
K01716	1.75
K01719	163.47
K01720	2.53
K01721	0
K01724	2.78
K01725	0.2
K01727	103.93
K01728	1
K01729	0.2
K01730	3.66
K01732	0
K01733	187.86
K01734	12.84
K01735	188.45
K01736	187.61
K01737	195.06
K01738	328.96
K01739	163.65
K01740	73.73
K01744	35.64
K01745	140.31
K01746	0.1
K01749	166.06
K01750	162.93
K01751	3.44
K01752	356.31
K01753	4.33
K01754	309.6
K01755	185.06
K01756	189.36
K01758	0.2
K01759	36.48
K01760	158.11
K01761	2.8
K01766	0.5
K01768	0.25
K01769	0
K01770	31.41
K01771	99.86
K01772	169.7
K01775	368.16
K01776	187.78
K01777	0.93
K01778	28.01
K01779	18.08
K01781	0
K01782	2.69
K01783	190.89
K01784	359.92
K01785	196.6
K01787	13.17
K01788	143.25
K01790	41.25
K01791	407.86
K01792	11.75
K01795	0.2
K01796	2.83
K01799	5.49
K01800	2.45
K01801	3.83
K01802	50.93
K01803	202.11
K01804	22.03
K01805	14.25
K01807	165.07
K01808	56.09
K01809	315.1
K01810	191.44
K01811	21.09
K01812	35.22
K01813	9.45
K01814	124.31
K01815	13.95
K01816	16.23
K01817	179.27
K01818	7.24
K01819	308.09
K01820	0
K01821	161.97
K01822	1
K01823	157.85
K01825	0.2
K01826	2.03
K01829	0
K01834	344.28
K01835	191.78
K01838	2.66
K01839	163.25
K01840	14.57
K01841	2.37
K01843	10.84
K01844	1.1
K01845	325.63
K01846	0
K01847	42.93
K01848	0.35
K01849	0.35
K01851	0
K01854	24.13
K01856	2.45
K01857	1.7
K01858	18.15
K01865	0
K01866	191.66
K01867	189.86
K01868	218.35
K01869	189.86
K01870	189.86
K01872	192.07
K01873	189.86
K01874	192.3
K01875	191.44
K01876	191.52
K01878	11.96
K01879	11.96
K01880	177.9
K01881	191.85
K01883	189.86
K01884	0
K01885	44.83
K01886	27.65
K01887	190.26
K01889	189.86
K01890	189.86
K01892	190.06
K01893	176.08
K01894	2.78
K01895	323.29
K01896	0
K01897	181.08
K01902	156.42
K01903	156.42
K01904	0
K01905	0.99
K01906	99.59
K01907	0.45
K01908	2.58
K01909	0
K01910	3.55
K01911	170.69
K01912	35.44
K01914	23.69
K01915	228.34
K01916	159.43
K01918	142.33
K01919	10.68
K01920	2.78
K01921	194.2
K01922	8.3
K01923	189.44
K01924	189.86
K01925	189.61
K01926	172.78
K01928	42.16
K01929	189.53
K01933	189.11
K01934	88.84
K01935	115.93
K01937	188.78
K01938	188.78
K01939	189.36
K01940	183.53
K01941	0.7
K01945	188.89
K01947	0
K01950	32.08
K01951	209.25
K01952	461.85
K01953	36.41
K01955	204.03
K01956	191.11
K01958	152.98
K01959	0.2
K01960	18.88
K01961	336.28
K01962	162.51
K01963	165.26
K01965	1.25
K01966	27.78
K01968	2.78
K01969	2.78
K01971	5.1
K01972	190.06
K01974	0.25
K01975	4.24
K01989	31.07
K01990	1676.62
K01991	32.53
K01992	1333.41
K01993	31.74
K01994	0
K01995	49.51
K01996	49.51
K01997	50.51
K01998	61.71
K01999	50.81
K02000	17.1
K02001	15.44
K02002	44.21
K02003	672.72
K02004	500.24
K02005	98.65
K02006	14.44
K02007	15.44
K02008	15.44
K02009	13.33
K02010	47.28
K02011	49.15
K02012	148.9
K02013	566.57
K02014	109.48
K02015	1563.42
K02016	1262.63
K02017	156.36
K02018	169.27
K02019	3.64
K02020	160.1
K02021	11
K02022	7
K02024	0.3
K02025	35.91
K02026	37.82
K02027	55.67
K02028	337.18
K02029	99.3
K02030	381.16
K02031	261.39
K02032	432.68
K02033	437.14
K02034	461.38
K02035	472.6
K02036	199.43
K02037	192.47
K02038	192.47
K02039	192.16
K02040	200.44
K02041	149.15
K02042	297.8
K02043	1
K02044	194.28
K02045	15.12
K02046	15.12
K02047	15.12
K02048	16.57
K02049	145.83
K02050	143.72
K02051	161.46
K02052	15.35
K02053	17.03
K02054	16.47
K02055	18.7
K02056	34.02
K02057	65.7
K02058	17.67
K02062	0.3
K02063	0.3
K02064	0.3
K02065	16.7
K02066	16.95
K02067	16.95
K02068	158.62
K02069	169.52
K02071	310.23
K02072	310.23
K02073	351.65
K02074	2.53
K02075	3.53
K02076	149.65
K02077	2.53
K02078	220.43
K02079	0.22
K02080	1
K02081	0.5
K02082	32.6
K02083	0.92
K02086	157.85
K02092	0
K02093	0
K02094	0
K02095	0
K02096	0
K02097	0
K02099	1.14
K02100	0
K02103	6.9
K02106	2.33
K02107	3.74
K02108	190.2
K02109	191.2
K02110	190.2
K02111	190.2
K02112	190.2
K02113	88.18
K02114	190.2
K02115	190.2
K02116	54.74
K02117	17.28
K02118	17.28
K02119	7.44
K02120	17.28
K02121	14.99
K02122	7.44
K02123	17.28
K02124	17.28
K02160	315.25
K02164	1
K02167	1.2
K02168	2.61
K02169	13.95
K02170	1.53
K02171	101.51
K02172	100.93
K02173	1
K02182	12.99
K02188	22.97
K02189	5.38
K02190	12.17
K02191	2.18
K02192	2.06
K02193	1.83
K02194	1.83
K02195	1.83
K02196	1.5
K02197	1.83
K02198	2.83
K02199	3.13
K02200	3.36
K02203	13.2
K02204	1.78
K02205	0
K02217	164.9
K02221	174.47
K02224	25.14
K02225	2.2
K02226	18.22
K02227	25.97
K02228	1.45
K02229	1.45
K02230	8.98
K02231	27.22
K02232	25.92
K02233	26.72
K02234	1.45
K02236	156.6
K02237	178.32
K02238	218.34
K02239	0
K02240	157.85
K02241	1.18
K02242	158.68
K02243	157.85
K02244	156.6
K02245	156.14
K02246	138.95
K02247	0
K02248	6.8
K02249	0
K02250	149.55
K02251	0
K02253	0
K02254	0
K02255	0
K02258	1.45
K02259	152.33
K02274	5.11
K02275	2.78
K02276	2.78
K02277	0
K02278	3.78
K02279	3.53
K02280	3.11
K02281	0
K02282	3.53
K02283	22.68
K02284	0
K02285	0
K02286	0
K02287	0
K02288	0
K02289	0
K02290	0
K02291	1.58
K02292	0
K02293	0
K02294	0
K02297	4.11
K02298	103.3
K02299	109.82
K02300	103.3
K02302	1.67
K02303	213.96
K02304	154.31
K02305	1
K02313	189.86
K02314	196.44
K02315	36
K02316	192.53
K02317	0
K02334	11.26
K02335	191.11
K02336	0.2
K02337	191.45
K02338	189.86
K02339	3.08
K02340	189.86
K02341	189.86
K02342	212.65
K02343	189.36
K02344	0.3
K02345	0
K02346	202.02
K02347	149.55
K02348	9.32
K02351	1.33
K02352	146.15
K02355	221.78
K02356	190.86
K02357	189.86
K02358	195.37
K02361	10.84
K02362	0.2
K02363	1
K02364	2
K02371	42.65
K02372	171.73
K02377	17.5
K02379	153.56
K02380	1.55
K02381	2
K02383	0
K02385	3.51
K02386	2.78
K02387	7.54
K02388	7.54
K02389	7.54
K02390	8.24
K02391	2.78
K02392	12.55
K02393	2.78
K02394	2.78
K02395	6.04
K02396	10.2
K02397	7.54
K02398	6.54
K02399	1.53
K02400	7.54
K02401	5.54
K02402	1.58
K02403	1.58
K02404	6.29
K02405	6.54
K02406	19.45
K02407	8.54
K02408	7.54
K02409	7.76
K02410	7.54
K02411	6.54
K02412	7.54
K02413	6.54
K02414	6.19
K02415	5.83
K02416	7.29
K02417	8.87
K02418	5.53
K02419	7.54
K02420	7.54
K02421	5.54
K02422	8.97
K02423	1.58
K02424	157.07
K02425	0
K02426	12.34
K02427	3.08
K02428	209.41
K02429	31.88
K02430	0.14
K02431	2.21
K02433	186.36
K02434	176.51
K02435	176.51
K02436	0
K02437	177.96
K02438	29.53
K02439	0.5
K02440	179.01
K02441	0.2
K02442	0.2
K02443	163.26
K02444	4.06
K02445	142.16
K02446	1.62
K02448	1
K02450	0.33
K02451	0
K02452	0.25
K02453	2.03
K02454	2.48
K02455	2.03
K02456	0.9
K02457	0.7
K02458	0.7
K02459	0.7
K02460	0.7
K02461	0.7
K02462	0.7
K02463	0.25
K02464	0
K02465	0
K02466	0.16
K02467	0
K02468	0.16
K02469	204.53
K02470	204.37
K02471	0.61
K02472	130.26
K02473	2.91
K02474	12.51
K02475	6.07
K02476	3.74
K02477	22.26
K02478	3.51
K02479	0.79
K02480	1.25
K02481	13.68
K02482	0
K02483	22.14
K02484	125.06
K02485	0
K02486	0
K02487	0.14
K02488	1
K02490	0
K02491	0
K02492	163.23
K02493	189.58
K02494	2.08
K02495	203.55
K02496	2.08
K02497	50.36
K02498	3.08
K02499	154.39
K02500	136.64
K02501	135.09
K02502	10.25
K02503	180.44
K02504	0.3
K02505	0.3
K02506	0.3
K02507	0.3
K02508	0
K02509	4.16
K02510	4.86
K02511	0
K02517	26.7
K02518	190.77
K02519	190.86
K02520	189.86
K02521	0.3
K02523	13.92
K02525	0.2
K02526	7.07
K02527	14.92
K02528	189.86
K02529	387.21
K02530	153.57
K02531	4.05
K02532	25.84
K02533	2.58
K02535	3.08
K02536	13.92
K02538	129.69
K02545	99.98
K02547	99.19
K02548	173.56
K02549	160.85
K02550	0
K02551	176.69
K02552	171.85
K02553	0.5
K02554	1
K02556	10.37
K02557	15.03
K02558	3.08
K02560	0.3
K02562	0.3
K02563	189.86
K02564	191.73
K02565	0
K02566	0
K02567	2.63
K02568	2.63
K02569	2.63
K02570	2.63
K02571	2.47
K02572	0.3
K02573	1.3
K02574	1.3
K02575	2.78
K02584	0
K02585	1.16
K02586	1.36
K02587	1.55
K02588	3.87
K02589	0.6
K02590	0.6
K02591	1.36
K02592	0
K02593	0
K02594	1.18
K02595	0
K02596	0
K02597	0
K02598	2.14
K02600	189.86
K02601	193.02
K02609	2.58
K02610	2.58
K02611	2.58
K02612	2.58
K02613	2.58
K02614	20.92
K02615	0
K02616	2.33
K02617	0
K02618	1
K02619	76.11
K02621	173.27
K02622	173.27
K02623	1.2
K02624	5.61
K02625	0.2
K02626	2
K02634	0
K02635	0
K02636	0
K02637	0
K02638	0
K02639	0
K02640	0
K02641	0
K02642	0
K02643	0
K02647	11.35
K02650	4.06
K02651	6.22
K02652	5.62
K02653	7.62
K02654	22.2
K02655	0.95
K02656	0.75
K02657	0.45
K02658	0.45
K02659	0.45
K02660	0.45
K02661	0
K02662	2.62
K02663	3.12
K02664	1.05
K02665	0.45
K02666	0.45
K02667	0.45
K02668	0.45
K02669	5.62
K02670	0.7
K02671	0.95
K02672	0.95
K02673	0.95
K02674	0.95
K02676	0.45
K02679	0.3
K02680	0.3
K02681	0.3
K02682	0.3
K02686	1.88
K02687	176.14
K02688	2.16
K02689	0
K02690	0
K02691	0
K02692	0
K02693	0
K02694	0
K02696	0
K02697	0
K02698	0
K02699	0
K02700	0
K02702	0
K02703	0
K02704	0
K02705	0
K02706	0
K02707	0
K02708	0
K02709	0
K02710	0
K02711	0
K02712	0
K02713	0
K02714	0
K02715	0
K02716	0
K02717	0
K02718	0
K02719	0
K02720	0
K02722	0
K02723	0
K02724	0
K02742	0.5
K02744	11.25
K02745	8.89
K02746	7.64
K02747	7.64
K02750	175.93
K02753	0
K02755	99.79
K02756	0.81
K02757	59.89
K02759	43.22
K02760	35.22
K02761	40.99
K02763	1.28
K02765	254.5
K02768	6.38
K02769	1.91
K02770	297.6
K02771	0
K02773	115.78
K02774	113.78
K02775	118.81
K02777	160.21
K02778	0
K02779	13.32
K02781	3.98
K02783	7.96
K02784	0.55
K02786	151.66
K02788	153.15
K02791	132.97
K02793	48.12
K02794	60.61
K02795	48.61
K02796	47
K02798	125.2
K02799	0
K02800	125.5
K02802	0
K02803	0
K02804	153.43
K02805	2.14
K02806	3.08
K02810	312.37
K02812	0
K02813	1.25
K02814	0
K02815	0
K02819	156.65
K02821	165.05
K02822	169.23
K02823	26.72
K02824	169.15
K02825	164.78
K02826	50.36
K02827	149.55
K02828	50.36
K02829	50.36
K02834	189.86
K02835	190.71
K02836	189.86
K02837	176.78
K02838	189.86
K02839	1.94
K02840	0
K02841	1.83
K02843	2.83
K02844	1.53
K02846	0
K02847	1.88
K02848	0.2
K02849	0
K02850	0
K02851	169.8
K02852	2.3
K02853	0.3
K02854	0
K02855	0.14
K02856	7.29
K02858	3.17
K02859	0
K02860	189.86
K02862	0
K02863	189.86
K02864	189.86
K02867	189.86
K02871	189.86
K02874	189.86
K02876	189.86
K02878	189.86
K02879	189.86
K02881	189.86
