function.	oral_14
K01178	0
K01179	10.12
K01181	0.27
K01182	10.67
K01183	0.4
K01184	0
K01185	6.87
K01186	20.75
K01187	25.49
K01188	0
K01190	50.25
K01191	76.08
K01192	0.86
K01193	176.86
K01194	0.86
K01195	70.28
K01197	2.22
K01198	2.35
K01200	87.93
K01201	3.69
K01205	0.2
K01206	12.13
K01207	262.58
K01208	0.25
K01209	0.93
K01210	0
K01212	1.24
K01215	87.12
K01216	0
K01218	0.3
K01219	0
K01220	78.18
K01222	78.58
K01223	397.56
K01224	1.35
K01226	83.41
K01227	6.15
K01232	2.22
K01233	0
K01235	0.27
K01236	1.83
K01239	6.4
K01241	0.5
K01243	163.08
K01246	145.62
K01247	2.2
K01250	0.58
K01251	8.3
K01252	0
K01253	0
K01255	90.58
K01256	70.19
K01258	118.23
K01259	34.6
K01261	87.56
K01262	192.41
K01263	0
K01264	0
K01265	192.36
K01266	2
K01267	2.68
K01269	0
K01270	68.55
K01271	88.93
K01273	6.3
K01274	75.26
K01277	3.06
K01278	14.09
K01281	81.94
K01283	0
K01284	16.15
K01286	5.69
K01295	5.33
K01297	36.78
K01299	0.11
K01301	0.27
K01303	0.27
K01304	86.13
K01305	4.27
K01308	0
K01318	0
K01322	38.06
K01338	101.55
K01342	0
K01347	115.06
K01354	9.9
K01355	0
K01356	34.88
K01358	196.58
K01361	72.47
K01372	85.91
K01387	0
K01390	5.7
K01392	0
K01399	0
K01400	0
K01401	0
K01406	0.1
K01407	13.4
K01409	191.03
K01414	48.26
K01415	0
K01417	0
K01419	68.62
K01420	125.9
K01421	89.91
K01424	189.41
K01425	5.51
K01426	82.75
K01427	0
K01428	3
K01429	3
K01430	3
K01432	0
K01433	61.36
K01434	3.22
K01436	11.28
K01438	20.33
K01439	178.03
K01440	0
K01442	2.37
K01443	109.32
K01444	6.3
K01446	1.16
K01447	5.28
K01448	220.31
K01449	4.94
K01451	27.24
K01452	0
K01453	2
K01455	0
K01457	0
K01458	0
K01460	0.17
K01461	0
K01462	270.49
K01464	3.32
K01465	210.53
K01466	1
K01467	79.46
K01468	7.3
K01469	0
K01470	1.13
K01471	0
K01473	0
K01474	0
K01476	0
K01477	0
K01478	75.43
K01479	6.42
K01480	42.9
K01482	0
K01483	0
K01484	0
K01485	38.93
K01486	23.12
K01487	0.35
K01488	88.45
K01489	120.17
K01491	188.47
K01492	0.14
K01493	100.57
K01494	88.32
K01495	156.08
K01496	30.74
K01497	70.47
K01499	0
K01501	61.54
K01502	0
K01505	26.95
K01507	165.82
K01512	104.54
K01515	141.93
K01518	0
K01520	148.15
K01521	0
K01523	30.74
K01524	148.31
K01525	47.9
K01531	14.7
K01533	150.48
K01534	113.45
K01535	0
K01537	96.46
K01545	0
K01546	36.62
K01547	26.47
K01548	24.09
K01551	1.95
K01555	7.29
K01556	5.67
K01560	13.9
K01561	0
K01563	0.12
K01567	0.82
K01568	0
K01569	0
K01571	32.71
K01572	26.1
K01573	16.01
K01574	0.25
K01575	88.7
K01576	0
K01577	0
K01578	0
K01579	68.36
K01580	0.9
K01581	2.83
K01582	68.59
K01583	0.99
K01584	0.16
K01585	79.19
K01586	185.04
K01588	188.31
K01589	144.51
K01590	0.33
K01591	187.99
K01593	0
K01594	0
K01595	131.73
K01596	3.33
K01597	96.34
K01598	79.19
K01599	98.2
K01601	0
K01602	0
K01607	40.92
K01608	0
K01609	85.78
K01610	78.82
K01611	6.3
K01613	136.74
K01615	0.91
K01616	0
K01617	0
K01619	119.99
K01620	80.98
K01621	2.8
K01622	0
K01623	1.57
K01624	192.21
K01625	144.85
K01626	259.71
K01627	95.63
K01628	28.19
K01629	0.67
K01630	1.51
K01631	0
K01633	153.01
K01635	150.51
K01637	1.7
K01638	1.7
K01639	32.3
K01640	7.46
K01641	88.01
K01643	18.07
K01644	20.07
K01646	18.07
K01647	152.49
K01649	184.77
K01652	208.99
K01653	174.14
K01654	45.84
K01655	0
K01657	101.47
K01658	68.61
K01659	31.7
K01661	30.83
K01662	101.37
K01664	51.19
K01665	33.43
K01666	0
K01667	7.3
K01668	2.5
K01669	50.79
K01671	0
K01673	186.46
K01674	4.41
K01676	30.7
K01677	3.44
K01678	3.44
K01679	107.08
K01681	112.52
K01682	85.57
K01683	0
K01684	0
K01685	4.25
K01686	97.38
K01687	172.66
K01689	189.33
K01690	29
K01692	0
K01693	12.39
K01695	101.45
K01696	182.9
K01697	12.82
K01698	95.72
K01699	0.2
K01703	169.14
K01704	168.13
K01706	0
K01707	0
K01708	0
K01709	2.11
K01710	218.79
K01711	25.17
K01712	7.3
K01713	0.14
K01714	228.7
K01715	13.9
K01716	18.34
K01719	98.71
K01720	1.5
K01721	0
K01724	4.08
K01725	0
K01727	3.64
K01728	0.25
K01729	1.5
K01730	0
K01733	186.23
K01734	30.45
K01735	211.95
K01736	188.47
K01737	108.29
K01738	186.02
K01739	123.67
K01740	105.92
K01744	98.73
K01745	17.95
K01746	0.13
K01749	92.42
K01750	8.72
K01751	1.44
K01752	259.49
K01753	3.16
K01754	185.07
K01755	176.37
K01756	224.43
K01758	0.25
K01759	213.29
K01760	96.15
K01761	6.98
K01766	18.53
K01768	5.99
K01770	53.89
K01771	0.2
K01772	142.48
K01775	191.01
K01776	188.46
K01777	0.35
K01778	98.45
K01779	58.24
K01781	0
K01782	0.55
K01783	199.79
K01784	276.38
K01785	143.44
K01787	2.83
K01788	108.42
K01790	173.68
K01791	35.52
K01792	21.36
K01795	0
K01796	0
K01799	0
K01800	0
K01801	0
K01802	78.02
K01803	201.14
K01804	2.58
K01805	20.69
K01807	135.94
K01808	58.99
K01809	118.95
K01810	217.47
K01811	0.35
K01812	84.19
K01813	0.62
K01814	96.66
K01815	2.43
K01816	4.41
K01817	165.23
K01818	17.1
K01819	158.78
K01820	1
K01821	180.43
K01823	96.46
K01825	0
K01826	4.05
K01829	1.54
K01834	141.4
K01835	125.49
K01838	45.56
K01839	91.67
K01840	33.04
K01841	1.58
K01843	5.08
K01844	0.5
K01845	96.38
K01846	2.12
K01847	16.78
K01848	2.39
K01849	2.39
K01850	0
K01851	0
K01854	86.23
K01856	0
K01857	2.5
K01858	1.25
K01866	188.47
K01867	188.47
K01868	188.46
K01869	189.81
K01870	188.48
K01872	189.23
K01873	188.47
K01874	188.47
K01875	189.07
K01876	190.69
K01878	176.96
K01879	176.96
K01880	11.51
K01881	188.82
K01883	188.47
K01884	0.25
K01885	139.95
K01886	60.15
K01887	188.47
K01889	189.81
K01890	188.47
K01892	188.64
K01893	118.35
K01894	31.25
K01895	44.04
K01896	0.12
K01897	114.57
K01902	98.73
K01903	96.73
K01905	0
K01906	0
K01907	0
K01908	0.5
K01910	16.87
K01911	32.18
K01912	11.3
K01914	100.67
K01915	198.52
K01916	168.19
K01918	69.25
K01919	128.05
K01920	33.56
K01921	189.41
K01922	79.19
K01923	190.84
K01924	189.6
K01925	188.47
K01926	92.02
K01928	198.27
K01929	188.97
K01933	188.3
K01934	152.05
K01935	107.89
K01937	186.29
K01938	129.08
K01939	180.35
K01940	176.21
K01941	0
K01945	188.31
K01947	29.25
K01950	2.19
K01951	190.73
K01952	284.23
K01953	29.13
K01955	190.67
K01956	189.26
K01958	11.94
K01959	38.69
K01960	39.44
K01961	211.06
K01962	185.46
K01963	185.96
K01965	2.31
K01966	2.31
K01968	0
K01969	0
K01971	2.78
K01972	188.47
K01974	0
K01975	2.41
K01989	252.73
K01990	956.38
K01991	45.93
K01992	857.33
K01993	19.21
K01994	0.11
K01995	130.21
K01996	130.21
K01997	130.21
K01998	130.21
K01999	163.79
K02000	12.57
K02001	0.58
K02002	13.2
K02003	735.32
K02004	643.29
K02005	100.73
K02006	26.92
K02007	26.93
K02008	26.92
K02009	9.59
K02010	112.42
K02011	107.73
K02012	121.54
K02013	339.09
K02014	288.19
K02015	428.49
K02016	274.44
K02017	63.98
K02018	72.76
K02019	17.15
K02020	75.57
K02021	0
K02022	0
K02024	1.31
K02025	104.59
K02026	104.51
K02027	108.51
K02028	460.65
K02029	445.23
K02030	598.21
K02031	107.68
K02032	136.53
K02033	145.59
K02034	148.92
K02035	262.19
K02036	232.13
K02037	152.57
K02038	152.57
K02039	99.65
K02040	157.08
K02041	0.87
K02042	1.74
K02043	0
K02044	3.62
K02045	29.56
K02046	29.56
K02047	29.56
K02048	29.95
K02049	23.42
K02050	25.47
K02051	25.84
K02052	55.17
K02053	42.25
K02054	44.75
K02055	75.19
K02056	94.06
K02057	188.12
K02058	1.4
K02062	20.17
K02063	49.43
K02064	49.43
K02065	95.9
K02066	95.9
K02067	95.9
K02068	12.52
K02069	13.02
K02071	183.3
K02072	182.36
K02073	301.57
K02074	29.5
K02075	30
K02076	8.74
K02077	30.08
K02078	317.17
K02079	0
K02080	0.27
K02081	0.71
K02082	77.13
K02083	1.22
K02086	90.04
K02099	1.33
K02100	0.34
K02103	0.25
K02106	4.16
K02107	1.4
K02108	187.43
K02109	202.43
K02110	187.63
K02111	187.43
K02112	187.43
K02113	91.77
K02114	187.43
K02115	187.43
K02116	18.85
K02117	12.49
K02118	12.49
K02119	11.99
K02120	12.49
K02121	11.36
K02122	11.99
K02123	12.49
K02124	12.49
K02160	183.75
K02164	0
K02167	0
K02168	50.36
K02169	112.37
K02170	29.25
K02171	2.47
K02172	2.35
K02173	0.64
K02182	0
K02188	3.69
K02189	3.19
K02190	1.7
K02191	1.06
K02192	26.05
K02193	20.74
K02194	20.74
K02195	18.74
K02196	18.17
K02197	18.74
K02198	18.74
K02199	36.7
K02200	35.48
K02203	0
K02204	29.25
K02205	0
K02217	73.5
K02221	150.13
K02224	5.81
K02225	0
K02226	4.45
K02227	3.69
K02228	0
K02229	0
K02230	2.1
K02231	5.03
K02232	3.69
K02233	5.17
K02234	0
K02236	87.67
K02237	270.01
K02238	181.46
K02240	90.12
K02241	2.86
K02242	126.98
K02243	87.92
K02244	87.81
K02245	85.96
K02246	79.56
K02248	87.78
K02250	0
K02251	2
K02255	0
K02258	0
K02259	7.09
K02274	7.09
K02275	7.09
K02276	14.18
K02277	0.25
K02278	14.47
K02279	17.62
K02280	15.01
K02281	0
K02282	15.26
K02283	21.57
K02291	30.32
K02297	0.25
K02298	0.25
K02299	0.25
K02300	0.25
K02302	29.7
K02303	1.93
K02304	5.12
K02305	2
K02313	190.47
K02314	205.58
K02315	4.14
K02316	188.97
K02317	0
K02334	69.29
K02335	188.63
K02336	0
K02337	192.56
K02338	163.58
K02339	47.59
K02340	188.47
K02341	167.44
K02342	168.47
K02343	188.81
K02344	18.35
K02345	0
K02346	156.59
K02347	0.12
K02348	91.7
K02351	0
K02352	0
K02355	194.23
K02356	188.96
K02357	188.47
K02358	234.94
K02361	8.45
K02362	0
K02363	0
K02364	0
K02371	101.85
K02372	186.14
K02377	25.56
K02379	53.72
K02380	20.92
K02381	0
K02383	0
K02385	3.53
K02386	27.19
K02387	42.27
K02388	42.27
K02389	42.14
K02390	63.11
K02391	0
K02392	84.29
K02393	38.81
K02394	38.81
K02395	2.02
K02396	42.27
K02397	42.14
K02398	3.11
K02399	0
K02400	42.27
K02401	43.92
K02402	0
K02403	0
K02404	41.41
K02405	42.27
K02406	120.54
K02407	42.27
K02408	42.27
K02409	42.27
K02410	42.27
K02411	39.65
K02412	42.27
K02413	3.65
K02414	3.06
K02415	42.78
K02416	42.27
K02417	80.66
K02418	3.43
K02419	42.27
K02420	42.27
K02421	41.92
K02422	42.62
K02423	0
K02424	208.57
K02425	0
K02426	27.31
K02427	47.59
K02428	187.1
K02429	56.57
K02430	15.36
K02431	17.18
K02433	161.53
K02434	160.53
K02435	160.53
K02436	0.33
K02437	59
K02438	22.01
K02439	18.35
K02440	260.58
K02441	4.95
K02443	0.52
K02444	48.46
K02445	24.64
K02446	20.71
K02448	0
K02450	0
K02451	0
K02452	0
K02453	40.29
K02454	39.21
K02455	39.08
K02456	59.63
K02457	0
K02458	0
K02459	0
K02460	0
K02461	0
K02462	0
K02463	0
K02464	24.8
K02466	3.33
K02467	0
K02468	3.33
K02469	192.59
K02470	192.58
K02471	66.73
K02472	16.64
K02473	5.67
K02474	15.96
K02475	3.45
K02476	3.45
K02477	17.58
K02478	4.32
K02479	2.12
K02480	0
K02481	33.66
K02482	6.66
K02483	120.14
K02484	135.6
K02485	0
K02486	0
K02487	12.69
K02488	0
K02490	2.24
K02492	95.6
K02493	189.24
K02494	47.6
K02495	287.69
K02496	47.6
K02497	0
K02498	47.6
K02499	11.99
K02500	130.41
K02501	130.24
K02502	33.75
K02503	186.64
K02504	18.21
K02505	18.35
K02506	18.35
K02507	18.36
K02508	2.35
K02509	3.6
K02510	2.35
K02511	0
K02517	127.1
K02518	189.24
K02519	188.8
K02520	188.47
K02521	18.35
K02523	95.24
K02525	0.8
K02526	2.73
K02527	95.38
K02528	189.47
K02529	333.25
K02530	79.1
K02531	75.23
K02532	1.94
K02533	29.25
K02535	86.68
K02536	105.17
K02538	0.4
K02548	34.87
K02549	22.38
K02550	0
K02551	30.83
K02552	22.39
K02553	18.34
K02554	0
K02556	44.74
K02557	98.27
K02558	55.04
K02560	18.35
K02562	3.66
K02563	188.47
K02564	115.46
K02565	2.51
K02566	34.7
K02567	57.04
K02568	57.04
K02569	24.95
K02570	36.3
K02571	2.85
K02572	26.34
K02573	63.64
K02574	65.64
K02575	3.72
K02584	0
K02585	0.53
K02586	0.96
K02587	0.82
K02588	2.91
K02589	0.32
K02590	0.32
K02591	0.46
K02592	0.12
K02593	0
K02594	2.99
K02595	0
K02596	0
K02597	0
K02598	1.35
K02600	188.47
K02601	188.47
K02609	2.35
K02610	2.35
K02611	2.35
K02612	2.35
K02613	10.39
K02614	82.75
K02615	0
K02616	0
K02617	2.35
K02618	2.62
K02619	28.61
K02621	144.46
K02622	144.47
K02623	0
K02624	0
K02625	0
K02626	0.62
K02635	0
K02636	2
K02647	18.43
K02650	9.19
K02651	15.16
K02652	35.39
K02653	35.27
K02654	75.43
K02655	58.5
K02656	47.59
K02657	0
K02658	0
K02659	0
K02660	0
K02661	0
K02662	5.74
K02663	31.92
K02664	31.37
K02665	29.25
K02666	29.64
K02667	1.02
K02668	1.02
K02669	46.22
K02670	58.25
K02671	29
K02672	29.25
K02673	29.25
K02674	30
K02676	29.25
K02679	18.19
K02680	18.19
K02681	18.34
K02682	18.35
K02686	18.85
K02687	186.53
K02688	2.35
K02742	18.34
K02744	5.96
K02745	3.64
K02746	3.64
K02747	3.64
K02750	1.11
K02753	0
K02755	0.45
K02756	0
K02757	98.03
K02759	166.73
K02760	184.83
K02761	193.95
K02763	0.14
K02765	1.22
K02768	4.55
K02769	1.45
K02770	111.63
K02771	0
K02773	21.19
K02774	21.36
K02775	22.01
K02777	30.71
K02778	0
K02779	172.41
K02781	14.58
K02782	0.17
K02783	11.64
K02784	18.35
K02786	77.19
K02788	78.18
K02791	10.34
K02793	82.84
K02794	197.15
K02795	188.31
K02796	187.04
K02798	2.24
K02800	6.41
K02802	0.33
K02803	2.49
K02804	5.44
K02805	14.44
K02806	47.65
K02808	0
K02810	108.89
K02812	0
K02813	0
K02814	0.14
K02815	0
K02819	82.65
K02821	127.39
K02822	161.62
K02823	81.08
K02824	143.67
K02825	126.22
K02826	0
K02827	0
K02828	0
K02829	0
K02834	156.88
K02835	188.47
K02836	188.47
K02837	147.16
K02838	188.47
K02839	2.87
K02840	0
K02841	69.98
K02843	91.64
K02844	5
K02846	0.5
K02847	16.89
K02848	0
K02849	5
K02850	0
K02851	105.22
K02852	13.9
K02853	13.4
K02854	0
K02855	0.17
K02856	0.17
K02858	5.15
K02859	8.74
K02860	188.47
K02862	0
K02863	188.47
K02864	188.47
K02867	188.47
K02871	188.46
K02874	189.24
K02876	160.78
K02878	159.72
K02879	189.24
K02881	188.47
K02884	188.52
K02886	190.01
K02887	188.47
K02888	188.47
K02890	189.25
K02892	189.24
K02895	188.74
K02897	105.75
K02899	188.46
K02902	189.8
K02904	189.24
K02906	189.24
K02907	150.05
K02909	234.71
K02911	186.15
K02913	267.66
K02914	185.89
K02916	188.47
K02919	161.38
K02926	189.24
K02927	0
K02931	189.24
K02933	189.24
K02935	188.46
K02939	188.47
K02945	185.98
K02946	188.35
K02948	160.01
K02950	188.46
K02952	189.24
K02954	262.95
K02956	188.47
K02959	188.46
K02961	189.24
K02963	188.47
K02965	189.24
K02967	188.48
K02968	188.47
K02970	187.64
K02972	0
K02982	189.24
K02986	189.24
K02988	190.01
K02990	188.47
K02992	188.47
K02994	189.24
K02996	188.46
K03040	189.53
K03043	186.47
K03046	186.47
K03048	90.31
K03060	148.3
K03070	195.39
K03071	47.84
K03072	91.12
K03073	108.49
K03074	90.82
K03075	177.41
K03076	195.8
K03077	0.49
K03078	18.41
K03079	0
K03086	192.14
K03087	0
K03088	233.98
K03089	47.6
K03090	0.68
K03091	18.69
K03092	88.47
K03093	2.12
K03095	87.67
K03098	32.56
K03100	345.26
K03101	193.36
K03106	188.47
K03110	188.48
K03111	313.76
K03112	0
K03113	25.21
K03116	108.47
K03117	80.87
K03118	97.98
K03119	0
K03146	0
K03147	74.89
K03148	39.45
K03149	74.74
K03150	46.72
K03151	107.24
K03152	116.01
K03153	29.25
K03154	74.54
K03168	191.28
K03169	53.97
K03177	188.47
K03179	98.09
K03181	45.05
K03182	84.65
K03183	97.59
K03184	15.9
K03185	15.9
