function.	GI_4
K00635	0
K00638	0.52
K00639	35.15
K00640	53.57
K00641	25.83
K00643	0
K00645	52.57
K00646	0
K00647	6.83
K00648	62.61
K00651	43.92
K00652	25.53
K00655	88.26
K00656	64.23
K00657	3.96
K00658	23.33
K00661	76.42
K00662	3.47
K00663	0
K00666	30.51
K00672	0
K00673	0
K00674	33.87
K00675	0
K00677	24.93
K00680	3.63
K00681	43.43
K00683	14.34
K00684	29.15
K00685	8.99
K00686	15.67
K00687	0
K00688	85.18
K00689	0
K00690	37.27
K00691	0.55
K00692	2.2
K00694	0
K00696	0
K00697	4.5
K00700	71.03
K00702	33.25
K00703	51.04
K00705	61.23
K00709	0
K00712	0
K00720	0
K00721	23.86
K00728	0.2
K00737	0
K00745	0
K00748	24.93
K00752	2.87
K00754	17.27
K00756	26.18
K00757	12.06
K00758	1.3
K00759	54.21
K00760	67.97
K00761	57.44
K00762	85.63
K00763	56.04
K00764	84.47
K00765	66.35
K00766	51.04
K00767	65.7
K00768	23.15
K00769	0.9
K00772	1.4
K00773	71.66
K00782	1.8
K00783	72.18
K00784	26.9
K00785	0
K00786	3.21
K00788	57.57
K00789	99.85
K00790	116.21
K00791	71.78
K00793	33.12
K00794	35.12
K00795	8.99
K00796	65.53
K00797	48.58
K00798	24.45
K00799	89.9
K00800	69.57
K00801	14.34
K00803	0.2
K00805	38.94
K00806	78.91
K00808	0
K00809	0
K00812	35.03
K00813	0
K00817	105.47
K00818	54.67
K00819	2
K00820	47.11
K00821	35.98
K00822	14.65
K00823	11.96
K00824	13.41
K00826	83.13
K00830	9.39
K00831	50.26
K00832	9.51
K00833	30.13
K00835	14.34
K00836	8.99
K00839	0
K00840	0
K00841	3.68
K00842	0.33
K00844	2.85
K00845	90.25
K00847	46.57
K00848	16.51
K00849	55.62
K00850	122.44
K00851	8.85
K00852	21.86
K00853	16.1
K00854	44.69
K00855	0
K00856	9.89
K00857	10.3
K00858	69.78
K00859	70.88
K00860	15.95
K00862	0.2
K00863	1.12
K00864	68.38
K00865	48.32
K00867	0.12
K00868	36.7
K00869	0.59
K00870	0
K00872	26.38
K00873	81.71
K00874	50.42
K00876	33.37
K00878	60.61
K00879	14.44
K00880	11.68
K00881	0
K00882	25.51
K00883	2
K00884	0
K00885	0
K00886	18.33
K00887	15.67
K00891	51.3
K00892	0
K00895	0
K00897	11.48
K00899	2.15
K00901	33.29
K00906	8.99
K00912	24.93
K00917	5.07
K00918	0.5
K00919	71.66
K00924	5.43
K00925	52.48
K00926	8.38
K00927	71.78
K00928	97.96
K00929	7.87
K00930	67.68
K00931	68.41
K00932	0
K00936	57.6
K00937	47.48
K00938	0.59
K00939	71.78
K00940	31.76
K00941	93.32
K00942	56.75
K00943	69.96
K00945	55.61
K00946	25.43
K00947	0
K00948	114.12
K00949	46.85
K00950	41.05
K00951	63.8
K00954	71.78
K00955	16.55
K00956	13.29
K00957	43.63
K00958	0.9
K00962	71.66
K00963	82.84
K00965	57.69
K00966	33.16
K00968	14.34
K00969	72.03
K00970	44.41
K00971	46.95
K00972	0
K00973	45.7
K00974	40.51
K00975	71.03
K00978	6.17
K00979	25.83
K00980	0.12
K00981	86.78
K00982	27.32
K00983	2
K00984	0
K00986	6.47
K00988	0
K00989	59.3
K00990	28.22
K00991	97.39
K00992	8.99
K00993	0
K00995	73.01
K00996	0.2
K00997	67.5
K00998	0
K01000	72.03
K01002	0.57
K01003	0
K01004	0
K01006	43.11
K01007	15.18
K01008	17.09
K01011	13.3
K01012	57.06
K01023	0
K01026	8.48
K01027	0
K01028	15.98
K01029	16.58
K01031	19.31
K01032	19.31
K01034	2.29
K01035	2.29
K01039	7.82
K01040	7.82
K01042	8.24
K01046	10.49
K01048	30.02
K01051	16.4
K01053	10.32
K01055	17.98
K01056	71.78
K01057	19.23
K01058	2
K01060	21.84
K01061	24.97
K01066	7.64
K01067	0
K01069	8.99
K01070	8.99
K01071	1.15
K01073	0
K01075	6.99
K01077	55.77
K01078	0
K01079	28.48
K01081	38.07
K01082	16
K01083	0
K01085	0
K01086	0
K01087	2.5
K01089	0.5
K01090	66.3
K01091	164.39
K01092	55.87
K01093	0
K01095	9.89
K01096	0
K01101	0.12
K01104	103.87
K01113	4
K01114	21.25
K01117	0
K01118	23.63
K01119	10.17
K01120	0
K01121	0
K01126	47.79
K01129	70.89
K01130	16.84
K01133	2.55
K01134	14.34
K01135	14.34
K01136	0
K01137	0
K01138	0.7
K01139	3.33
K01141	2
K01142	79.15
K01144	0.5
K01146	0
K01147	9.89
K01150	0
K01151	58.09
K01153	74.97
K01154	87.51
K01155	1.35
K01156	16.55
K01158	0
K01159	64.21
K01160	0
K01163	20.2
K01165	0
K01166	0
K01167	2
K01169	0
K01173	9.99
K01174	2.86
K01175	0
K01176	34.27
K01178	0
K01179	109.96
K01181	36.11
K01182	19.18
K01183	6.57
K01184	2
K01185	6.65
K01186	52.92
K01187	82.91
K01188	0
K01190	175.84
K01191	27.74
K01192	3
K01193	17.28
K01194	2.5
K01195	15.23
K01197	37.4
K01198	17.02
K01200	20.42
K01201	4.49
K01205	28.68
K01206	75.28
K01207	77.34
K01208	0
K01209	48.16
K01210	6.31
K01212	0
K01215	0.62
K01216	0
K01218	26.35
K01219	0
K01220	0.6
K01222	13.81
K01223	44.64
K01224	22.78
K01226	4.83
K01227	0.2
K01232	8.33
K01233	0.5
K01235	15.75
K01236	6.99
K01239	23.76
K01241	8.99
K01243	35.53
K01246	27.13
K01247	30.26
K01250	3.82
K01251	56.15
K01252	0
K01253	0
K01255	10.94
K01256	30.29
K01258	57.89
K01259	14.29
K01261	0.57
K01262	83.91
K01263	2
K01264	0
K01265	81.53
K01266	9.61
K01267	11.39
K01269	0
K01270	12.49
K01271	11.93
K01273	25.91
K01274	0
K01277	0.5
K01278	18.83
K01281	0.12
K01283	0
K01284	5
K01286	52.18
K01295	14.32
K01297	19.89
K01299	1.73
K01301	0
K01303	0.12
K01304	36.01
K01305	5.99
K01308	20.74
K01318	0.16
K01322	4.5
K01338	54.9
K01342	0
K01347	0
K01354	20.46
K01355	0
K01356	57.39
K01358	98.26
K01361	3.49
K01372	43.5
K01387	0.88
K01390	0
K01392	2
K01399	2
K01400	0
K01401	0
K01406	0
K01407	0
K01409	73.48
K01414	37.67
K01415	0
K01417	0
K01419	10.41
K01420	19.05
K01421	66.45
K01424	25.83
K01425	15.97
K01426	32.78
K01427	0
K01428	6.35
K01429	3.35
K01430	6.77
K01432	6.99
K01433	9.39
K01434	8.99
K01436	29.1
K01438	20.43
K01439	41.17
K01440	0
K01442	24.44
K01443	97.44
K01444	0.6
K01446	0.96
K01447	75.49
K01448	125.24
K01449	61.76
K01451	38.64
K01452	0
K01453	0
K01455	6.06
K01457	3.33
K01458	5.66
K01460	0
K01461	3.66
K01462	142.58
K01464	8.98
K01465	94.95
K01466	5.99
K01467	5.88
K01468	7.37
K01469	6.99
K01470	15.83
K01471	0
K01473	21.3
K01474	14.64
K01476	8.6
K01477	0
K01478	5
K01479	11.41
K01480	34.48
K01482	0.77
K01483	0
K01484	0
K01485	7.36
K01486	10.14
K01487	7.19
K01488	16.76
K01489	36.91
K01491	71.78
K01492	0
K01493	43.86
K01494	48.48
K01495	43.55
K01496	63.93
K01497	2
K01499	0
K01501	12.65
K01502	0
K01505	4
K01507	43.52
K01512	30.56
K01515	70.66
K01518	0
K01520	52.59
K01521	0
K01523	34.05
K01524	66.44
K01525	8.99
K01531	28.69
K01533	9.16
K01534	54.67
K01535	0
K01537	77.35
K01545	0.4
K01546	41.1
K01547	41.3
K01548	41.1
K01551	5.29
K01555	8.99
K01556	8.99
K01560	14.83
K01561	10.65
K01563	0
K01567	37.76
K01568	0
K01569	0.87
K01571	34.08
K01572	49.3
K01573	0
K01574	3.45
K01575	17.3
K01576	0
K01577	0
K01578	6.99
K01579	27.02
K01580	21.57
K01581	0.84
K01582	15.86
K01583	17
K01584	8.99
K01585	16.24
K01586	71.67
K01588	68.21
K01589	28.06
K01590	1.45
K01591	89.71
K01593	0.9
K01594	0
K01595	27.88
K01596	40.1
K01597	0.59
K01598	15.58
K01599	34.37
K01601	4.13
K01602	0
K01607	60.43
K01608	2
K01609	61.44
K01610	2.54
K01611	26.1
K01613	34.26
K01615	0.33
K01616	0
K01617	3.66
K01619	33.3
K01620	52.95
K01621	21.32
K01622	0
K01623	6.08
K01624	73.61
K01625	34.22
K01626	71.33
K01627	24.93
K01628	48.65
K01629	1.4
K01630	7.89
K01631	2
K01633	27.69
K01635	0
K01637	8.99
K01638	9.89
K01639	24.25
K01640	26.3
K01641	0.59
K01643	2.45
K01644	32.74
K01646	1.95
K01647	86.81
K01649	109.54
K01652	145.99
K01653	72.73
K01654	3.6
K01655	0
K01657	65.32
K01658	46.41
K01659	8.99
K01661	15.39
K01662	76
K01664	24.04
K01665	40.28
K01666	2
K01667	19.07
K01668	0.66
K01669	2.9
K01671	0
K01673	41.13
K01674	0.12
K01676	28.1
K01677	33.24
K01678	29.91
K01679	13.86
K01681	81.83
K01682	6.99
K01683	0
K01684	2.55
K01685	19.39
K01686	18.39
K01687	101.59
K01689	89.49
K01690	2
K01692	52.6
K01693	66.35
K01695	66.13
K01696	84.44
K01697	20.33
K01698	32.16
K01699	0.2
K01703	80.91
K01704	83.07
K01706	2.54
K01707	5.33
K01708	5.33
K01709	6.17
K01710	87.42
K01711	33.01
K01712	3.38
K01713	2
K01714	112.24
K01715	18.34
K01716	0
K01719	9.49
K01720	8.99
K01721	0
K01724	8.99
K01725	5.33
K01727	1.46
K01728	5.44
K01729	0
K01730	15
K01733	57.23
K01734	42.62
K01735	63.77
K01736	68.34
K01737	32.55
K01738	52.01
K01739	37.02
K01740	139.95
K01744	28.77
K01745	10.15
K01746	0.88
K01749	32.3
K01750	22.8
K01751	8.73
K01752	66.62
K01753	12.04
K01754	78.47
K01755	74.85
K01756	68.94
K01758	13.48
K01759	38.4
K01760	53.98
K01761	12.89
K01766	0
K01768	0
K01770	70.09
K01771	1.01
K01772	9.49
K01775	91.21
K01776	47.93
K01777	0.12
K01778	67.72
K01779	50.61
K01781	0
K01782	8.99
K01783	75.4
K01784	115.99
K01785	64.15
K01787	32.75
K01788	9.32
K01790	32.7
K01791	36.7
K01792	33.71
K01795	0
K01796	6.99
K01799	7.32
K01800	6.99
K01801	12.65
K01802	37.23
K01803	73.58
K01804	22.18
K01805	27.05
K01807	34.36
K01808	30.02
K01809	46.9
K01810	75.66
K01811	21.47
K01812	20.17
K01813	15.9
K01814	54.7
K01815	18.89
K01816	10.99
K01817	67.33
K01818	14.44
K01819	6.94
K01820	0
K01821	14.5
K01823	1.92
K01825	0
K01826	3.66
K01829	2
K01834	100.09
K01835	66.5
K01838	4.45
K01839	26.25
K01840	0.7
K01841	7.03
K01843	31.83
K01844	0.12
K01845	32.04
K01846	0.43
K01847	29.68
K01848	0.12
K01849	0.12
K01850	0
K01851	0
K01854	33.02
K01856	6.99
K01857	5.33
K01858	1.5
K01866	76.7
K01867	73.88
K01868	89.65
K01869	71.78
K01870	71.78
K01872	77.46
K01873	71.78
K01874	92.44
K01875	71.9
K01876	87.93
K01878	11.04
K01879	11.04
K01880	60.74
K01881	86.9
K01883	74.05
K01884	0
K01885	90.27
K01886	31.08
K01887	71.78
K01889	75.78
K01890	71.78
K01892	75.3
K01893	43.66
K01894	23.33
K01895	31.96
K01896	0
K01897	177.49
K01902	42.68
K01903	41.78
K01905	0.4
K01906	0
K01907	0
K01908	8.99
K01910	2.49
K01911	14.89
K01912	63.38
K01914	39.82
K01915	175
K01916	0.82
K01918	31.25
K01919	34.85
K01920	8.99
K01921	103.5
K01922	15.58
K01923	68.21
K01924	57.44
K01925	68.93
K01926	27.82
K01928	70.38
K01929	65.34
K01933	68.21
K01934	63.37
K01935	26.95
K01937	68.77
K01938	60.99
K01939	68.44
K01940	69.74
K01941	3.33
K01945	67.68
K01947	0
K01950	71.46
K01951	93.81
K01952	84.24
K01953	56.22
K01955	102.01
K01956	69.1
K01958	7.15
K01959	0
K01960	14.84
K01961	28.93
K01962	16.58
K01963	18.64
K01965	0
K01966	14.34
K01968	8.99
K01969	8.99
K01971	39.93
K01972	71.78
K01974	0
K01975	26.32
K01989	16.83
K01990	425.75
K01991	33.72
K01992	328.81
K01993	28.62
K01994	0
K01995	114.44
K01996	118.56
K01997	118.44
K01998	119.07
K01999	127.4
K02000	10.17
K02001	10.17
K02002	22.16
K02003	391.2
K02004	328.18
K02005	37.09
K02006	27.81
K02007	28.39
K02008	28.19
K02009	7.66
K02010	76.26
K02011	66.29
K02012	57.57
K02013	129.77
K02014	119.35
K02015	131.15
K02016	95.88
K02017	18.63
K02018	20.48
K02019	16.97
K02020	28.4
K02021	0
K02022	16.34
K02024	2
K02025	217.51
K02026	229.54
K02027	240.37
K02028	146.67
K02029	179.5
K02030	212.1
K02031	128.16
K02032	207.36
K02033	190.36
K02034	190.16
K02035	220.57
K02036	86.19
K02037	71.1
K02038	70.6
K02039	81.61
K02040	75.92
K02041	13.03
K02042	23.56
K02043	0.5
K02044	15.83
K02045	13.72
K02046	13.47
K02047	13.47
K02048	16.8
K02049	185.49
K02050	172.94
K02051	152.37
K02052	33.97
K02053	37.18
K02054	22.71
K02055	32.25
K02056	60.63
K02057	108.47
K02058	15.26
K02062	0
K02063	0
K02064	0
K02065	34.82
K02066	36.82
K02067	36.62
K02068	23.84
K02069	24.22
K02071	61.47
K02072	62.52
K02073	83.55
K02074	25.44
K02075	25.44
K02076	0.12
K02077	58.82
K02078	76
K02079	0.2
K02080	0
K02081	1.2
K02082	4.04
K02083	4.87
K02086	0.59
K02099	19.12
K02100	0.54
K02103	31
K02106	6.99
K02107	21.39
K02108	54.92
K02109	56.22
K02110	54.92
K02111	54.92
K02112	54.92
K02113	52.07
K02114	56.92
K02115	54.92
K02116	12.36
K02117	42.75
K02118	42.75
K02119	42.25
K02120	42.75
K02121	41.57
K02122	42.25
K02123	42.75
K02124	42.75
K02160	21.38
K02164	0
K02167	2
K02168	7.07
K02169	13.95
K02170	4.96
K02171	7.51
K02172	10.15
K02173	0.5
K02182	4.6
K02188	7.98
K02189	7.98
K02190	9.01
K02191	5.77
K02192	12.76
K02193	4.73
K02194	4.73
K02195	4.73
K02196	0
K02197	4.73
K02198	8.39
K02199	6.99
K02200	6.66
K02203	1.15
K02204	9.49
K02205	0
K02217	19.99
K02221	50.68
K02224	8.88
K02225	0
K02226	9.52
K02227	25.32
K02228	0
K02229	0
K02230	0
K02231	23.57
K02232	10.95
K02233	23.07
K02234	0
K02236	0
K02237	56.04
K02238	98.16
K02240	0.59
K02241	20.59
K02242	6.7
K02243	0.59
K02244	0.44
K02245	0.59
K02246	0.71
K02248	0.12
K02250	0
K02251	0
K02255	0
K02258	2
K02259	8.99
K02274	18.38
K02275	13.39
K02276	13.39
K02277	0.4
K02278	11.39
K02279	15.69
K02280	18.88
K02281	0
K02282	10.21
K02283	77.26
K02291	23.97
K02297	15.98
K02298	15.98
K02299	15.98
K02300	15.98
K02302	7.39
K02303	10.99
K02304	9.4
K02305	0
K02313	72.68
K02314	93.56
K02315	47.28
K02316	71.78
K02317	0
K02334	64.39
K02335	72.28
K02336	2
K02337	71.78
K02338	71.78
K02339	8.99
K02340	71.58
K02341	71.58
K02342	63.23
K02343	69.03
K02344	0
K02345	0
K02346	88.09
K02347	0
K02348	4.56
K02351	6.99
K02352	0
K02355	109.53
K02356	71.9
K02357	71.78
K02358	89.23
K02361	0
K02362	2.77
K02363	0
K02364	0
K02371	11.61
K02372	36.48
K02377	31.41
K02379	11.92
K02380	4.24
K02381	0
K02383	0
K02385	23.7
K02386	9.89
K02387	33.59
K02388	34.49
K02389	33.59
K02390	37.76
K02391	8.99
K02392	58.19
K02393	9.89
K02394	9.89
K02395	25.11
K02396	49.99
K02397	33.59
K02398	33.19
K02399	8.99
K02400	33.59
K02401	27.68
K02402	8.99
K02403	8.99
K02404	32.32
K02405	33.59
K02406	52.17
K02407	33.99
K02408	33.59
K02409	33.79
K02410	33.59
K02411	33.59
K02412	33.59
K02413	33.59
K02414	31.8
K02415	17.22
K02416	33.59
K02417	33.59
K02418	18.47
K02419	33.59
K02420	33.59
K02421	27.68
K02422	34.11
K02423	6.99
K02424	9.79
K02425	0
K02426	14.84
K02427	9.89
K02428	87.84
K02429	1.27
K02430	0
K02431	32.4
K02433	109.04
K02434	73.42
K02435	73.42
K02436	0
K02437	59.89
K02438	47.67
K02439	0
K02440	31.22
K02441	0
K02443	24.57
K02444	16.39
K02445	4.62
K02446	2.58
K02448	0
K02450	0.4
K02451	0
K02452	5.33
K02453	37.67
K02454	25.33
K02455	8.99
K02456	5.93
K02457	5.33
K02458	5.33
K02459	5.33
K02460	5.33
K02461	5.33
K02462	5.33
K02463	5.33
K02464	0
K02466	0.4
K02467	0
K02468	0.2
K02469	111.27
K02470	111
K02471	3.53
K02472	0.16
K02473	7.89
K02474	31.57
K02475	0.88
K02476	0.88
K02477	4.93
K02478	2.35
K02479	0
K02480	5.66
K02481	6.3
K02482	2.2
K02483	54.86
K02484	31.21
K02485	0
K02486	0
K02487	3.33
K02488	0
K02490	0
K02492	32.04
K02493	67.91
K02494	8.99
K02495	106.44
K02496	8.99
K02497	0
K02498	8.99
K02499	38.62
K02500	82.6
K02501	66.76
K02502	32.78
K02503	78.77
K02504	0
K02505	0
K02506	0
K02507	0.2
K02508	0
K02509	10.65
K02510	10.65
K02511	0
K02517	34.12
K02518	79.67
K02519	71.78
K02520	72.6
K02521	0
K02523	25.55
K02525	0
K02526	7.1
K02527	24.93
K02528	71.78
K02529	371.88
K02530	3.47
K02531	0
K02532	7.9
K02533	9.89
K02535	10.09
K02536	25.43
K02538	0
K02548	34.49
K02549	15.39
K02550	0
K02551	20.07
K02552	15.39
K02553	2
K02554	3.66
K02556	43.76
K02557	59.63
K02558	23.33
K02560	0
K02562	0
K02563	71.78
K02564	74.66
K02565	0
K02566	1.47
K02567	7.49
K02568	7.43
K02569	7.49
K02570	7.49
K02571	3.66
K02572	0
K02573	3.2
K02574	3.26
K02575	10.83
K02584	15.64
K02585	17.99
K02586	26.57
K02587	11.34
K02588	43.43
K02589	10.19
K02590	10.19
K02591	26.57
K02592	0.92
K02593	0
K02594	12.37
K02595	0
K02596	0
K02597	0
K02598	8.17
K02600	71.78
K02601	89.6
K02609	6.99
K02610	6.99
K02611	6.99
K02612	6.99
K02613	6.99
K02614	23.69
K02615	0
K02616	6.99
K02617	0
K02618	0
K02619	41.68
K02621	30.03
K02622	30.03
K02623	0
K02624	23.64
K02625	2
K02626	0
K02635	0
K02636	0
K02647	26.21
K02650	35.87
K02651	10.53
K02652	63.41
K02653	49.58
K02654	75.72
K02655	4
K02656	2
K02657	2
K02658	2
K02659	2
K02660	2
K02661	0
K02662	28.37
K02663	23.06
K02664	8.25
K02665	2
K02666	2.6
K02667	4
K02668	2
K02669	59.73
K02670	4
K02671	7.5
K02672	6
K02673	4
K02674	6
K02676	2
K02679	0
K02680	0.77
K02681	0
K02682	0
K02686	8.99
K02687	55.65
K02688	8.99
K02742	0
K02744	11.45
K02745	7.08
K02746	6.93
K02747	6.93
K02750	5.39
K02753	0.5
K02755	0
K02756	0
K02757	33.5
K02759	38.8
K02760	33.56
K02761	38.97
K02763	4.6
K02765	6.43
K02768	1.74
K02769	1.19
K02770	9.51
K02771	0
K02773	5.76
K02774	5.64
K02775	17.19
K02777	11.12
K02778	0
K02779	17.6
K02781	1.59
K02782	0.4
K02783	2.94
K02784	0.5
K02786	0.6
K02788	0.6
K02791	2.71
K02793	6.52
K02794	17.13
K02795	13.65
K02796	11.45
K02798	1.32
K02800	3.33
K02802	0
K02803	0
K02804	21.83
K02805	15.17
K02806	24.78
K02808	0.12
K02810	6.88
K02812	0
K02813	0.15
K02814	0.55
K02815	0.55
K02819	4.9
K02821	32.15
K02822	23.97
K02823	47.77
K02824	31.11
K02825	27.27
K02826	0
K02827	0
K02828	0
K02829	0
K02834	70.88
K02835	72.22
K02836	73.78
K02837	37.61
K02838	71.78
K02839	0
K02840	0
K02841	9.19
K02843	9.19
K02844	4.56
K02846	0
K02847	8.99
K02848	0
K02849	0.9
K02850	0
K02851	39.01
K02852	0
K02853	0
K02854	0
K02855	0.11
K02856	0
K02858	8.01
K02859	0.12
K02860	57.44
K02862	0
K02863	71.78
K02864	71.78
K02867	71.78
K02871	71.78
K02874	71.78
K02876	71.78
K02878	71.78
K02879	71.78
K02881	71.78
K02884	71.78
K02886	71.78
K02887	71.78
K02888	71.78
K02890	71.78
K02892	71.78
K02895	71.78
K02897	85.72
K02899	71.78
K02902	83.26
K02904	71.78
K02906	71.78
K02907	56.97
K02909	83.58
K02911	83.26
K02913	70.84
K02914	70.27
K02916	71.78
K02919	66.19
K02926	71.78
K02927	0
K02931	71.78
K02933	71.78
K02935	71.78
K02939	71.78
K02945	52.58
K02946	71.78
K02948	71.78
K02950	71.78
K02952	71.78
K02954	83.14
K02956	71.78
K02959	71.78
K02961	71.78
K02963	71.78
K02965	71.78
K02967	71.78
K02968	71.78
K02970	52.95
K02972	0
K02982	71.78
K02986	75.8
K02988	71.78
K02990	71.78
K02992	71.78
K02994	71.78
K02996	71.78
K03040	71.78
K03043	71.78
K03046	71.78
K03048	0.59
K03060	67.96
K03070	71.98
K03071	9.54
K03072	33.04
K03073	71.63
K03074	33.04
K03075	71.78
K03076	71.9
K03077	4.97
K03078	0
K03079	16.4
K03086	74.73
K03087	2
K03088	332.89
K03089	9.89
K03090	17.42
K03091	125.27
K03092	38.81
K03093	13.37
K03095	0.12
K03098	21.33
K03100	110.93
K03101	73.15
K03106	71.78
K03110	71.78
K03111	127.24
K03112	0
K03113	0.5
K03116	29.51
K03117	10.44
K03118	29.7
K03119	26.3
K03146	0
K03147	67.01
K03148	11.8
K03149	55.88
K03150	49.79
K03151	27.24
K03152	41.3
K03153	0
K03154	52.97
K03168	57.44
K03169	56.8
K03177	71.78
K03179	25.33
K03181	8.99
K03182	13.86
K03183	26.37
K03184	0
K03185	8.99
K03186	13.98
K03187	3.48
K03188	3.48
K03189	3.48
K03190	3.48
K03191	0.1
K03192	2
K03194	3.33
K03195	0
K03196	0
K03197	0
