KO	GI_3
K00441	0
K00446	0
K00448	4.33
K00449	4.33
K00450	53.45
K00451	35.59
K00452	0
K00453	31.26
K00455	0.23
K00456	0
K00457	35.59
K00459	75.76
K00466	0
K00467	0
K00469	0
K00471	0
K00472	4.33
K00476	0
K00477	35.59
K00479	0
K00480	64.97
K00481	0
K00483	0
K00484	0
K00486	0
K00491	0
K00493	0
K00496	0
K00499	0
K00500	0
K00505	0
K00507	41.8
K00508	2.13
K00510	1.25
K00517	1.88
K00520	0
K00523	69.3
K00525	88.48
K00526	66.49
K00527	66.78
K00528	105.27
K00529	65.66
K00531	0.22
K00532	8.24
K00533	10.98
K00534	0
K00537	97.08
K00543	0
K00547	12.68
K00548	113.59
K00549	77.24
K00554	89.17
K00556	0
K00557	4.22
K00558	50.26
K00560	77.43
K00561	20.68
K00563	13.44
K00564	8.55
K00566	117.39
K00567	113.24
K00568	39.92
K00569	33.71
K00570	0
K00571	35.17
K00573	72.68
K00574	62.68
K00575	84.7
K00584	0
K00588	2.98
K00590	0
K00595	9.14
K00596	0
K00598	7.13
K00600	90.21
K00602	107.27
K00603	18.25
K00604	121.78
K00605	60.33
K00606	66.55
K00608	0
K00609	112.04
K00610	36.48
K00611	33.79
K00612	1
K00613	1.46
K00615	172.43
K00616	89.17
K00619	0
K00620	61.9
K00621	0
K00625	99.07
K00626	204.33
K00627	83.47
K00631	0.66
K00632	69.3
K00633	11.69
K00634	39.97
K00635	0
K00638	1.87
K00639	23.23
K00640	96.53
K00641	36.5
K00643	0
K00645	92.08
K00646	0
K00647	14.99
K00648	144.07
K00651	51.24
K00652	63.14
K00655	144.19
K00656	102.48
K00657	31.39
K00658	42.23
K00661	90.39
K00662	1.94
K00663	0
K00666	94.27
K00672	0
K00673	3.76
K00674	58.58
K00675	0
K00677	71.29
K00680	25.72
K00681	184.55
K00683	0
K00684	38.56
K00685	35.59
K00686	3.09
K00687	1
K00688	63.54
K00689	0
K00690	10.96
K00691	3.35
K00692	1.6
K00694	0.72
K00696	0
K00697	6.46
K00700	79.91
K00702	7.78
K00703	80.15
K00705	77.09
K00709	0
K00712	4.2
K00720	0
K00721	30.26
K00728	1
K00737	0
K00745	0
K00748	54.52
K00752	1.56
K00754	29.44
K00756	27.49
K00757	30.72
K00758	2.85
K00759	91.58
K00760	69.92
K00761	89.17
K00762	88.73
K00763	91.07
K00764	105.96
K00765	69.83
K00766	71.76
K00767	73.85
K00768	34.21
K00769	1.82
K00772	2.5
K00773	89.17
K00782	16.71
K00783	87.28
K00784	44.58
K00785	0.66
K00786	6.76
K00788	113.71
K00789	96.18
K00790	153.64
K00791	106.44
K00793	87.65
K00794	82.65
K00795	36.25
K00796	74.54
K00797	35.79
K00798	56.46
K00799	356.1
K00800	88.42
K00801	0
K00803	3.88
K00805	30.76
K00806	104.65
K00808	0
K00809	0
K00812	109.63
K00813	5.66
K00817	164.76
K00818	55.32
K00819	0.73
K00820	90.99
K00821	58.2
K00822	64.74
K00823	36.63
K00824	46.12
K00826	136.43
K00830	33.71
K00831	76.88
K00832	42.82
K00833	53.95
K00835	0
K00836	34.37
K00839	6.6
K00840	1.88
K00841	7.01
K00842	0
K00844	6.37
K00845	89.94
K00847	52.36
K00848	17.89
K00849	36.67
K00850	88.04
K00851	10.43
K00852	43.12
K00853	6.51
K00854	46.92
K00855	0
K00856	36.73
K00857	47.9
K00858	84.17
K00859	96.17
K00860	17.23
K00862	1
K00863	8.88
K00864	88.99
K00865	78.6
K00867	5.61
K00868	72.12
K00869	4.45
K00870	0
K00872	25.36
K00873	105.11
K00874	69.41
K00876	85.95
K00878	34.58
K00879	1.66
K00880	3.07
K00881	0
K00882	23.4
K00883	6.21
K00884	2.54
K00885	0.66
K00886	5.75
K00887	12.59
K00891	98.18
K00892	0
K00895	17.27
K00897	0.41
K00899	17.99
K00901	67.05
K00906	31.26
K00912	54.52
K00917	7.49
K00918	0
K00919	88.17
K00924	8.55
K00925	96.42
K00926	19.95
K00927	88.03
K00928	123.39
K00929	42.2
K00930	72.03
K00931	79.7
K00932	0
K00936	79.8
K00937	65.56
K00938	4.45
K00939	92.15
K00940	62.62
K00941	132.08
K00942	96.42
K00943	68.47
K00945	91.4
K00946	54.77
K00947	0
K00948	104.78
K00949	51.67
K00950	79.1
K00951	138.47
K00954	91.05
K00955	9.1
K00956	47.54
K00957	56.06
K00958	0
K00962	80.97
K00963	96.64
K00965	21.39
K00966	3.85
K00968	0.35
K00969	88.87
K00970	52.88
K00971	62.17
K00972	3
K00973	91.72
K00974	65.98
K00975	47.82
K00978	14.03
K00979	54.02
K00980	6.65
K00981	99.73
K00982	37.67
K00983	10.34
K00984	0.23
K00986	9.12
K00988	0
K00989	49.58
K00990	37.67
K00991	93.37
K00992	35.59
K00993	0
K00995	88.04
K00996	6.66
K00997	66.49
K00998	0.66
K01000	84.17
K01002	0.25
K01003	0
K01004	0
K01006	44.8
K01007	45.92
K01008	50.99
K01011	51.03
K01012	95.86
K01023	0
K01026	26.25
K01027	0
K01028	64.97
K01029	68
K01031	69.3
K01032	69.3
K01034	13.19
K01035	13.19
K01039	33.48
K01040	33.48
K01042	45.18
K01046	26.72
K01048	20.39
K01051	23
K01053	52.76
K01055	69.3
K01056	89.42
K01057	13.68
K01058	1.88
K01060	6.76
K01061	104.89
K01066	34.06
K01067	0
K01069	36.25
K01070	38.13
K01071	8.2
K01073	0
K01075	29.38
K01077	27.39
K01078	3.76
K01079	55.29
K01081	69.15
K01082	13.56
K01083	1.88
K01085	6.65
K01086	0
K01087	6.46
K01089	10.93
K01090	37.81
K01091	229.73
K01092	95.38
K01093	0
K01095	41.56
K01096	0.66
K01101	13.2
K01104	120.51
K01113	8.09
K01114	85.43
K01117	0
K01118	82.98
K01119	42.78
K01120	0
K01121	0
K01126	127.94
K01129	86.86
K01130	40.58
K01133	6.99
K01134	0
K01135	5
K01136	0
K01137	0
K01138	6
K01139	0.89
K01141	2.54
K01142	129.91
K01144	10.63
K01146	0
K01147	36.25
K01150	0.23
K01151	39.47
K01153	86.98
K01154	116.7
K01155	16.93
K01156	14.15
K01158	0
K01159	64.08
K01160	0
K01163	26.63
K01165	0
K01166	2.54
K01167	0
K01169	0
K01173	79.69
K01174	2.43
K01175	0.66
K01176	21.14
K01178	0
K01179	64.46
K01181	24.66
K01182	18.68
K01183	29.55
K01184	0
K01185	16.39
K01186	34.5
K01187	95.4
K01188	0
K01190	144.07
K01191	15.85
K01192	20.27
K01193	12.49
K01194	0
K01195	13
K01197	16.59
K01198	2.54
K01200	38.45
K01201	15.49
K01205	23.41
K01206	69.96
K01207	57.25
K01208	0
K01209	50.3
K01210	0.8
K01212	6
K01215	2.02
K01216	0.05
K01218	26.28
K01219	0
K01220	1.38
K01222	28.12
K01223	88.63
K01224	22.18
K01226	15.82
K01227	0
K01232	15.67
K01233	0.02
K01235	13.68
K01236	33.71
K01239	12.3
K01241	46.11
K01243	86.92
K01246	61.36
K01247	39.7
K01250	2.45
K01251	45.21
K01252	0
K01253	0
K01255	44.08
K01256	42.98
K01258	50.6
K01259	45.91
K01261	1.25
K01262	146.06
K01263	0
K01264	0
K01265	131.68
K01266	38.71
K01267	21.89
K01269	0
K01270	62.89
K01271	24.64
K01273	22.46
K01274	1
K01277	17.27
K01278	37.59
K01281	4.2
K01283	0
K01284	38.25
K01286	47.08
K01295	38.7
K01297	92.13
K01299	5.51
K01301	0
K01303	5
K01304	14.4
K01305	14.72
K01308	12.27
K01318	2.98
K01322	15.59
K01338	135.73
K01342	0.35
K01347	1.32
K01354	3.8
K01355	0
K01356	81.64
K01358	123.03
K01361	2.25
K01372	37.1
K01387	8.86
K01390	0
K01392	0
K01399	0
K01400	1.08
K01401	0
K01406	0
K01407	0
K01409	98.15
K01414	36.25
K01415	0
K01417	0
K01419	42.25
K01420	72.71
K01421	47.18
K01424	106.35
K01425	13.58
K01426	210.51
K01427	0
K01428	9.41
K01429	7.85
K01430	9.63
K01432	33.71
K01433	43.02
K01434	33.48
K01436	24.43
K01438	81.69
K01439	60.58
K01440	0.65
K01442	75.03
K01443	70.49
K01444	0
K01446	18.88
K01447	15.05
K01448	188.75
K01449	37.34
K01451	177.41
K01452	0
K01453	1.88
K01455	33.71
K01457	4.33
K01458	39.92
K01460	0
K01461	29.38
K01462	161.24
K01464	23
K01465	122.25
K01466	1.79
K01467	2.22
K01468	60.29
K01469	35.59
K01470	15.27
K01471	0
K01473	134.84
K01474	134.84
K01476	50.07
K01477	0
K01478	17.79
K01479	61.74
K01480	75.32
K01482	3.66
K01483	4.56
K01484	1.88
K01485	46.58
K01486	15.43
K01487	6.74
K01488	40.83
K01489	51.03
K01491	92.38
K01492	10.77
K01493	56.04
K01494	46.34
K01495	45.6
K01496	50.76
K01497	2.54
K01499	0
K01501	64.97
K01502	0
K01505	0
K01507	45.28
K01512	49.55
K01515	85.29
K01518	0
K01520	81.73
K01521	0
K01523	52.74
K01524	84.21
K01525	36.25
K01531	49.41
K01533	27.7
K01534	87.98
K01535	1
K01537	89.6
K01545	0
K01546	55.51
K01547	56.51
K01548	55.51
K01551	18.8
K01555	33.71
K01556	31.26
K01560	24.13
K01561	62.63
K01563	0
K01567	20.28
K01568	0
K01569	2.37
K01571	12.97
K01572	39.6
K01573	10.27
K01574	3.63
K01575	6.98
K01576	0
K01577	0
K01578	33.71
K01579	55.34
K01580	42.78
K01581	3
K01582	10.34
K01583	3.14
K01584	35.59
K01585	22.41
K01586	92.66
K01588	85.12
K01589	45.87
K01590	4.71
K01591	87.54
K01593	0
K01594	0
K01595	41.59
K01596	38.48
K01597	4.45
K01598	2.39
K01599	60.43
K01601	34.71
K01602	0
K01607	126.27
K01608	0
K01609	64.28
K01610	20.99
K01611	25.02
K01613	71.08
K01615	0
K01616	0.25
K01617	29.15
K01619	77.76
K01620	73.93
K01621	10.66
K01622	0
K01623	1.6
K01624	139.66
K01625	95.87
K01626	82.25
K01627	54.02
K01628	63.8
K01629	21.02
K01630	40.59
K01631	4.33
K01633	64.51
K01635	4
K01637	35.59
K01638	35.59
K01639	28.78
K01640	109.45
K01641	4.45
K01643	10.89
K01644	173.16
K01646	10.89
K01647	102.57
K01649	112.81
K01652	398.05
K01653	87.88
K01654	9.07
K01655	0
K01657	65.76
K01658	70.94
K01659	35.59
K01661	22.06
K01662	103.44
K01664	9.65
K01665	60.22
K01666	5.58
K01667	14.63
K01668	2.98
K01669	6.21
K01671	0
K01673	114.3
K01674	4.08
K01676	55.78
K01677	51.87
K01678	51.87
K01679	44.25
K01681	175.28
K01682	33.71
K01683	0
K01684	12.9
K01685	29.04
K01686	36.15
K01687	222.24
K01689	94.73
K01690	1.88
K01692	226.3
K01693	60.4
K01695	67.9
K01696	71.33
K01697	3.3
K01698	57.98
K01699	1
K01703	153.79
K01704	182.94
K01706	4.33
K01707	4.33
K01708	4.33
K01709	14.03
K01710	100.72
K01711	26.48
K01712	26.81
K01713	4.33
K01714	305.56
K01715	62.64
K01716	0.66
K01719	52.86
K01720	38.04
K01721	8.66
K01724	35.59
K01725	0
K01727	0.75
K01728	5.35
K01729	0
K01730	1
K01733	90.58
K01734	30.78
K01735	89.42
K01736	87.92
K01737	62.27
K01738	87.6
K01739	16.37
K01740	156.57
K01744	30.12
K01745	39.81
K01746	6.98
K01749	57.52
K01750	80.16
K01751	40.04
K01752	109.49
K01753	43.89
K01754	204.43
K01755	116.16
K01756	88.99
K01758	2.29
K01759	101.68
K01760	153.92
K01761	5.48
K01766	0.66
K01768	1.88
K01770	83.72
K01771	0.62
K01772	38.46
K01775	102.27
K01776	54.81
K01777	0
K01778	77.9
K01779	79.14
K01781	0
K01782	29.38
K01783	123.05
K01784	146.23
K01785	66.45
K01787	27.97
K01788	16.23
K01790	86.31
K01791	60.3
K01792	3.96
K01795	0
K01796	29.38
K01799	63.32
K01800	39.12
K01801	70.38
K01802	27.61
K01803	95.87
K01804	14.76
K01805	18.85
K01807	61.25
K01808	56.77
K01809	108.89
K01810	116.64
K01811	50.64
K01812	24.29
K01813	11.06
K01814	70.67
K01815	23.41
K01816	35.59
K01817	78.99
K01818	8.39
K01819	7.88
K01820	1.88
K01821	20.03
K01823	4.72
K01825	0
K01826	29.38
K01829	0.5
K01834	64.68
K01835	58.91
K01838	3.68
K01839	29.1
K01840	19.91
K01841	34.37
K01843	19.97
K01844	0
K01845	61.29
K01846	7.33
K01847	21.04
K01848	0
K01849	0
K01850	0
K01851	0
K01854	17
K01856	35.36
K01857	8.66
K01858	16.14
K01866	96.23
K01867	89.17
K01868	90.69
K01869	95.52
K01870	89.52
K01872	100.36
K01873	89.17
K01874	96.91
K01875	91.4
K01876	92.95
K01878	42.95
K01879	42.95
K01880	46.22
K01881	92.04
K01883	91.05
K01884	0
K01885	82.64
K01886	64.64
K01887	89.17
K01889	89.17
K01890	89.17
K01892	90.97
K01893	48.7
K01894	35.59
K01895	154.05
K01896	0
K01897	241.48
K01902	49.5
K01903	49.5
K01905	3.7
K01906	4.25
K01907	0
K01908	35.59
K01910	13.91
K01911	20.6
K01912	156.34
K01914	47.09
K01915	151.55
K01916	12.78
K01918	65.8
K01919	66.56
K01920	35.59
K01921	96.11
K01922	2.39
K01923	87.32
K01924	89.17
K01925	89.17
K01926	42.5
K01928	69.06
K01929	60.68
K01933	85.12
K01934	56.81
K01935	40.32
K01937	85.94
K01938	51.67
K01939	89.01
K01940	78.12
K01941	0
K01945	87.32
K01947	0
K01950	91.34
K01951	147.93
K01952	87.79
K01953	172.89
K01955	123.16
K01956	100.72
K01958	17.52
K01959	1.14
K01960	24.54
K01961	141.14
K01962	54.11
K01963	61.84
K01965	0
K01966	16.25
K01968	35.59
K01969	35.59
K01971	44.87
K01972	89.53
K01974	0
K01975	44.1
K01989	68.29
K01990	464.87
K01991	113.44
K01992	481.28
K01993	79.75
K01994	5
K01995	371.83
K01996	373.71
K01997	373.71
K01998	373.73
K01999	376.61
K02000	43.47
K02001	43.47
K02002	72.85
K02003	359.1
K02004	394.41
K02005	59.74
K02006	23.6
K02007	29.45
K02008	28.45
K02009	18.18
K02010	196.31
K02011	197.78
K02012	169.91
K02013	217.5
K02014	479.86
K02015	238.8
K02016	224.04
K02017	53.8
K02018	58.39
K02019	40.27
K02020	69.41
K02021	0.36
K02022	1.14
K02024	7.52
K02025	105.82
K02026	104.17
K02027	146.95
K02028	271.59
K02029	426.64
K02030	429.39
K02031	343.85
K02032	397.71
K02033	416.32
K02034	412.32
K02035	427.3
K02036	88.24
K02037	83.54
K02038	83.54
K02039	75.59
K02040	103.31
K02041	49.43
K02042	86.53
K02043	4.33
K02044	47.41
K02045	38.83
K02046	43.16
K02047	43.16
K02048	48.06
K02049	345.56
K02050	322.23
K02051	335.45
K02052	158.41
K02053	158.04
K02054	123.88
K02055	157.83
K02056	101.13
K02057	159.35
K02058	14.07
K02062	0.66
K02063	0.66
K02064	0.66
K02065	90.11
K02066	91.99
K02067	90.99
K02068	23.21
K02069	29.19
K02071	82.27
K02072	82.49
K02073	165.56
K02074	43.08
K02075	38.08
K02076	3.2
K02077	44.06
K02078	144.42
K02079	0
K02080	5
K02081	8.88
K02082	14.76
K02083	6.56
K02086	9.45
K02099	2.58
K02100	0.36
K02103	6.54
K02106	37.85
K02107	18.54
K02108	86.59
K02109	86.59
K02110	86.59
K02111	86.59
K02112	86.59
K02113	80.59
K02114	86.59
K02115	86.59
K02116	39.7
K02117	34.04
K02118	34.04
K02119	23.77
K02120	34.04
K02121	28.04
K02122	23.77
K02123	34.04
K02124	34.04
K02160	68.44
K02164	0
K02167	0
K02168	30.52
K02169	76.12
K02170	30.1
K02171	17.52
K02172	19.09
K02173	10.04
K02182	29.84
K02188	21.95
K02189	20.18
K02190	20.18
K02191	13.06
K02192	41.2
K02193	6.68
K02194	6.68
K02195	6.68
K02196	0.66
K02197	6.68
K02198	36.97
K02199	35.03
K02200	10.44
K02203	4.46
K02204	36.59
K02205	0
K02217	38.43
K02221	60.83
K02224	24.7
K02225	1.88
K02226	37.94
K02227	29.96
K02228	0.25
K02229	0.25
K02230	6.71
K02231	38.08
K02232	33.14
K02233	33.08
K02234	0
K02236	2
K02237	70.02
K02238	122.68
K02240	9.45
K02241	11.25
K02242	16.09
K02243	9.45
K02244	4.45
K02245	9.45
K02246	8.45
K02248	3.2
K02250	5
K02251	0
K02255	0
K02258	1.88
K02259	35.84
K02274	65.22
K02275	40.17
K02276	35.84
K02277	0
K02278	42.11
K02279	44.69
K02280	71.18
K02281	0
K02282	39.22
K02283	93.52
K02291	36.59
K02297	64.97
K02298	64.97
K02299	64.97
K02300	64.97
K02302	38.96
K02303	37.24
K02304	16.16
K02305	0
K02313	86.97
K02314	104.24
K02315	39.49
K02316	89.17
K02317	0
K02334	62.37
K02335	91.07
K02336	1.88
K02337	94.53
K02338	89.95
K02339	36.25
K02340	88.17
K02341	88.17
K02342	124.25
K02343	84.17
K02344	0.66
K02345	0
K02346	90.55
K02347	4
K02348	12.84
K02351	33.71
K02352	0
K02355	169.65
K02356	90.17
K02357	89.17
K02358	170.23
K02361	17.52
K02362	0
K02363	0
K02364	0
K02371	39.01
K02372	77.57
K02377	29.61
K02379	44.61
K02380	6.87
K02381	0
K02383	0
K02385	17.28
K02386	37.47
K02387	59.63
K02388	57.75
K02389	57.75
K02390	62.32
K02391	37.47
K02392	78.03
K02393	37.47
K02394	37.47
K02395	48.99
K02396	63.39
K02397	57.75
K02398	57.15
K02399	37.47
K02400	57.75
K02401	47.11
K02402	35.59
K02403	35.59
K02404	55.87
K02405	57.75
K02406	105.11
K02407	62.63
K02408	57.75
K02409	57.75
K02410	57.75
K02411	57.75
K02412	57.75
K02413	55.87
K02414	57.75
K02415	52.12
K02416	57.75
K02417	57.75
K02418	54.87
K02419	57.75
K02420	57.75
K02421	47.11
K02422	64.75
K02423	37.47
K02424	39.38
K02425	0
K02426	17.93
K02427	36.25
K02428	109.86
K02429	49.2
K02430	0.66
K02431	11.04
K02433	247.26
K02434	67.5
K02435	72.5
K02436	0
K02437	65.7
K02438	48.87
K02439	0.66
K02440	31.49
K02441	0.66
K02443	29.39
K02444	50.65
K02445	9.26
K02446	15.34
K02448	0
K02450	2.11
K02451	1.88
K02452	6.21
K02453	41.23
K02454	43.11
K02455	39.35
K02456	19.09
K02457	6.21
K02458	6.21
K02459	6.21
K02460	6.21
K02461	6.21
K02462	6.21
K02463	6.21
K02464	0
K02466	2
K02467	0
K02468	1
K02469	97.78
K02470	92.78
K02471	5.99
K02472	1.6
K02473	39.32
K02474	87.55
K02475	9.89
K02476	9.89
K02477	51.7
K02478	5.33
K02479	0
K02480	31.03
K02481	16.54
K02482	0
K02483	128.17
K02484	27.5
K02485	0
K02486	0
K02487	0
K02488	0
K02490	0
K02492	58.11
K02493	80.97
K02494	36.25
K02495	160.02
K02496	36.25
K02497	0
K02498	36.25
K02499	20.18
K02500	74.55
K02501	73.55
K02502	58.98
K02503	118.3
K02504	0.66
K02505	0.66
K02506	0.66
K02507	1.66
K02508	0
K02509	60.96
K02510	83.63
K02511	1.88
K02517	91.36
K02518	122.7
K02519	89.17
K02520	90.53
K02521	0.66
K02523	53.76
K02525	13.88
K02526	14.92
K02527	54.02
K02528	89.17
K02529	319.39
K02530	4.66
K02531	1
K02532	1.38
K02533	35.59
K02535	37.25
K02536	59.56
K02538	0
K02548	23.77
K02549	4.79
K02550	0
K02551	20.62
K02552	2.34
K02553	2.54
K02554	29.15
K02556	76.68
K02557	92.8
K02558	36.25
K02560	0.66
K02562	0
K02563	84.17
K02564	79.07
K02565	0
K02566	2.25
K02567	31.5
K02568	31.5
K02569	30.04
K02570	31.5
K02571	29.38
K02572	1.32
K02573	5.04
K02574	5.04
K02575	8.86
K02584	0
K02585	6.88
K02586	13.12
K02587	7.52
K02588	14.93
K02589	10.42
K02590	10.42
K02591	13.12
K02592	4.36
K02593	0
K02594	15.21
K02595	0
K02596	0
K02597	0
K02598	17.39
K02600	89.17
K02601	92.99
K02609	35.59
K02610	35.59
K02611	35.59
K02612	35.59
K02613	35.59
K02614	59.37
K02615	0
K02616	35.59
K02617	1.88
K02618	1.88
K02619	59.97
K02621	74.01
K02622	74.01
K02623	0
K02624	98.45
K02625	1.88
K02626	0
K02635	0
K02636	0
K02647	18.15
K02650	30.11
K02651	45.08
K02652	33.76
K02653	39.78
K02654	102.51
K02655	1.88
K02656	2.54
K02657	1.88
K02658	1.88
K02659	1.88
K02660	1.88
K02661	0
K02662	13.47
K02663	16.3
K02664	12.85
K02665	0
K02666	1
K02667	1.88
K02668	0
K02669	38.35
K02670	1.88
K02671	1.88
K02672	1.88
K02673	1.88
K02674	1.88
K02676	0
K02679	0.66
K02680	0.66
K02681	0.66
K02682	0.66
K02686	36.25
K02687	85.57
K02688	35.59
K02742	0.66
K02744	24.61
K02745	12.67
K02746	16.67
K02747	16.67
K02750	11.67
K02753	0.02
K02755	1
K02756	0
K02757	59.43
K02759	72.93
K02760	64.81
K02761	74.4
K02763	12.88
K02765	13.97
K02768	36.62
K02769	27
K02770	61.83
K02771	0
K02773	24.77
K02774	29.77
K02775	35.88
K02777	36.27
K02778	0
K02779	20.31
K02781	18.12
K02782	3.01
K02783	29.24
K02784	5.66
K02786	1.38
K02788	1.38
K02791	4.03
K02793	64.12
K02794	75.42
K02795	72.85
K02796	72.8
K02798	10.62
K02800	22.22
K02802	0
K02803	0
K02804	12.49
K02805	3.24
K02806	40.83
K02808	0
K02810	18.37
K02812	0
K02813	0
K02814	0.22
K02815	0.22
K02819	12.08
K02821	80.76
K02822	39.13
K02823	51.6
K02824	48.78
K02825	30.94
K02826	0
K02827	0
K02828	0
K02829	0
K02834	89.17
K02835	89.17
K02836	89.17
K02837	90.29
K02838	89.17
K02839	0.59
K02840	0
K02841	36.59
K02843	41.37
K02844	29.38
K02846	0
K02847	35.59
K02848	0
K02849	0
K02850	0
K02851	23.29
K02852	0.18
K02853	0
K02854	1.14
K02855	2.14
K02856	10.04
K02858	41.15
K02859	3.2
K02860	89.17
K02862	0
K02863	89.17
K02864	89.17
K02867	89.17
K02871	89.17
K02874	89.17
K02876	89.17
K02878	89.17
K02879	89.82
K02881	89.17
K02884	89.17
K02886	89.17
K02887	84.17
K02888	89.17
K02890	89.17
K02892	89.17
K02895	89.17
K02897	83.4
K02899	89.17
K02902	89.58
K02904	89.17
K02906	89.17
K02907	83.92
K02909	89.83
K02911	90.53
K02913	90.38
K02914	80.47
K02916	88.99
K02919	82.79
K02926	89.17
K02927	0.05
K02931	89.17
K02933	89.17
K02935	89.17
K02939	86.97
K02945	82.06
K02946	89.17
K02948	89.17
K02950	89.17
K02952	89.17
K02954	94.78
K02956	89.17
K02959	89.17
K02961	89.17
K02963	86.97
K02965	83.99
K02967	89.17
K02968	89.17
K02970	86.27
K02972	0
K02982	89.17
K02986	94.38
K02988	89.17
K02990	81.97
K02992	89.17
K02994	89.17
K02996	89.17
K03040	94.7
K03043	89.17
K03046	89.17
K03048	9.45
K03060	66.65
K03070	91.56
K03071	41.47
K03072	53.77
K03073	83.17
K03074	53.77
K03075	89.17
K03076	89.17
K03077	28.29
K03078	0
K03079	6.6
K03086	112.61
K03087	2.49
K03088	740.56
K03089	36.25
K03090	7.68
K03091	154.96
K03092	119.61
K03093	14.57
K03095	4.2
K03098	35.59
K03100	144.62
K03101	91.3
K03106	89.17
K03110	89.17
K03111	176.16
K03112	0
K03113	12.81
K03116	58.61
K03117	38.22
K03118	57.81
K03119	98.91
K03146	6.35
K03147	94.05
K03148	12.58
K03149	66.35
K03150	56.12
K03151	25.43
K03152	43.6
K03153	0
