function.	GI_11
K00261	3.6127419
K00262	77.430069
K00263	0.7112743
K00265	11.0530104
K00266	164.3228683
K00270	0
K00271	0
K00274	23.5537344
K00275	3.0383975
K00276	0.4773742
K00278	92.8145087
K00280	0
K00281	4.4435351
K00282	27.5599325
K00283	26.4179452
K00284	13.0683882
K00285	2.9339565
K00286	104.4923156
K00287	80.7158812
K00290	15.8400843
K00292	0
K00293	0
K00294	0.8896831
K00297	76.242427
K00298	10.2395224
K00299	3.5851879
K00301	0.1166901
K00302	1.9537231
K00303	5.1766168
K00304	0.5683459
K00305	0.5736096
K00309	1.1377247
K00311	2.3314323
K00313	7.3093204
K00315	0
K00316	0.1039246
K00317	0.0526697
K00318	1.2287016
K00320	0
K00322	1.2306559
K00324	4.2727312
K00325	2.3901625
K00329	1.0420459
K00330	9.9600547
K00331	9.0991709
K00332	5.4673835
K00333	5.4706449
K00334	101.3429686
K00335	101.8047071
K00336	100.4867099
K00337	11.0461118
K00338	10.2586769
K00339	9.8768706
K00340	8.7296712
K00341	6.7842596
K00342	9.997936
K00343	9.8356364
K00344	2.8667545
K00346	3.8109015
K00347	3.8194266
K00348	3.8194266
K00349	3.8194266
K00350	3.8721858
K00351	3.8034066
K00353	0
K00354	0.0210548
K00355	5.7353959
K00356	1.498907
K00358	2.0346453
K00359	6.8839472
K00362	6.4434209
K00363	1.4926267
K00364	6.7594254
K00365	0
K00366	17.3051528
K00367	0
K00368	0.193722
K00370	1.9146414
K00371	1.9108164
K00372	6.3332528
K00373	1.910448
K00374	2.3188431
K00375	59.5363392
K00376	0.3884605
K00378	132.3025528
K00380	1.3991615
K00381	1.6617897
K00382	57.9826809
K00383	3.4150427
K00384	211.2145653
K00385	37.7793785
K00387	0
K00389	5.8012066
K00390	45.4713114
K00392	2.3160146
K00394	19.6593676
K00395	18.4987302
K00404	0.9406633
K00405	0.6761281
K00406	0.7033914
K00407	0.5668612
K00411	0.5243466
K00412	0.5318707
K00413	0.5190829
K00423	0.0157911
K00425	13.3311
K00426	13.3388053
K00427	0.8222435
K00428	3.1661092
K00432	48.1040071
K00433	18.6181835
K00435	0.004187
K00436	0.0105274
K00441	0.7074873
K00442	0.3883
K00446	0.0528165
K00448	0.8475021
K00449	0.8569498
K00450	0.6189655
K00451	0.5684808
K00452	0.0263186
K00453	0.2934182
K00455	0.9064253
K00456	0
K00457	1.4732184
K00459	1.7699544
K00462	0.0105274
K00466	0.257247
K00467	0.0125611
K00469	0
K00470	0.0199751
K00471	0.1661443
K00472	0.0526371
K00476	0.1210654
K00477	0.1421202
K00478	0
K00479	0.5379783
K00480	0.4877315
K00481	0.8149751
K00483	0.7185288
K00484	0.8085521
K00485	0.0430545
K00486	0
K00491	0
K00492	0.245235
K00493	0.0199751
K00495	0.0094477
K00496	0.3793921
K00499	0.1526476
K00500	0.5158437
K00505	0.0357662
K00507	0.2568421
K00508	0.1231128
K00510	5.6886236
K00511	0
K00517	0.2499934
K00518	0.3883
K00519	0
K00520	4.2469717
K00523	0.4269251
K00525	83.301113
K00526	32.660735
K00527	113.575362
K00528	105.5971005
K00529	0.7367577
K00530	0
K00531	5.7174313
K00532	22.2317215
K00533	5.5760326
K00534	2.7180999
K00537	22.3510416
K00538	2.2754494
K00539	0
K00540	15.6742909
K00543	0.0579008
K00545	0
K00547	18.2301743
K00548	110.1085132
K00549	12.3500952
K00554	98.4058465
K00556	6.1644934
K00557	2.1366404
K00558	150.9881949
K00559	0
K00560	73.041985
K00561	0.035191
K00563	14.3447827
K00564	18.1144245
K00566	117.8893188
K00567	76.9666034
K00568	2.1787989
K00569	0.3684598
K00570	0
K00571	1.8321521
K00573	9.569014
K00574	39.2649703
K00575	218.9337948
K00584	0.1616889
K00588	1.1524361
K00590	0.0134903
K00595	29.5997529
K00596	0.073692
K00598	3.2465462
K00599	43.8899927
K00600	102.0312519
K00602	110.849117
K00603	7.1136655
K00604	133.8078036
K00605	31.1339247
K00606	81.5244354
K00607	0.0052637
K00608	0
K00609	98.0069426
K00610	47.7778538
K00611	92.1986401
K00612	2.5941533
K00613	0.3889343
K00614	0.0622203
K00615	317.7025026
K00616	84.786743
K00619	5.7523387
K00620	78.8864321
K00622	0
K00624	0
K00625	90.0991768
K00626	75.8889588
K00627	23.8885921
K00631	1.1885286
K00632	1.97586
K00633	6.7266188
K00634	31.86043
K00635	0
K00638	43.723244
K00639	7.1385369
K00640	104.6698359
K00641	2.264404
K00643	0.0377907
K00645	108.869954
K00646	0.0684282
K00647	5.7747394
K00648	193.2374586
K00651	84.7357238
K00652	38.5296666
K00655	147.6753869
K00656	165.1277964
K00657	31.679436
K00658	3.0513404
K00661	78.6996624
K00662	8.1120504
K00663	0.0212837
K00666	56.9864104
K00672	0.0315823
K00673	2.1041081
K00674	33.8606119
K00675	2.936797
K00676	19.8372364
K00677	11.9098152
K00680	8.909097
K00681	6.8002706
K00683	0.0207401
K00684	36.8723693
K00685	0.547426
K00686	17.0658707
K00687	0.234067
K00688	127.3901661
K00689	0.0510785
K00690	13.0889837
K00691	6.322835
K00692	6.3479958
K00693	0
K00694	5.5811918
K00696	0
K00697	3.4786761
K00700	81.8670919
K00701	0.0118515
K00702	13.4825234
K00703	129.5662254
K00705	56.8638647
K00712	0.3032058
K00713	0.1077131
K00720	0.311221
K00721	87.1611537
K00729	0
K00737	0.2116528
K00745	0.0059257
K00748	8.6651507
K00752	1.245434
K00754	17.5403048
K00756	69.197195
K00757	25.5774147
K00758	15.1802086
K00759	94.4237577
K00760	115.9552621
K00761	99.1910301
K00762	67.9432108
K00763	97.9873471
K00764	115.6949536
K00765	83.0887172
K00766	72.7812342
K00767	90.8862522
K00768	80.5949945
K00769	4.32005
K00772	32.159231
K00773	99.4990759
K00776	0
K00777	0.004187
K00782	11.4835772
K00783	98.8140002
K00784	68.9465383
K00785	0.0273888
K00786	19.5813777
K00788	130.0681243
K00789	106.4638531
K00790	209.6865004
K00791	102.7162828
K00793	82.9150805
K00794	91.8713167
K00795	1.0201074
K00796	74.4894637
K00797	73.0119294
K00798	78.9979585
K00799	6.6599032
K00800	127.0640645
K00801	0.1684388
K00803	1.1337106
K00805	111.390552
K00806	132.3465636
K00808	0.0430545
K00809	0.3883
K00810	0
K00812	97.1332254
K00813	0.4985262
K00817	124.3585522
K00818	19.062558
K00819	2.9144439
K00820	102.2566642
K00821	60.2717247
K00822	0.7208585
K00823	7.6610458
K00824	8.9611127
K00826	122.6956532
K00830	1.6080974
K00831	60.4343733
K00832	3.958858
K00833	58.1221207
K00835	0.8179809
K00836	2.0295277
K00837	7.0957544
K00839	4.7752092
K00840	1.0660772
K00841	6.1161927
K00842	0.0042626
K00843	0
K00844	4.6350462
K00845	135.9715034
K00847	92.5040994
K00848	23.036454
K00849	44.2634101
K00850	202.8529734
K00851	4.5322956
K00852	40.3240425
K00853	7.0675187
K00854	48.1222472
K00855	1.6346883
K00856	9.6326484
K00857	41.5997049
K00858	100.5296978
K00859	94.1222311
K00860	17.0902418
K00862	0.0052813
K00863	17.6286485
K00864	102.349019
K00865	79.696248
K00867	1.3171651
K00868	41.5560713
K00869	2.5646998
K00870	0
K00872	32.2045604
K00873	93.7914223
K00874	82.5965596
K00875	0.0052637
K00876	137.0189496
K00878	76.2541111
K00879	3.4500732
K00880	2.299259
K00881	0.2790108
K00882	57.6840992
K00883	1.3089111
K00884	0.7856266
K00885	0.6163105
K00886	0.0526371
K00887	0.0052637
K00891	151.9403926
K00892	0.8200688
K00893	0
K00895	2.9204445
K00897	5.0140587
K00899	21.4353323
K00901	48.8906627
K00903	0.0052637
K00906	1.3149832
K00912	9.4233635
K00917	38.2784798
K00918	1.1377247
K00919	99.3717364
K00924	1.2374868
K00925	104.964542
K00926	54.3999483
K00927	101.7599639
K00928	138.0091119
K00929	61.8408757
K00930	79.171188
K00931	83.2408863
K00932	0.7786785
K00934	1.1377247
K00936	152.2942728
K00937	42.2929097
K00938	2.5718497
K00939	100.7465374
K00940	55.1295081
K00941	81.1264575
K00942	97.3588166
K00943	73.5660501
K00945	99.7582149
K00946	10.2671402
K00947	0.0094477
K00948	122.5163184
K00949	91.4299393
K00950	58.7068271
K00951	101.8122709
K00952	0.7766
K00954	99.4095522
K00955	36.5084326
K00956	7.2092433
K00957	58.8854156
K00958	6.8547015
K00960	0.0052637
K00962	98.6372354
K00963	93.7628274
K00965	46.470038
K00966	32.0588529
K00968	0.3616637
K00969	98.2554596
K00970	20.0942566
K00971	35.7514023
K00972	15.6726919
K00973	76.9680225
K00974	123.4734278
K00975	151.3665696
K00978	47.4680197
K00979	13.0068925
K00980	6.06758
K00981	104.0033303
K00982	1.3780573
K00983	61.5659655
K00984	6.7810011
K00985	0.0052637
K00986	0.9514322
K00988	0.0315823
K00989	44.0835513
K00990	6.0323584
K00991	106.1314686
K00992	2.2859768
K00995	174.7683569
K00996	0.4433769
K00997	45.8205253
K00998	1.0048562
K00999	0
K01000	100.1937562
K01002	3.2098457
K01003	0.2121681
K01004	0.1984014
K01005	1.2344614
K01006	85.9645134
K01007	60.9028801
K01008	40.8366538
K01011	41.6951332
K01012	175.5095318
K01013	0
K01023	0.5846329
K01026	21.1755776
K01027	0.0094477
K01028	0.8040579
K01029	6.4969441
K01031	0.5882306
K01032	0.5882306
K01034	27.997081
K01035	13.193872
K01036	0
K01039	3.0337471
K01040	4.1619455
K01041	0.9449575
K01042	28.742845
K01043	0.0105274
K01046	19.9660258
K01048	27.6995089
K01051	55.3410083
K01053	0.8807111
K01054	0.0157911
K01055	1.01897
K01056	99.5854054
K01057	6.5259768
K01058	0.8660409
K01060	35.0778363
K01061	2.0957115
K01066	11.5396973
K01067	3.6224515
K01069	4.7299602
K01070	1.7166211
K01071	2.5323532
K01073	0.0662749
K01075	0.4105695
K01076	0.8806595
K01077	15.3260891
K01078	0.1068426
K01079	7.3245598
K01081	7.5464787
K01082	8.6093777
K01083	0.1322676
K01085	0.8767796
K01087	1.5643188
K01089	3.6817147
K01090	67.2151974
K01091	178.3727576
K01092	27.4959473
K01093	0.9134026
K01095	7.3974166
K01096	0.8200747
K01101	0.2148169
K01103	3.3495834
K01104	196.1277339
K01112	0.0947698
K01113	0.3411965
K01114	52.6473978
K01115	0.0052637
K01117	0
K01118	31.3739788
K01119	42.7694377
K01120	0.0147145
K01121	0
K01126	110.2621691
K01128	1.1377247
K01129	104.2077023
K01130	4.4936817
K01133	0.3352579
K01138	3.7329774
K01139	0.9999552
K01141	1.1938099
K01142	94.1955654
K01143	0.0253009
K01144	2.7607788
K01146	0.7663965
K01147	5.9123633
K01150	2.2631181
K01151	81.9890453
K01152	0
K01153	72.5864416
K01154	120.0042872
K01155	15.4323367
K01156	31.0566554
K01157	0
K01158	0.0263186
K01159	45.9428024
K01160	0.9736991
K01163	67.3593557
K01166	0.179776
K01167	0.1473839
K01169	0.7741342
K01173	5.3112284
K01174	2.1257965
K01175	17.5258599
K01176	10.1020023
K01178	0.036846
K01179	233.4395594
K01180	0
K01181	93.2320604
K01182	42.0235498
K01183	77.8691965
K01184	0.0188954
K01185	5.8579021
K01186	13.7518556
K01187	78.8698781
K01190	49.8531623
K01191	35.7389477
K01192	14.900816
K01193	21.0287961
K01194	1.9664785
K01195	21.7033577
K01197	14.3322204
K01198	79.8952301
K01199	0
K01200	24.0620719
K01201	15.1530308
K01202	0.3897435
K01205	1.6070341
K01206	31.3239846
K01207	71.8887899
K01208	0.0172627
K01209	106.8678996
K01210	0.0094477
K01212	15.2109244
K01213	0
K01214	0
K01215	0.4856426
K01216	0.779487
K01218	34.3070877
K01219	0.0094477
K01220	3.7663414
K01222	33.3310374
K01223	109.1889791
K01224	55.8924094
K01225	40.4475703
K01226	25.1363896
K01227	1.2302834
K01232	55.7625457
K01233	2.2859768
K01234	1.2132158
K01235	8.4152344
K01236	2.1944502
K01238	0.0585954
K01239	9.04117
K01241	3.8299495
K01243	67.2863031
K01246	19.3173637
K01247	16.838129
K01249	0.036846
K01250	4.1064872
K01251	42.3387299
K01252	0.840079
K01253	0.0052637
K01255	15.6777673
K01256	3.5639537
K01258	56.1508042
K01259	22.1129533
K01261	0.2873987
K01262	108.4578105
K01263	0.0083741
K01264	0.0094477
K01265	149.5228148
K01266	2.7409079
K01267	17.4022712
K01269	55.9190943
K01270	110.9668231
K01271	35.915809
K01273	81.3164193
K01274	0.1173353
K01277	2.9685045
K01278	5.1019672
K01281	0.6167117
K01283	0
K01284	7.0987439
K01286	103.2267442
K01289	0
K01295	2.5896406
K01297	38.5353258
K01299	22.1068708
K01301	0
K01303	0.0083741
K01304	21.6495516
K01305	42.1177198
K01308	64.3461684
K01318	1.1377247
K01322	0.3103876
K01338	149.2832633
K01342	0
K01347	0
K01354	1.2367768
K01355	0.2112503
K01356	93.7849519
K01358	138.3713767
K01361	6.3242032
K01362	31.1515758
K01364	0.0355545
K01372	6.8886929
K01376	0.0083741
K01387	18.2825511
K01389	0
K01390	0.0118515
K01392	0
K01399	0.0661338
K01400	0.0789557
K01401	0
K01406	0.0377907
K01407	0.8253501
K01408	0
K01409	102.6595026
K01412	0.0042626
K01414	1.4432288
K01415	0
K01417	23.7748594
K01419	7.2089893
K01420	106.8779222
K01421	106.0652729
K01422	4.7133562
K01423	1.3726507
K01424	58.5416415
K01425	27.6280482
K01426	4.7735495
K01428	30.2157853
K01429	15.3763132
K01430	30.0018251
K01431	0.1051393
K01432	0.0305025
K01433	7.1234945
K01434	0.6180977
K01436	21.2196457
K01438	6.1738749
K01439	41.6248909
K01442	56.3152151
K01443	93.3175208
K01444	0.0042626
K01446	6.9680517
K01447	35.0037373
K01448	301.6999589
K01449	156.4984547
K01451	5.5576411
K01452	0.0610051
K01453	0.0746367
K01455	2.0385387
K01457	0.293573
K01458	0.2094687
K01459	0
K01460	0.8179809
K01461	0.0336068
K01462	182.9137562
K01463	5.8449427
K01464	33.0895415
K01465	102.0164118
K01466	2.9229674
K01467	27.9439479
K01468	8.6585902
K01469	0.0789557
K01470	23.7106639
K01471	0.0421097
K01473	2.2210936
K01474	2.3253667
K01476	9.1789509
K01477	0.5846769
K01478	34.5435296
K01479	4.4395513
K01480	49.8188027
K01482	2.3901308
K01483	1.7152681
K01484	1.5494479
K01485	17.3364041
K01486	54.1555848
K01487	23.2209567
K01488	33.2616156
K01489	128.6021372
K01491	100.5460862
K01492	1.5589741
K01493	100.5003842
K01494	41.9581276
K01495	69.0136913
K01496	27.4942792
K01497	1.4106478
K01499	1.1820947
K01500	0.0188954
K01501	3.9267997
K01502	0.1220101
K01503	0
K01504	0.0673485
K01505	0.355233
K01506	1.1471724
K01507	8.2174107
K01512	38.384665
K01515	113.2243427
K01518	0.0177772
K01520	102.8377912
K01521	0.8314712
K01523	22.2767251
K01524	75.3489217
K01525	1.3780398
K01529	1.4058044
K01531	23.7252648
K01533	106.311417
K01534	102.7603783
K01535	0.4324748
K01537	192.7264759
K01541	0.0118515
K01545	0.8095441
K01546	21.7019013
K01547	21.7293417
K01548	21.7177956
K01550	1.1377247
K01551	20.6392795
K01552	29.4257578
K01554	1.5930106
K01555	0.5297453
K01556	0.5599168
K01560	12.2829814
K01561	0.4397494
K01563	0.1358554
K01564	0.038888
K01565	0
K01567	0.0354546
K01569	11.5042382
K01571	57.5347746
K01572	66.4846594
K01573	2.5735936
K01574	3.6465688
K01575	8.7897174
K01576	2.1831519
K01577	0.3734253
K01578	0
K01579	79.8252217
K01580	20.5657366
K01581	2.1825408
K01582	7.2985198
K01583	26.9917127
K01584	1.0571328
K01585	13.1463397
K01586	119.5255091
K01588	98.5944699
K01589	3.1290304
K01590	31.6648069
K01591	99.9544693
K01593	1.6151498
K01595	6.5487558
K01596	33.3254232
K01597	2.5676627
K01598	3.5075673
K01599	89.7319337
K01601	1.9891186
K01602	0.0401074
K01607	21.5624756
K01608	1.0870084
K01609	73.444069
K01610	33.6687037
K01611	67.9803055
K01612	0
K01613	51.3110475
K01615	0
K01616	0
K01617	0.084163
K01618	1.2092572
K01619	119.9420056
K01620	54.2234342
K01621	0.1361833
K01622	0.1275883
K01623	1.5599951
K01624	119.2449735
K01625	66.6957769
K01626	47.2835545
K01627	8.8195529
K01628	78.1184825
K01629	16.99995
K01630	6.030707
K01631	1.3334049
K01632	0.0136347
K01633	38.2918739
K01635	0.5173006
K01636	1.2321453
K01637	1.8254998
K01638	6.1459492
K01639	14.7381159
K01640	2.1631799
K01641	2.7013586
K01643	13.5894244
K01644	14.7173093
K01646	12.4167683
K01647	101.8111636
K01649	124.7355222
K01652	167.4187649
K01653	90.9946538
K01654	81.2180619
K01655	0
K01657	67.9492008
K01658	70.9337551
K01659	0.946518
K01661	4.337866
K01662	106.1139664
K01664	14.1235983
K01665	20.4685596
K01666	8.9927393
K01667	7.9400542
K01668	1.1505124
K01669	6.4787376
K01671	0.3922869
K01673	46.759361
K01674	0.2372801
K01676	5.347633
K01677	90.8105345
K01678	89.7824149
K01679	8.6066436
K01681	94.8068361
K01682	1.3331768
K01684	2.1520273
K01685	27.9385151
K01686	40.8189329
K01687	113.1782739
K01689	115.9121167
K01690	1.3782557
K01692	2.1733442
K01693	83.9700661
K01695	79.8144724
K01696	81.7184252
K01697	0.5187273
K01698	81.1961848
K01699	3.135509
K01703	79.8147436
K01704	78.5740634
K01706	2.7346847
K01707	0.4055757
K01708	2.288661
K01709	44.1951215
K01710	128.2980089
K01711	32.0407146
K01712	8.2530158
K01713	1.0863081
K01714	132.6529683
K01715	61.3145288
K01716	1.1938099
K01719	4.4774523
K01720	0.9719343
K01721	0.4748678
K01722	0
K01724	1.7052044
K01725	1.8000356
K01726	2.3102145
K01727	8.7464158
K01728	2.549538
K01729	0.3170374
K01730	3.0646035
K01732	0.0188954
K01733	100.9938983
K01734	104.1766136
K01735	107.1175147
K01736	97.2908714
K01737	78.7117533
K01738	181.5852453
K01739	22.8713932
K01740	157.0868364
K01743	0
K01744	36.5778691
K01745	9.3533774
K01746	1.190693
K01749	75.8659999
K01750	25.9385052
K01751	25.0013424
K01752	131.6053317
K01753	4.490305
K01754	53.6816875
K01755	96.636224
K01756	101.4996613
K01758	0.2320352
K01759	63.2171153
K01760	60.4580742
K01761	17.964904
K01766	1.1938099
K01768	2.052881
K01770	91.4754287
K01771	2.7659438
K01772	1.8879785
K01774	0
K01775	128.2401689
K01776	90.0433802
K01777	12.0699961
K01778	110.1954078
K01779	15.8536644
K01780	0.0315823
K01781	0.0105274
K01782	1.0638367
K01783	104.555799
K01784	174.4877803
K01785	65.9287569
K01786	34.1309291
K01787	5.6474118
K01788	25.0410672
K01790	122.7685196
K01791	104.1387582
K01792	1.1790715
K01795	0.051501
K01796	0.1514329
K01797	0.1461914
K01798	0
K01799	0.24312
K01800	0.436888
K01801	0.4366775
K01802	19.9917448
K01803	101.0095903
K01804	34.6319477
K01805	14.8651854
K01807	12.5892908
K01808	109.6326427
K01809	77.8172303
K01810	99.8911149
K01811	44.8934907
K01812	38.7596719
K01813	19.0231999
K01814	87.6980745
K01815	34.0406293
K01816	4.0909354
K01817	68.9948796
K01818	8.4065369
K01819	9.8774584
K01820	0
K01821	41.1009373
K01822	0
K01823	9.6108545
K01825	1.1917044
K01826	1.1299084
K01828	0
K01829	0
K01834	58.5600388
K01835	125.9786504
K01838	10.935239
K01839	77.3289332
K01840	4.5984733
K01841	11.8049107
K01843	10.6806414
K01844	1.2231176
K01845	69.3926906
K01846	7.6482117
K01847	6.1704501
K01848	1.7445348
K01849	1.6779158
K01850	0
K01851	0.5459414
K01852	0
K01854	43.0700814
K01856	0.8208327
K01857	0.861143
K01858	2.0316366
K01860	0.0052637
K01865	0
K01866	124.3392467
K01867	100.9271644
K01868	108.1176663
K01869	99.8389615
K01870	99.2737143
K01872	88.7975252
K01873	99.9980383
K01874	113.4560668
K01875	114.7972621
K01876	130.6965014
K01878	10.1431779
K01879	10.1581329
K01880	89.6348341
K01881	126.0351986
K01883	105.0279794
K01884	0.7923911
K01885	96.6564193
K01886	73.1992046
K01887	100.181267
K01889	100.1153977
K01890	99.9654059
K01892	105.0568485
K01893	101.7860167
K01894	1.7442592
K01895	52.5457625
K01896	0.2338636
K01897	69.7749278
K01902	8.4500947
K01903	3.7862323
K01904	0
K01905	0.0684282
K01906	0.5083642
K01907	0.4383386
K01908	0.7531346
K01909	0
K01910	12.4006777
K01911	4.0691362
K01912	111.4825655
K01913	0.0263186
K01914	82.4139961
K01915	226.9133489
K01916	6.4949784
K01917	0.0042626
K01918	82.557679
K01919	21.0775944
K01920	1.375739
K01921	110.668034
K01922	4.6525174
K01923	98.7158272
K01924	98.6812776
K01925	108.9364896
K01926	114.4577621
K01928	104.6504052
K01929	101.9307868
K01932	0.0148144
K01933	93.153759
K01934	99.0515201
K01935	74.7622897
K01937	95.9789712
K01938	95.5000819
K01939	114.9540588
K01940	96.043964
K01941	9.8160503
K01945	94.0266683
K01947	0
K01950	94.0253427
K01951	103.2737506
K01952	103.623552
K01953	112.936662
K01955	160.8701816
K01956	123.5376861
K01958	34.1402767
K01959	0.3684598
K01960	6.0622819
K01961	48.2154765
K01962	64.2639559
K01963	64.2460562
K01965	0
K01966	1.7025823
K01968	0.5379783
K01969	0.5421623
K01970	0
K01971	15.3733937
K01972	108.1687133
K01974	0.5429698
K01975	51.5490637
K01976	0.0059257
K01989	94.2784767
K01990	399.8512304
K01991	8.6445936
K01992	372.8728574
K01993	30.6039686
K01994	0
K01995	72.2634815
K01996	70.8024644
K01997	73.8369019
K01998	71.1109732
K01999	87.0718518
K02000	11.9661372
K02001	12.8742429
K02002	15.5687544
K02003	735.6168114
K02004	712.7820153
K02005	81.5530514
K02006	86.8393809
K02007	98.8946385
K02008	93.9536644
K02009	46.4195671
K02010	65.9140501
K02011	69.4646188
K02012	88.1049702
K02013	260.6133641
K02014	35.3214086
K02015	322.6507362
K02016	277.8967988
K02017	49.502453
K02018	64.7202147
K02019	19.7099259
K02020	71.7882065
K02021	1.1886526
K02022	2.4610977
K02023	12.7594529
K02024	1.8798506
K02025	193.4003636
K02026	87.8940329
K02027	83.1811831
K02028	209.5949376
K02029	252.3051513
K02030	349.824431
K02031	63.6438804
K02032	43.35897
K02033	134.5427276
K02034	133.9818179
K02035	184.3967247
K02036	97.0218248
K02037	95.674257
K02038	95.0910522
K02039	84.172633
K02040	90.9642318
K02041	21.237428
K02042	38.7839889
K02043	2.0213829
K02044	26.9584194
K02045	48.0269444
K02046	47.8488983
K02047	47.6730387
K02048	53.989216
K02049	92.9095121
K02050	232.1539054
K02051	117.8920755
K02052	19.6913434
K02053	30.7106628
K02054	26.5912534
K02055	34.5833899
K02056	122.4780672
K02057	278.7421826
K02058	15.490421
K02062	0.8200688
K02063	0.8200688
K02064	0.8126996
K02065	16.4486279
K02066	16.4433642
K02067	13.4460857
K02068	16.2187992
K02069	16.6070099
K02071	90.1538441
K02072	88.9341026
K02073	95.8472451
K02074	0.8373465
K02075	1.2276189
K02076	1.4848651
K02077	3.1830824
K02078	188.2260323
K02079	0.3010317
K02080	0.3064892
K02081	0.3485354
K02082	12.9526172
K02083	3.3805124
K02086	3.2012658
K02099	3.5830412
K02100	1.9525123
K02101	0
K02103	30.8856909
K02106	4.1820777
K02108	103.4435319
K02109	113.1910064
K02110	113.7358968
K02111	102.2812859
K02112	113.5656253
K02113	111.89289
K02114	113.9761148
K02115	113.9868072
K02116	10.6522914
K02117	73.3023893
K02118	78.3462629
K02119	71.0112037
K02120	78.1724907
K02121	105.3840478
K02122	74.9159587
K02123	73.3138774
K02124	78.5317925
K02160	45.8420863
K02164	0.2174318
K02167	2.2190275
K02168	2.1104113
K02169	33.7238748
K02170	29.799682
K02171	0
K02172	0
K02173	1.67892
K02182	6.7324249
K02188	63.9972029
K02189	62.3272158
K02190	53.4872316
K02191	33.066474
K02192	4.7448325
K02193	6.93601
K02194	6.5455259
K02195	6.9536533
K02196	1.3769155
K02197	6.9441961
K02198	6.956856
K02199	1.3906727
K02200	1.6808398
K02203	13.9857198
K02204	1.6568549
K02205	1.3077831
K02217	69.9855595
K02221	66.7433326
K02224	68.6394033
K02225	0.5316349
K02226	70.341505
K02227	93.3583374
K02228	0.2372719
K02229	0.4760285
K02230	3.0423921
K02231	92.1594669
K02232	61.1942276
K02233	91.9734659
