reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K01745	888.66	672.83	330.55	815.49	334.33	133.34	291.75	51.05	327	303.33	425.33	272.17	476.83	107.5	659.75	107.62	101.59	189.75	111.42	437.33	148.17	324	714.42	346.75	386.71	344.17	256.17	165.25	432.42	784	1045	308	728.62	571	1019.79	391.17	517.38	106.12	555.92	892	382.29	77.5	939.83	216.76	65.67	118.08	388	93.92	229.41	2599.25	238.5	183.75	634	469.83	362.75	563.75	242.25	893.74	588	74	296.08	4742	422.83	64.17	835.83	637.09	948.17	343.58	870.67	1810	521.3	1198.66	415.84	142	434	774	208.45	300.83	295.08	590.58	53.92	93	1167.67	113.58	1389	492.24	399.25
K01746	1438.5	366.5	1085	96	193	1231	168.5	235	453	235.5	1089.5	939.5	358.5	453.5	803	252	128	86	537.5	672.75	46	55	505.25	101.5	209.5	101.75	466	462	685.25	393.75	1270.17	132	108	63.5	140	629.5	174	192.5	344.25	559	182	201	209.5	265	244	517.75	171	84.5	174.75	268	164.5	248.75	403.75	4248	1030	544.75	137	350.75	38.5	435.5	875.5	41.5	266.5	159.5	180	73.5	260.5	148	639	1033.25	578.8	144.75	524.25	116.5	387.58	35	172	266.33	171.5	997.33	476	238.5	191	31	113.75	91.5	29
K01749	1745.33	272.66	492.5	774.2	1070.5	2316.67	423.5	583.91	1849.83	304	1149.25	1132.42	310.17	705.5	1539.67	372.99	1002.5	1016	550.32	343.08	572.42	365	659.84	83.33	263	339.17	1229.58	637.33	859.08	355.58	2335	338.33	992.25	518.33	918.83	731.75	1802.83	486.33	613.92	582.33	310.25	567.59	314.5	139.67	161.67	698.92	456.33	361.34	493.42	3014.84	405.17	478.5	1069.5	5246.91	865.33	302.67	285.83	925.91	875.66	351.5	1484	4804.33	468.17	1101.84	876.83	578.66	726.17	450.84	1312	2784.5	660.63	806.58	868.17	506.25	672.5	312.33	282	306.33	531	1758.34	897	371.34	1111.67	156.84	1797.91	801.33	449.17
K01750	25.66	41.33	24.67	16.67	54.33	153.34	53.5	10.67	72	72.33	82.33	28.67	17.33	157	133	19.25	112.34	67	57.67	62.33	6.67	42	374	13	38.33	31.67	150.67	413	78.17	76	58	23	39	23	48.66	54.67	139.67	233	80.67	118	73.67	212	5.33	60.01	13.67	92.33	43.5	42.42	20.91	281	74	230	12	307.33	47	90.5	20	90.66	24	279	168.33	173	172.33	131.67	10.33	98.34	278.67	64.33	69.67	54	122.8	181.66	415.34	32	1	35	70.33	18.33	33.33	47.33	12.67	218	289.67	27.33	159	83.99	22
K01752	5570.84	3539.87	3203.28	7266.54	5335.08	7442.83	5487.8	7058.54	5279.6	2949.43	4225.63	4811.96	3220.42	6058.45	5764	2529.46	3255.37	6666.13	3023.71	2658.58	4208.91	4006.62	4751.49	4484.31	2059.21	5632.89	7402.05	5670.28	5762.24	5649.13	6458.2	7404.03	3387.27	2286.23	4477.07	7565.6	4989.26	5142.83	4700.04	6485.08	4409.99	5832.4	5860.83	3543.28	5953.59	5485.51	5684.23	6249.66	7494.66	7379.39	5612.92	5287.28	4160.55	7827.57	2458.83	4103.42	1687.58	4429.32	6467.48	3669.05	6031.68	8039.63	5880.33	7654.59	5817.53	6333.5	5485.69	6193.2	5024.29	5513.93	4394.13	4401.19	5024.01	6243.45	7575.06	7821.43	3013.15	3044.49	2574.75	6361.42	7641.62	5306.44	7180.22	3797.49	5879.16	5982.15	3225.53
K01753	0	0	106	16.45	11	0	1	3	0	0	0	0	147	0	7	0	1.5	26	4	1	62	292	2.67	1	0	0	71.5	0	82.5	5	0	0	0	448	0	0	96.83	2	176	0	5	0	7	2	2	3.5	0	0	3	128	0	1	102.5	75.5	0	0	1.5	511.83	0	0	43	0	0	48	11	14	1	0	0	0	162.5	89	0.25	0	162	0	0	0	128	2	0	0	17	0	0	1	244.5
K01754	5933.94	3947.37	3431.32	7369.87	5555.68	7500.83	5600.47	7174.69	5413.1	3320.23	4402.98	4982.96	3338.42	6083.45	5848.4	2753.46	3417.63	6721.93	3113.46	2907.38	4252.99	4035.82	5228.77	4605.21	2991.31	5743.14	7482.8	5788.68	5880.49	6039.03	6578.2	7491.63	3453.12	2638.23	4639.74	7623.05	5022.46	5226.73	4870.09	6618.28	4790.44	6007.58	5937.03	3747.68	6087.59	5607.91	5826.23	6391.49	7645.63	7554.89	5834.32	5420.73	4583.63	8070.92	2697.03	4252.87	2013.88	4829.32	6503.48	3718.85	6231.98	8093.23	6017.33	7689.34	5953.63	6389.83	5564.09	6249.1	5063.39	5716.48	4706.13	4483.59	5140.01	6411.15	7724.11	7881.43	3380.45	3116.06	2734.75	6512.82	7908.62	5861.97	7262.67	3855.29	6006.46	6062.85	3307.13
K01755	5357.84	3418.87	2955.45	6769.79	2704.08	6414.33	5522.47	7064.29	4628.6	3187.93	4229.38	3674.96	3076.92	5586.95	5279	2977.96	3191.54	5712.63	2566.46	2657.08	4299.49	3240.95	4036.07	4764.81	2942.21	5239.64	6701.8	5879.78	5119.82	5351.63	5365.37	6898.03	2877.52	2170.73	4133.24	7023.85	4730.93	5160	4764.54	6115.08	4532.24	5856.65	5964.83	4278.78	4842.59	5310.01	5062.73	6323.16	7482.33	6319.89	4997.92	5331.7	3362.3	7507.49	2654.83	3869.17	1987.58	3963.82	6475.98	3739.55	5971.18	7897.63	5631.5	5722.34	4837.03	6243	4570.69	5533.2	4230.29	5193.35	4111.63	3573.19	4981.51	5778.2	7157.82	7424.93	3313.15	3049.49	2630.25	6599.25	7834.12	5838.44	7159.22	3573.49	6008.66	5558.32	3131.7
K01756	5986.44	4083.87	3513.82	7561.12	5560.18	7544.83	5618.47	7183.69	5476.6	3519.73	4479.48	5032.96	3580.42	6172.95	5921.9	3189.96	4841.8	6727.43	4891.96	2945.38	4343.49	4124.99	5311.27	4955.21	3059.81	5773.64	7483.8	6001.68	5917.32	6091.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5392.73	5201.59	6635.28	4971.94	6292.58	6084.03	4975.18	6152.59	5664.41	6069.73	6606.49	7647.63	7633.89	5851.82	5492.23	4798.63	8074.92	2751.53	4309.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	5998.13	6825	5662.59	6258.6	5086.39	5730.15	4677.63	4550.09	5146.51	6495.4	7960.12	7882.43	3556.45	3466.39	2741.75	7062.15	7947.12	5938.97	7256.67	3888.79	6064.46	6280.35	3312.13
K01758	420	30	59.5	485.45	133.5	0	3	15.25	50	15	7.25	13	4	97	593	28	329.5	19	1	11	81.42	22	33.92	37	21.75	11.25	108.75	92	144.5	241	29	171	0.25	50	882	0.25	86.16	3	126	3	39	29.08	48	4	73	67.5	130	430	113.33	2047	24	147.58	77.25	417.25	128	128.25	86	539.83	34.75	760	5	4555	202.33	92.25	700	368	577.25	0	837	1835.25	8	606.25	18.25	8	1.25	15	633	107	249	506	6	6	716	1605.5	622	59.33	58
K01759	1830.41	904.41	1509.05	589.99	517.75	1364.26	794.25	1436.63	907.25	591.58	1801.58	1222.84	1093.5	523.25	1050	396.11	475.09	395.25	568.41	925.83	617.92	420.25	970.84	367.58	447.71	616.92	1314.42	394.58	1158.17	686.83	2323.5	374.33	889.62	648	346.54	1156.17	839.38	592.87	788.92	1444.08	519.54	394.67	1173.16	421.51	847.09	644.08	687.58	663.26	650.83	1391.34	361.5	500.25	928	4496.41	1293.25	1456.67	221.25	1142.99	720.33	1143.75	1584.33	272.08	506.08	301.59	496.83	442.67	587.92	591.5	831.67	1231.75	879.8	814.16	1039.01	440.5	922.25	965.58	1075.7	500.83	396.58	1328.5	671.42	184.34	686.34	1755.42	2126.16	726.57	439.25
K01760	435.33	31.33	59.5	485.45	170.83	0	4	196.58	65.33	54	11.25	23	88	107	631.67	34.25	329.5	20	114.33	13.33	107.09	22	311.92	45	95.75	12.92	109.08	92	146.83	297	29	171	1.25	54.33	897.33	0.25	86.16	8.33	151.67	3	66	35.75	105.67	39.67	87	70.17	136.5	431.75	122.58	2050	35.67	148.58	87.25	432.58	161.33	181.75	109.33	543.16	35.08	769	11	4555	212	92.92	749.33	398.33	578.92	140.67	837	1843.58	61.33	619.58	18.25	146	1.25	15	642	111.33	249	646.67	6	6	716	1605.5	622	61.33	71.67
K01761	0	0	0	3.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01768	1649.43	1218.58	415.37	1240.53	1057.93	2229.75	979.5	511.98	1431.83	494.8	1411.35	1035.25	780	962.5	1956.07	1195	1577.59	1303.3	583.83	344.63	421.25	428.54	403.12	125.9	215.85	1679.42	1156.58	1478.65	883.33	317.4	4632	339.6	1840.85	552.83	992.33	713.45	1603.53	1117.81	1359.22	884.7	466.95	1587.02	527.12	112.07	456.5	852.07	396.5	2025.33	624.22	2859.75	286.57	653.45	834.08	4622.51	1007.03	807.45	443.63	1246.16	1331.25	1563.3	1627.3	4669.6	914.67	1206.92	928.43	773.16	1373.32	232.07	1950.6	2846.05	819.83	783.23	592.25	328.7	754.71	1235	949.8	396.23	1770	1748.32	1035	1395.53	1350.45	2111.3	790.3	1052.2	320.6
K01770	5976.34	4021.87	3371.45	7368.04	4725.58	6496.83	5557.8	7173.79	4272.6	3448.93	4439.38	4943.71	3567.42	5793.95	5927.5	3168.96	3914.54	6104.13	4872.21	2842.58	4338.49	4088.45	5246.07	4942.81	3054.21	5724.64	7111.8	5471.28	5771.57	6076.13	5925.7	7487.03	2741.52	2659.73	4715.07	7633.85	3829.43	5278	5197.54	6635.08	4967.49	5935.32	6074.83	4935.78	6082.59	5478.01	5954.73	6440.16	7637.33	7632.89	5833.42	5318.7	4630.3	8069.99	2712.33	4195.17	1918.08	4976.82	5766.48	3600.05	6251.18	8655.13	6166.5	6910.59	5965.53	6811	5664.19	6209.2	5120.29	5723.18	4810.63	4548.69	4607.51	6387.95	7832.31	7793.43	3354.15	3472.99	2658.25	6926.42	7823.12	5885.94	7153.22	3812.99	5621.66	5844.82	3287.2
K01772	397.5	65	121	693.2	985	1051	58	33.75	1226	83.5	41.75	107.25	180	470	600	56	1214.83	673	160.5	107	143.25	334	109.92	40	13	62.75	479.25	596	226.5	213	1030.17	171	823.25	501.5	858.5	25.25	1424.83	105	302	4	43	372.75	55	44	115.5	248.5	203	488	112	2146.5	41	283.75	284.75	415.75	165	120.25	198.5	691.83	789.5	1015	263	4554.5	223	1026	740	383.83	577	43	836	1836.42	166	661.5	196.25	97.25	260.92	89	621	214.83	321	489.33	129	34.5	821	1662.5	625	485	278.5
K01773	0	0	0	3.33	3.5	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	3	0	3.67	0	0	0	21.5	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	101.83	0	0	0	0	0	48	0	0	0	0	0	2	0.8	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0
K01775	5935.44	4072.87	3441.82	7534.12	5564.18	7546.83	5611.47	7160.69	5371.6	3332.73	4344.48	4935.96	3586.42	6166.95	5920.9	2909.96	3399.8	6732.43	3280.96	2919.38	4343.49	4124.99	4985.27	4942.21	3059.81	5735.64	7473.8	5953.68	5909.32	6093.53	6892.37	7491.63	3532.12	2347.73	4676.74	7657.05	5150.96	5352.73	5181.59	6635.28	4698.94	6174.58	6083.03	4952.18	6145.59	5613.41	6005.73	6597.49	7647.63	7631.89	5821.82	5441.23	4603.63	8065.92	2716.53	4249.37	1969.38	4799.82	6527.98	3801.85	6439.98	8622.73	6167.83	7841.34	5960.13	6804	5648.59	6253.6	5118.39	5706.15	4793.63	4549.09	5135.51	6490.4	7887.78	7882.43	3340.45	3476.39	2672.75	7055.15	7875.12	5685.97	7264.67	3882.79	5962.46	6280.35	3312.13
K01776	5824.11	3663.04	3485.82	7330.12	5506.85	7469.16	5443.47	6688.03	5415.27	3418.73	4270.48	4926.96	3478.75	5633.95	5658.23	2882.96	4771.13	6529.43	4684.63	2657.05	3657.82	3894.99	5048.27	4867.21	2270.81	4730.97	7278.47	5404.68	5885.99	5938.53	6630.37	7452.63	3087.12	2618.4	4632.41	7475.05	4960.96	4982.73	5082.92	6595.95	4782.94	5607.24	5988.03	4798.51	5924.59	5619.74	5916.4	5931.49	7578.96	7106.55	5588.15	5358.23	4590.63	7961.26	2640.2	3867.37	1833.05	5008.49	6465.65	3489.85	6350.98	8618.73	6151.16	7692.67	5898.8	6574.67	5459.25	6071.93	4874.39	5319.82	4638.8	4476.76	5042.18	5949.73	7930.78	7717.43	3262.45	3436.06	2528.75	6632.81	7136.12	4943.97	7084.34	3685.79	5333.13	6050.02	2912.46
K01777	0	0	251	4.33	0	0	38.5	8	402	0	0	24	0	4	17	4.25	0	0	4	1	0.5	0	285.17	0	0	0	18	0	2	0	0	23	0	1	3	0	9	25	4	3	0	34	0	0	1.5	1	14.5	1.75	8.25	8.5	0	1	3	0.5	0	53.5	0	6.33	9	8	0	5	5	2	5.5	1	23	0	0	0	2.3	0	2	1	0	7	9	0	0	0	0	0	31	0	9	14	0
K01778	2837.24	2398.24	2216.05	2610.41	4357.58	4011.26	2628.42	6822.46	3344.58	1131.58	3153.08	3795.09	1529.5	2538.75	3933.67	2462.11	2035.09	2176.75	1803.49	1943.16	2024.59	2378.09	4253.34	937.58	1633.71	4234.09	3183.75	3067.08	4000.58	2801.83	5114.5	2283.33	2541.62	1562.83	3070.04	3595.17	2815.38	3416.2	2575.09	2780.58	2959.79	3568.5	1950.83	1433.18	2728.09	3215.58	2723.08	4130.76	1906.33	5549.84	2879.17	1539.25	2603.5	5922.74	1631.58	2374.67	1107.58	2058.32	2120.83	2659.75	3454.33	6022.58	2200.75	3869.84	2795.16	2057.5	3476.09	3034	3493.67	4076.25	1856.63	3171.99	2181.51	1730.25	2966.42	3246.08	1997.2	1753.33	2447.58	2494.67	2566.42	3720.34	2630.34	2868.92	3412.16	2852.57	1578.92
K01782	1806.5	592.33	1315	1139.12	1154.67	2442	1327	5338.25	2032	711.5	1538.75	1651.92	658.5	1405	1360	882.99	1046	1539	669.49	937	1503.75	1291.67	1513.59	426.33	962	1719.75	1207.25	1308.33	2836.5	1602.33	3061.17	1446.33	1350.25	607.5	2245.5	2267.25	1982.83	1618.33	925	733	1667.25	1358.08	619	376	527.67	2436.83	1123	1554.34	1023	2779	1565	593.75	836.75	5032.25	1019	1234.92	634.5	1456.83	910.83	808	1665	4802.83	596	1349	1077.5	760.5	1002.33	1530	1253	3124.25	760.3	1555.5	377.59	414.33	1648.59	712.33	604	1042.83	794	1544.33	1471	1389.84	1493.34	438.84	1013.33	975	1022.5
K01783	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7181.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4343.99	4124.99	5317.77	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2659.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6151.09	5664.41	6071.73	6615.49	7645.63	7634.39	5851.82	5494.23	4800.63	8075.42	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	5997.63	6825.33	5665.59	6258.6	5127.39	5735.15	4809.13	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K01784	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7180.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5927.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5313.27	4955.21	3059.81	5770.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7646.63	7634.89	5851.82	5492.23	4799.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	5997.13	6825.33	5665.59	6258.6	5124.39	5735.15	4807.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K01785	4288.34	3794.29	2986.95	6602.54	4489.41	5335.58	5411.8	6931.54	3578.6	3042.43	3265.63	3829.04	3101.42	5401.45	4575.5	2437.22	3865.54	5889.63	4221.22	2457.83	4147.41	3970.95	4638.4	4537.48	2310.71	5614.64	6635.05	5177.7	5098.82	5735.55	4335.7	7259.7	2536.27	2271.73	3646.07	7010.1	3557.26	5043.42	4511.29	5552.08	4647.24	5503.4	5653.08	3642.78	5886.92	4932.76	5370.73	6021.07	7320.41	5360.14	5556.42	5021.53	3915.8	3505.24	1856.83	4022.5	1576.58	4606.07	5427.65	3415.55	5442.68	3415.3	5799.33	6684.92	4975.03	5963.5	4944.86	6003.53	3895.29	3041.68	4288.83	3830.69	4449.42	6278.87	7047.15	7755.1	2922.65	2790.99	2357.25	4993.17	7250.62	5551.1	6377.88	3741.65	4772.08	5504.65	3142.7
K01786	283.66	576.33	801.67	495.79	156.83	474.01	1386	5549	308	361.33	830.33	907.67	605	733	1174	810	192.34	553	224.67	388.33	1576.67	1236.67	1503.17	371	280.33	1709.67	797.67	904	2086.17	1432	539	1349	570	536	1326.66	1792.67	558.5	1695.67	641.67	334.33	1576.67	1146	425.66	342.01	675.67	1791.16	940.33	1670.67	965.33	999.34	1472	327	408.5	299.16	273	869	311.5	899.49	137	573	1111.33	139	484.33	487	514.33	382.67	455.34	1477.66	925.67	494	497.5	833.66	321.92	625.67	1555.67	711	534.33	759.83	549.33	415	1077.67	1401	672	375.83	883.33	647.32	1094.5
K01787	3222.18	1529.96	1054.78	4832.75	1343.08	3523.57	3288.3	610.54	2106.6	1979.1	1474.3	1354.37	1658.92	3646.95	2024.5	312.97	1312.03	4116.13	1451.55	1085.5	2287.07	1682.78	1192.23	3852.98	1623.13	1780.47	4380.88	2788.2	2057.15	3444.05	1031.7	5309.7	941.27	1139.23	1556.91	4404.43	2432.43	1921.25	2464.12	4105.25	1982.07	2532.07	4887.42	2456.77	3513.25	2414.1	3275.4	2209.65	5910	1992.8	2982.42	3910.2	1912.8	2152.08	1225.83	1881	946.08	2387.58	4707.73	1050.55	2806.85	2244.8	3828.67	3852.17	3065.7	4557.66	2398.77	3712.87	1803.12	1676.18	2842.83	1663.28	3391	4817.2	5159.98	5413.6	1334.82	1437.16	314.42	4197.67	5395.95	2207.1	5047.88	1053.32	3571.25	3478.5	1832.2
K01788	176	970.75	389.33	444.45	79.5	152.42	929.5	439.33	233	542	790.5	256.5	1165.67	276	824	1131.75	675.83	580.5	299	236.5	631	403.67	564.84	87.5	132.25	1684.5	560	937.25	196.67	81.5	1761.5	202	405	517	167.5	255	314.33	1255.75	1057	485.83	409	1340.67	272.58	135.5	625	261	206.33	1969.25	552.17	1300.09	294.5	355	720	213.16	244.5	1066.5	222	1091.33	664.42	1400.5	1410	144	704.5	309.25	464.5	445.83	811.92	106	1321	217.5	597	237	422.08	265.42	454	1249	915	231	1495.5	286.92	539	1401	511.33	2051	729.83	707.33	278.83
K01790	4315.01	3441.04	2374.45	7144.17	5260.25	6233.16	5143.8	5753.13	5275.77	2964.93	3204.38	4040.96	2855.75	5746.45	4833.33	2606.96	4651.37	6473.13	4288.38	2161.5	3945.49	3960.95	4511.32	4468.31	2578.46	5450.72	6437.47	5610.28	5087.99	5544.38	5231.87	7254.03	3266.52	2580.9	4426.24	6848.35	4618.43	4880.5	4429.62	5375.75	4505.49	5747.31	5607.33	3501.11	5788.09	5082.59	5410.9	6101.16	7220.24	6517.55	5537.75	5044.78	4120.05	3439.83	1654.5	3573.92	1809.25	4257.74	6140.4	3478.55	5389.18	8021.13	5677.66	7539.17	5436.7	6215.67	5367.6	5981.03	4524.29	4566.27	3879.3	4297.36	4413.68	5853.53	7087.07	7664.43	3000.65	2891.99	2342.75	5076.41	7116.62	5486.94	6980.89	3759.99	4866.58	5720.82	3137.03
K01791	1860.91	1299.41	1755.38	752.66	508.25	1634.09	2225.25	5204.55	1032.75	644.58	2086.83	1944.34	749.33	942.25	1579.5	1814.36	1914.42	481.75	2196.91	1253.58	856.34	1182.26	2069.01	702.08	692.46	2553.92	1120.17	1492.58	3062.92	1896.58	2483.17	1468.33	516.37	716.5	1449.04	2705.42	960.21	2476.03	1879.17	2168.25	2240.79	1924.41	1695.33	530.51	774.09	2529.16	1253.25	2471.01	1317.49	1666	1621.5	771.58	1188	4706.66	1366.75	1304.17	642.75	1548.24	1133.25	1072.75	1886.83	521.08	1535.91	583.67	553.33	862.84	1582.5	1885.33	1197.67	1257.25	1310.8	1616.16	1613.93	235.83	1910.09	2473.58	820.2	1118.66	1809.08	1226.16	1171.42	2075.84	1524.01	724.42	1793.08	1388.57	779.08
K01792	5986.44	4086.87	3516.82	7577.12	5568.18	7547.83	5618.47	7183.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5927.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4119.32	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5916.99	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6077.03	4975.18	6152.59	5664.41	6071.73	6615.49	7646.63	7634.89	5851.82	5494.23	4799.63	8074.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5124.39	5735.15	4807.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3312.13
K01803	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5618.47	7184.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6736.43	4891.96	2946.38	4347.49	4124.99	5318.27	4955.21	3059.81	5773.64	7483.8	6001.68	5918.32	6095.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.58	6084.03	4975.18	6152.59	5664.41	6071.73	6615.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6825.33	5665.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7062.15	7947.12	5938.97	7264.67	3888.79	6065.46	6280.35	3314.13
K01804	221.66	897.33	779	672.54	161.33	515.34	1171	5306.17	409	330.33	796.33	928.67	584.83	884	1069	790.25	261.67	563	210.67	449.33	1208.34	1253.34	1812.84	395	303.33	1609.67	642.17	1320	2154.84	1450	1385	1234	1180	574	1343.66	1703.67	536.83	1556.33	660.67	383	1646.67	1156.66	411.33	370.01	599.67	1847.16	902.5	1630.42	814.24	851	1419	433.33	318.5	163.16	300	929.5	326.5	971.49	108	798	775.33	132	670.66	510	460.33	363.34	654.67	1462.66	792.67	512.17	478.5	928.66	597.59	470.25	1527.67	587	577.33	766.33	545.33	290.33	1002.67	1571	687.67	342.83	352	524.32	1109.83
K01805	750.66	525.66	688.88	969.91	265	552.34	1295.75	5018.55	484	351.83	781.83	871.34	522.33	531	1593.75	559.86	567.75	522.75	282.91	278.58	728.84	1052.34	1868.51	542.58	430.21	899.42	756.17	912.58	2367.84	1760.58	1259.5	1446.33	838.62	586.5	2146.79	1938.67	756.71	1371.28	799.67	563	1751.29	630.16	1264.33	253.76	311.84	1909.66	967.5	1474.51	949.24	2722.25	1290	507.83	411.75	517.16	475.75	913.17	382.25	928.49	518.33	1201.5	699.58	4822.83	734.66	473.67	1097.33	768.92	1320	1695.58	1217.67	1970.92	522.3	1799.41	948.93	297.08	1747.42	1302.33	904.45	1003.33	500.58	707.58	280.92	702.34	1629.01	1831.42	1514.58	831.07	841.58
K01807	5971.11	4085.54	3516.82	7578.12	5538.85	7547.83	5618.47	7006.36	5461.27	3481.73	4487.48	5037.96	3598.42	6162.95	5890.23	3189.96	4842.13	6736.43	4778.63	2944.05	4322.82	4124.99	5318.27	4948.21	2985.81	5771.97	7483.47	6001.68	5917.99	6044.53	6925.37	7492.63	3566.12	2656.4	4722.41	7662.05	5150.96	5392.4	5185.92	6635.28	4948.94	6290.91	6027.36	4939.51	6142.59	5663.74	6071.73	6615.49	7647.63	7634.89	5840.15	5494.23	4788.63	8075.59	2718.2	4317.37	2017.05	5095.49	6532.65	3861.85	6466.98	8658.73	6183.16	7844.67	5959.8	6801	5664.92	6121.93	5127.39	5726.82	4756.5	4537.76	5150.51	6357.4	7961.78	7882.43	3557.45	3479.06	2742.75	6923.48	7947.12	5938.97	7264.67	3888.79	6065.46	6279.35	3303.46
K01808	5971.11	4085.54	3516.82	7578.12	5538.85	7547.83	5618.47	7006.36	5461.27	3481.73	4487.48	5037.96	3598.42	6162.95	5890.23	3189.96	4842.13	6736.43	4778.63	2944.05	4322.82	4124.99	5318.27	4948.21	2985.81	5771.97	7483.47	6001.68	5917.99	6044.53	6925.37	7492.63	3566.12	2656.4	4722.41	7662.05	5150.96	5392.4	5185.92	6635.28	4948.94	6290.91	6027.36	4939.51	6142.59	5663.74	6071.73	6615.49	7647.63	7634.89	5840.15	5494.23	4788.63	8075.59	2718.2	4317.37	2017.05	5095.49	6532.65	3861.85	6466.98	8658.73	6183.16	7844.67	5959.8	6801	5664.92	6121.93	5127.39	5726.82	4756.5	4537.76	5150.51	6357.4	7961.78	7882.43	3557.45	3479.06	2742.75	6923.48	7947.12	5938.97	7264.67	3888.79	6065.46	6279.35	3303.46
